title,artist_x,artist_y,hit,collab
Death & Joy,Abandon Jalopy,,0.0,0.0
Death to My Hometown,Bruce Springsteen,,0.0,0.0
Deceiver,Impending Doom,,0.0,0.0
Deeper Water,Public Image Ltd.,,0.0,0.0
Deepest Shame,Plan B,,0.0,0.0
Default,Atoms For Peace,,0.0,0.0
Dementia,Owl City,,0.0,0.0
Demon Road,Yeasayer,,0.0,0.0
Demons,Imagine Dragons,Imagine Dragons,1.0,0.0
Demonstrate,JoJo,,0.0,0.0
Descending,Big Boi,,0.0,0.0
Desolation,Lamb Of God,,0.0,0.0
Desperation Breeds…,Andrew Bird,,0.0,0.0
Dessert,JLS,JLS,0.0,0.0
"Detroit, Michigan",Kid Rock,,0.0,0.0
Devil's Work,Miike Snow,,0.0,0.0
Devotion,Jessie Ware,,0.0,0.0
Diamond,Brandon Heath,,0.0,0.0
Diamonds,Rihanna,Rihanna,1.0,0.0
Diamonds Make Babies,Dierks Bentley,,0.0,0.0
Diced Pineapples,Rick Ross,Rick Ross Featuring Wale & Drake,1.0,1.0
Did It For The Girl,Greg Bates,Greg Bates,1.0,0.0
Die In Your Arms,Justin Bieber,,0.0,0.0
Die Young,Kesha,Kesha,0.0,0.0
Diet Mountain Dew,Lana Del Rey,,0.0,0.0
Different,Robbie Williams,,0.0,0.0
Different Sides,Leonard Cohen,,0.0,0.0
Dipoko,Skinflint,,0.0,0.0
Dirty Bass,Far East Movement,,0.0,0.0
Dirty Love,Kesha,,0.0,0.0
Dirty Magic,The Offspring,,0.0,0.0
Dirty Rotten Bastards,Green Day,,0.0,0.0
Disconnected,Keane,,0.0,0.0
Disparate Youth,Santigold,,0.0,0.0
Dissolve Me,Alt-J,,0.0,0.0
Distance,Kelis,,0.0,0.0
Dive,Usher,Usher,0.0,0.0
Dive In,Trey Songz,Trey Songz,1.0,0.0
Divide and Conquer,Shadows Fall,,0.0,0.0
Dividing by Zero,The Offspring,,0.0,0.0
Dixie Highway,Alan Jackson,,0.0,0.0
DMT Song,Flying Lotus,,0.0,0.0
DNA,Little Mix,,0.0,0.0
Do it Anyway,Ben Folds Five,,0.0,0.0
Do It Our Way (Play),Alesha Dixon,,0.0,0.0
Do It With a Rockstar,Amanda Palmer,,0.0,0.0
Do My Thing,Estelle,,0.0,0.0
Do Something,Matthew West,,0.0,0.0
Do You Love Me Like You Used To,Best Coast,,0.0,0.0
Do You Think About Me,Carrie Underwood,,0.0,0.0
Do You Think Of Me,Misha B,,0.0,0.0
Do You...,Miguel,,0.0,0.0
Doing it Our Way,Gloriana,,0.0,0.0
Don't Be Scared,Trey Songz,,0.0,0.0
Don't Believe Everything You Think,Lee Brice,,0.0,0.0
Don't Blame Yourself,Sixpence None the Richer,,0.0,0.0
Don't Count on the Wicked,Billy Talent,,0.0,0.0
Don't Drop That Thun Thun,Finatticz,,0.0,0.0
Don't Fail Me Now,Melanie Amaro,,0.0,0.0
Don't Forget Your Hat,Mark Knopfler,,0.0,0.0
Don't Give Up,Kevin Rudolf,,0.0,0.0
Don't Judge Me,Chris Brown,Chris Brown,1.0,0.0
Don't Leave Me,Nelly Furtado,,0.0,0.0
Don't Leave Me (Ne Me Quitte Pas),Regina Spektor,,0.0,0.0
Don't Let Me Die,Bobby Brown,,0.0,0.0
Don't Rush,Kelly Clarkson,Kelly Clarkson,0.0,0.0
Don't Save Me,Haim,,0.0,0.0
Don't Shoot She Cried,The Dandy Warhols,,0.0,0.0
Don't Stop The Party,Pitbull,Pitbull Featuring TJR,1.0,1.0
Don't Take Me Back,Lukas Nelson and Promise of the Real,,0.0,0.0
Don't Wake Me Up,Chris Brown,Chris Brown,1.0,0.0
Don't Ya,Brett Eldredge,Brett Eldredge,1.0,0.0
Don't You Worry Child,Swedish House Mafia,Swedish House Mafia Featuring John Martin,1.0,1.0
Doom and Gloom,The Rolling Stones,,0.0,0.0
Double Lifetime,Loudon Wainwright III,,0.0,0.0
Down,Thousand Foot Krutch,Thousand Foot Krutch,1.0,0.0
Down In The Woods,Richard Hawley,,0.0,0.0
DoYaThing,Gorillaz,,0.0,0.0
Dragonfly,Paul Weller,,0.0,0.0
Dreaming the Same Dream,No Doubt,,0.0,0.0
Dreams and Disasters,Owl City,,0.0,0.0
Dreams and Nightmares,Meek Mill,,0.0,0.0
Dreams So Real,Metric,,0.0,0.0
Dressin' Up,Katy Perry,,0.0,0.0
Drifters,Paul Weller,,0.0,0.0
Driftin' Back,Neil Young & Crazy Horse,,0.0,0.0
Drink One For Me,Jason Aldean,,0.0,0.0
Drinking From the Bottle,Calvin Harris,,0.0,0.0
Drinking Side of Country,Bucky Covington,,0.0,0.0
Drive By,Train,Train,1.0,0.0
Drive Me,Phillip Phillips,,0.0,0.0
Drive Me Crazy,Kip Moore,,0.0,0.0
Drivin' Around Song,Colt Ford,,0.0,0.0
Drunken Physics,Cancer Bats,,0.0,0.0
Dull Tool,Fiona Apple,,0.0,0.0
Dumpster World,Band of Horses,,0.0,0.0
Duquesne Whistle,Bob Dylan,,0.0,0.0
Dust On My Shoes,Tanita Tikaram,,0.0,0.0
Dyslexicon,The Mars Volta,,0.0,0.0
Eagle Song,The Staves,,0.0,0.0
Early Roman Kings,Bob Dylan,,0.0,0.0
Easy Money,Bruce Springsteen,,0.0,0.0
Edge of Destruction,Machine Gun Kelly,,0.0,0.0
Edge of Evolution,Alanis Morissette,,0.0,0.0
Ego Music,Pet Shop Boys,,0.0,0.0
Eight Of Swords,Huntress,,0.0,0.0
El Cerrito Place,Kenny Chesney,Kenny Chesney,1.0,0.0
Electric Candyman,Flying Lotus,,0.0,0.0
Electric Sky,Milla Jovovich,,0.0,0.0
Elephant,Alexandra Burke,,0.0,0.0
Elephant,Tame Impala,,0.0,0.0
Embers,Owl City,,0.0,0.0
Emily,Mika,,0.0,0.0
Emmylou,First Aid Kit,,0.0,0.0
Empathy,Alanis Morissette,,0.0,0.0
End of the Line,Sleigh Bells,,0.0,0.0
End Of Time,Lacuna Coil,,0.0,0.0
Endless Summer,Aaron Lewis,,0.0,0.0
Enemies,Shinedown,Shinedown,0.0,0.0
Enemy,Nelly Furtado,,0.0,0.0
Enemy,The Weeknd,,0.0,0.0
Enough of No Love,Keyshia Cole,,0.0,0.0
Enough Said,Aaliyah,,0.0,0.0
Eternity,Paul van Dyk,,0.0,0.0
Euphoria,Loreen,,0.0,0.0
Euphoria,Usher,,0.0,0.0
Even If,Kutless,,0.0,0.0
Ever Enough,A Rocket to the Moon,,0.0,0.0
Every Inch Of You,The Darkness,,0.0,0.0
Every Night I Say A Prayer,Little Boots,,0.0,0.0
Every Single Night,Fiona Apple,,0.0,0.0
Every Storm (Runs Out of Rain),Gary Allan,,0.0,0.0
Everybody Have A Good Time,The Darkness,,0.0,0.0
Everyday Birthday,Swizz Beatz,,0.0,0.0
Everyone Will Die,Motion City Soundtrack,,0.0,0.0
Everything But You,Kip Moore,,0.0,0.0
Everything Has Changed,Taylor Swift,Taylor Swift Featuring Ed Sheeran,1.0,1.0
Everything Is Embarrassing,Sky Ferreira,,0.0,0.0
Everything Is Sound (La La La),Jason Mraz,,0.0,0.0
Everything That I Got,Kristine W,,0.0,0.0
Everything Wrong,Martha Wainwright,,0.0,0.0
Exorcismic Breeding Knife,Of Montreal,,0.0,0.0
Explode,Cover Drive,,0.0,0.0
Explorers,Muse,,0.0,0.0
Explosions,Ellie Goulding,Ellie Goulding,1.0,0.0
Express Yourself,Labrinth,,0.0,0.0
Eye on It,tobyMac,,0.0,0.0
Eyeoneye,Andrew Bird,,0.0,0.0
Eyes Open,Taylor Swift,Taylor Swift,1.0,0.0
Eyez,P.O.D.,,0.0,0.0
F--k Time,Green Day,,0.0,0.0
Facemelt,Rita Ora,,0.0,0.0
Fade Into You,Sam Palladio and Clare Bowen,,0.0,0.0
Faded,Tyga,Tyga Featuring Lil Wayne,1.0,1.0
Fading Listening,Shiny Toy Guns,,0.0,0.0
Failbait,Deadmau5,,0.0,0.0
Failure,Sixpence None the Richer,,0.0,0.0
Faith When I Fall,Kip Moore,,0.0,0.0
Faithful,Hawk Nelson,Hawk Nelson,0.0,0.0
Fall,Justin Bieber,Justin Bieber,0.0,0.0
Fall From the Grace Of Love,Don Felder,,0.0,0.0
Fall In Love,Rita Ora,,0.0,0.0
Fall of '82,The Shins,,0.0,0.0
Fallen World,DragonForce,,0.0,0.0
Falling Free,Madonna,,0.0,0.0
Family,Joe Walsh,,0.0,0.0
Family,tobyMac,,0.0,0.0
Fanatic,Heart,,0.0,0.0
Far and Away,Slash,,0.0,0.0
Fatal Shore,Andrew Bird,,0.0,0.0
Father Time,Animal Collective,,0.0,0.0
Fatty Boom Boom,Die Antwoord,,0.0,0.0
Feather On The Clyde,Passenger,,0.0,0.0
Feel Again,OneRepublic,OneRepublic,1.0,0.0
Feel Alive,Fergie,,0.0,0.0
Feel Like a Rock Star,Kenny Chesney,,0.0,0.0
Feel That Again,Jason Aldean,,0.0,0.0
Feel The Love,Rudimental,,0.0,0.0
Feel This Moment,Pitbull,Pitbull Featuring Christina Aguilera,1.0,1.0
Feel to Follow,The Maccabees,,0.0,0.0
Feelin' Single,R. Kelly,,0.0,0.0
Feels Good At First,Train,,0.0,0.0
Feels So Real,Edens Edge,,0.0,0.0
Felt,Garbage,,0.0,0.0
Females Welcomed,Trinidad James,,0.0,0.0
Fiction,The xx,,0.0,0.0
Figure 8,Ellie Goulding,,0.0,0.0
Figure It Out,Serj Tankian,,0.0,0.0
Filth Friends Unite,I See Stars,,0.0,0.0
Finally Found You,Enrique Iglesias,Enrique Iglesias Featuring Sammy Adams,1.0,1.0
Find Me a Baby,Josh Turner,,0.0,0.0
Find Our Way,Our Lady Peace,,0.0,0.0
Fingers Never Bleed,Yeasayer,,0.0,0.0
Fire,Raghav,,0.0,0.0
Fire,Jake Bugg,,0.0,0.0
Fire Burns,Nicki Minaj,,0.0,0.0
Fire From the Sky,Shadows Fall,,0.0,0.0
Fire in the Henhouse,Our Lady Peace,,0.0,0.0
Fire Over Water,DJ Fresh,,0.0,0.0
Fire We Make,Alicia Keys,,0.0,0.0
Fireflies,Leona Lewis,,0.0,0.0
Firewood,Regina Spektor,,0.0,0.0
First Kiss,A Rocket to the Moon,,0.0,0.0
First Steps,Elbow,,0.0,0.0
Fish Weren't Bitin',Craig Morgan,,0.0,0.0
Fitzpleasure,Alt-J,,0.0,0.0
Fjögur píanó,Sigur Rós,,0.0,0.0
Flaws,Bastille,,0.0,0.0
Flesh And Bone,The Killers,,0.0,0.0
Flower,Kylie Minogue,,0.0,0.0
Flutes,Hot Chip,,0.0,0.0
Fly on the Wall,Thousand Foot Krutch,,0.0,0.0
Folk Hero Shtick,Yeasayer,,0.0,0.0
Follow Me,Muse,,0.0,0.0
For A Fool,The Shins,,0.0,0.0
For All,Far East Movement,,0.0,0.0
For Baltimore,All Time Low,,0.0,0.0
For My Sake,Shinedown,,0.0,0.0
For The Animals,The Cult,,0.0,0.0
For the Love of God,Josh Turner,,0.0,0.0
For the Record,Kathleen Edwards,,0.0,0.0
For The Rest Of My Life,Third Day,,0.0,0.0
For You,Keith Urban,Keith Urban,1.0,0.0
Forever,Aaron Lewis,Aaron Lewis,0.0,0.0
Forever,Haim,Haim,0.0,0.0
Forever Changed,Carrie Underwood,,0.0,0.0
Forever I've Known,The Maccabees,,0.0,0.0
Forget,Lianne La Havas,,0.0,0.0
Forgiveness,Matthew West,,0.0,0.0
Forgiveness,tobyMac,,0.0,0.0
Forrest Gump,Frank Ocean,,0.0,0.0
Fraction of a Man,Jerrod Niemann,,0.0,0.0
Frank D Fixer,Jason Mraz,,0.0,0.0
Freak,Kiss,,0.0,0.0
Freak Like Me,Santigold,,0.0,0.0
Freakshow,Hinder,,0.0,0.0
Free,Haley Reinhart,,0.0,0.0
Free Drunk,Howler,,0.0,0.0
Free The House,Halfnoise,,0.0,0.0
Freedom,Nicki Minaj,,0.0,0.0
Freedom at 21,Jack White,,0.0,0.0
Freedom Fighter,Aerosmith,,0.0,0.0
Friends We Won't Forget,Lee Brice,,0.0,0.0
Front Porch Thing,Little Big Town,,0.0,0.0
Fu--in' Problems,A$AP Rocky,,0.0,0.0
Fuji-san,Patti Smith,,0.0,0.0
Fumble,Trey Songz,,0.0,0.0
Funk 50,Joe Walsh,,0.0,0.0
Future This,The Big Pink,,0.0,0.0
G Season,T.I.,,0.0,0.0
"Gandhi Mate, Gandhi",Enter Shikari,,0.0,0.0
Gang Bang,Madonna,,0.0,0.0
Gangnam Style,Psy,Psy,0.0,0.0
Gas Pedal,Sage The Gemini,Sage The Gemini Featuring IamSu!,1.0,1.0
Gaucho,Dave Matthews Band,,0.0,0.0
Get Got,Toby Keith,,0.0,0.0
Get It Over With,Rihanna,,0.0,0.0
Get It Started,Pitbull,,0.0,0.0
Get Lost,The Gossip,,0.0,0.0
Get Low,Waka Flocka Flame,Waka Flocka Flame,0.0,0.0
Get Out My Head,Redlight,,0.0,0.0
Get Up (A Cowboys Anthem),Kelly Clarkson,,0.0,0.0
Get Your Shine On,Florida Georgia Line,Florida Georgia Line,1.0,0.0
Ghetto Baby,Cheryl Cole,,0.0,0.0
Ghetto Dreams,2 Chainz,,0.0,0.0
Ghost Town,The Vaccines,The Vaccines,0.0,0.0
Ghosts That We Knew,Mumford & Sons,,0.0,0.0
Giants,The Stranglers,,0.0,0.0
Gift of Acceptance,India.Arie,,0.0,0.0
Gimme Money,Ester Dean,,0.0,0.0
Gimme Twice,The Royal Concept,,0.0,0.0
Girl Gone Wild,Madonna,,0.0,0.0
Girl In The Mirror,Cheryl Cole,,0.0,0.0
Girl On Fire,Alicia Keys,Alicia Keys Featuring Nicki Minaj,1.0,1.0
Girls In Black,Don Felder,,0.0,0.0
Give It All We Got Tonight,George Strait,George Strait,1.0,0.0
Give it Up,The Big Pink,,0.0,0.0
Give Me a Reason,Three Days Grace,,0.0,0.0
Give Me All Your Luvin',Madonna,Madonna Featuring Nicki Minaj & M.I.A.,1.0,1.0
Give Me Life,JLS,,0.0,0.0
Give Me Love,The Used,,0.0,0.0
Give Out,Sharon Van Etten,,0.0,0.0
Given To The Wild (Intro),The Maccabees,,0.0,0.0
Glass Of The Microscope,Yeasayer,,0.0,0.0
Glassheart,Leona Lewis,,0.0,0.0
Glissandra,Smashing Pumpkins,,0.0,0.0
Glitters Like Gold,The Cribs,,0.0,0.0
Glory,Jay-Z,Jay-Z,0.0,0.0
Gluttony,Buckcherry,,0.0,0.0
Go Hard (La.La.La),Kreayshawn,,0.0,0.0
Go On…Miss Me,Gloriana,,0.0,0.0
Go Right Ahead,The Hives,,0.0,0.0
God Forsaken,Demon Hunter,,0.0,0.0
God From the Machine,Santigold,,0.0,0.0
God Help This Divorce,Miike Snow,,0.0,0.0
God Save Rock n Roll,Kid Rock,,0.0,0.0
God Wants Us to Wait,Magnetic Fields,,0.0,0.0
God With Us,Jeremy Camp,,0.0,0.0
"God, Drugs & Sex",Anberlin,,0.0,0.0
Gods and Monsters,Lana Del Rey,,0.0,0.0
Goin' In,Jennifer Lopez,,0.0,0.0
Goin' to the Party,Alabama Shakes,,0.0,0.0
Going Down To Monte Carlo,Van Morrison,,0.0,0.0
Going Home,Leonard Cohen,,0.0,0.0
Going Nowhere,Little Mix,,0.0,0.0
Gold,Owl City,Owl City,0.0,0.0
Gold Rush,Gloriana,,0.0,0.0
Gold Trans Am,Kesha,,0.0,0.0
Golden Rule,Lukas Nelson and Promise of the Real,,0.0,0.0
Goldie,A$AP Rocky,,0.0,0.0
Goldrushed,The Royal Concept,,0.0,0.0
Gone,My Darkest Days,My Darkest Days,0.0,0.0
Gone Sovereign,Stone Sour,,0.0,0.0
"Gone, Gone, Gone",Phillip Phillips,Phillip Phillips,1.0,0.0
Gonzo,The All-American Rejects,,0.0,0.0
Good Girl,Carrie Underwood,Carrie Underwood,1.0,0.0
Good in Goodbye,Carrie Underwood,,0.0,0.0
Good Intentions,Dappy,,0.0,0.0
Good Kid,Kendrick Lamar,,0.0,0.0
Good Morning,Norah Jones,,0.0,0.0
Good Morning To the Night,Elton John vs Pnau,,0.0,0.0
Good Ol' Days,The Script,,0.0,0.0
Good Time,Owl City,Owl City & Carly Rae Jepsen,1.0,1.0
Goodbye In Her Eyes,Zac Brown Band,Zac Brown Band,1.0,0.0
Goodbyes,3 Doors Down,3 Doors Down,0.0,0.0
"Goodnight, Fair Lady",Coheed and Cambria,,0.0,0.0
Gorilla,Bruno Mars,Bruno Mars,1.0,0.0
Gospel,Robbie Williams,,0.0,0.0
Gossip,Big Boi,,0.0,0.0
Got Everything,Wiz Khalifa,,0.0,0.0
Got Me Good,Ciara,,0.0,0.0
Gotham's Reckoning,Hans Zimmer,,0.0,0.0
Grandaddy's Gun,Aaron Lewis,,0.0,0.0
Gravity,Lecrae,,0.0,0.0
Gravity,No Doubt,,0.0,0.0
Green,Paul Weller,,0.0,0.0
Grew up at Midnight,The Maccabees,,0.0,0.0
Greyhound,Swedish House Mafia,,0.0,0.0
Guap,Big Sean,Big Sean,1.0,0.0
Guardian,Alanis Morissette,,0.0,0.0
Guggenheim,The Ting Tings,,0.0,0.0
Gumby,Aimee Mann,,0.0,0.0
Gun Has No Trigger,Dirty Projectors,,0.0,0.0
Gun Shot,Nicki Minaj,,0.0,0.0
Guns and Roses,T.I.,,0.0,0.0
Hail Mary,Trey Songz,,0.0,0.0
Halcyon,Ellie Goulding,,0.0,0.0
Half Of Me,Rihanna,,0.0,0.0
Half Of The World,Paul Buchanan,,0.0,0.0
Hall Of Fame,The Script,The Script Featuring will.i.am,1.0,1.0
Halo,Slash,,0.0,0.0
Halo Effect,Rush,,0.0,0.0
Hand On Heart,Olly Murs,,0.0,0.0
Hands and Faces,The Used,,0.0,0.0
Handshake,Two Door Cinema Club,,0.0,0.0
Handsome Devils Club,Pure Love,,0.0,0.0
Handwritten,The Gaslight Anthem,,0.0,0.0
Hang Loose,Alabama Shakes,,0.0,0.0
Hanging On,Ellie Goulding,,0.0,0.0
Happiness,Three Days Grace,,0.0,0.0
Happy Anniversary,Motion City Soundtrack,,0.0,0.0
Happy Christmas,Colbie Caillat,,0.0,0.0
Happy Karma Christmas,Sufjan Stevens,,0.0,0.0
Happy New Year,Kid Rock,,0.0,0.0
Happy Pills,Norah Jones,,0.0,0.0
Harakiri,Serj Tankian,,0.0,0.0
Hard & Fast,Slash,,0.0,0.0
Hard to Love,Lee Brice,,0.0,0.0
Hard Way Home,Brandi Carlile,,0.0,0.0
Harlem Shake,Baauer,Baauer,1.0,0.0
Harry Is Our Man - Redknapp For England!,Kunt and the Gang,,0.0,0.0
Hatin' Joint,ScHoolboy Q,,0.0,0.0
Haven't Had A Drink All Day,Toby Keith,,0.0,0.0
Haven't Seen The Last Of You,Toby Keith,,0.0,0.0
Havoc,Alanis Morissette,,0.0,0.0
"He Ain't Heavy, He's My Brother",The Justice Collective,,0.0,0.0
Head to Toe,Olly Murs,,0.0,0.0
Headlights,Morning Parade,Morning Parade,0.0,0.0
Headlong Flight,Rush,,0.0,0.0
Headphones,Little Boots,,0.0,0.0
Heart Attack,Trey Songz,Trey Songz,1.0,0.0
Heart Of A Girl,The Killers,,0.0,0.0
Heart on Loan,Lostprophets,,0.0,0.0
Heartbeat Slowing Down,The All-American Rejects,,0.0,0.0
Heartbreaker,Alabama Shakes,,0.0,0.0
Heatwave,Wiley,,0.0,0.0
Heavy Love,Serena Ryder,,0.0,0.0
Heavy Prey,Lacey Sturm,,0.0,0.0
Hell Above,Pierce the Veil,,0.0,0.0
Hell Or Hallelujah,Kiss,,0.0,0.0
Hello,Karmin,Karmin,1.0,0.0
"Hello Tyrannosaurus, Meet Tyrannicide",Enter Shikari,,0.0,0.0
"Hello, My Name Is",Matthew West,,0.0,0.0
Help,The Ting Tings,,0.0,0.0
Help Me,Tinchy Stryder,,0.0,0.0
Henrietta,Yeasayer,,0.0,0.0
Her Life's a Song,Alan Jackson,,0.0,0.0
Here 2 China,Calvin Harris,,0.0,0.0
Here Comes My Man,The Gaslight Anthem,,0.0,0.0
Here Comes The Weekend,Pink,,0.0,0.0
Here I Am Alive,Yellowcard,,0.0,0.0
Here We Are,The Fray,,0.0,0.0
Here With Me,The Killers,The Killers,0.0,0.0
Here's to the Good Times,Florida Georgia Line,,0.0,0.0
Here's To Us,Halestorm,,0.0,0.0
Heroes,Mika,,0.0,0.0
Hey Pretty Girl,Kip Moore,Kip Moore,1.0,0.0
Hey You Beautiful,Olly Murs,,0.0,0.0
"Hey, Shooter",Rocket Juice And The Moon,,0.0,0.0
Hi-Roller Baby,Joe Walsh,,0.0,0.0
High Life,Nelly Furtado,,0.0,0.0
High School,Nicki Minaj,Nicki Minaj Featuring Lil Wayne,1.0,1.0
Higher,Pusha T,Pusha T,0.0,0.0
Hillbilly Heart (Keeping It Country),Billy Ray Cyrus,,0.0,0.0
Hip (Eponymous) Poor Boy,Jack White,,0.0,0.0
Hips And Lips,Maxïmo Park,,0.0,0.0
His Promised Land,Rhonda Vincent,,0.0,0.0
Hit Me Like A Bomb,Third Day,,0.0,0.0
Hit the Ground (Superman),The Big Pink,,0.0,0.0
Ho Hey,The Lumineers,The Lumineers,1.0,0.0
Hold a Woman,Bucky Covington,,0.0,0.0
Hold Me Back,Rick Ross,,0.0,0.0
Hold On,Alabama Shakes,Alabama Shakes,1.0,0.0
Hold On,Sad Robot,Sad Robot,1.0,0.0
Hold On for Dear Love,Bridgit Mendler,,0.0,0.0
Hold on Till May,Pierce the Veil,,0.0,0.0
Holes,Passenger,,0.0,0.0
Holland Road,Mumford & Sons,,0.0,0.0
Holy Ground,Taylor Swift,,0.0,0.0
Home,Phillip Phillips,Phillip Phillips,1.0,0.0
Home Again,Michael Kiwanuka,,0.0,0.0
Home Run,Misha B,,0.0,0.0
Home To Me,Sarah Darling,,0.0,0.0
Homegrown,Lynyrd Skynyrd,Lynyrd Skynyrd,0.0,0.0
Homewrecker,Marina,,0.0,0.0
Honey,Swim Deep,,0.0,0.0
Honor is Ours,Swamp Daddy's,,0.0,0.0
Hooray For Hollywood,Neon Trees,,0.0,0.0
Hope,Emeli Sandé,Emeli Sandé,0.0,0.0
Hope On The Rocks,Toby Keith,,0.0,0.0
Hopeless Wanderer,Mumford & Sons,,0.0,0.0
Hospital,Counting Crows,,0.0,0.0
Hospitals For Sinners,The Wallflowers,,0.0,0.0
Hot Knife,Fiona Apple,,0.0,0.0
Hot Right Now,DJ Fresh,,0.0,0.0
Hot Thing,Usher,,0.0,0.0
Hottest Girl In The World,JLS,,0.0,0.0
Hours,Tim Burgess,,0.0,0.0
HOV Lane,Nicki Minaj,,0.0,0.0
How,Regina Spektor,,0.0,0.0
How Come You're Not Here,Pink,,0.0,0.0
How Country Feels,Randy Houser,Randy Houser,1.0,0.0
How Deep Is Your Love,Sean Paul,Sean Paul,0.0,0.0
How Do I Know,Here We Go Magic,,0.0,0.0
How Do You Do,Hot Chip,,0.0,0.0
How I Feel,Chris Brown,Chris Brown,0.0,0.0
How Many Drinks?,Miguel,Miguel,1.0,0.0
How Not To Be Surprised When You're a Ghost,Charlotte Church,,0.0,0.0
How They Want Me to Be,Best Coast,,0.0,0.0
How To Be A Heartbreaker,Marina,,0.0,0.0
How We Do (Party),Rita Ora,Rita Ora,1.0,0.0
How Ya Doin'?,Little Mix,,0.0,0.0
Howl,Beware of Darkness,,0.0,0.0
Huh? (Intro),Spiritualized,,0.0,0.0
Human Spirit,Amy MacDonald,,0.0,0.0
Hunting For You,Robbie Williams,,0.0,0.0
Hurricane,Bridgit Mendler,Bridgit Mendler,0.0,0.0
Hurt Somebody,Akon,,0.0,0.0
Hurting As One,The Offspring,,0.0,0.0
Hush,Calexico,,0.0,0.0
Hypocrates,Marina,,0.0,0.0
Hypocritical Kiss,Jack White,,0.0,0.0
I Ain't the Same,Alabama Shakes,,0.0,0.0
I Ain't Your Mama,Maggie Rose,,0.0,0.0
I Almost Do,Taylor Swift,,0.0,0.0
I Always Knew,The Vaccines,,0.0,0.0
I Am,P.O.D.,,0.0,0.0
I Am Free,The Dandy Warhols,,0.0,0.0
I Am That,MC Yogi,,0.0,0.0
I Am The Narrator,Plan B,,0.0,0.0
I Am Your Leader,Nicki Minaj,,0.0,0.0
I Been That Girl,Melanie Fiona,,0.0,0.0
I Believe In You,Don Felder,,0.0,0.0
I Believed in God,Danko Jones,,0.0,0.0
I Can Barely Say,The Fray,,0.0,0.0
I Care for U,Usher,,0.0,0.0
I Come Alive,The Used,,0.0,0.0
I Could Be The One,Avicii vs Nicky Romero,,0.0,0.0
I Cry,Flo Rida,Flo Rida,1.0,0.0
I Didn't Drink,Craig Morgan,,0.0,0.0
I Don't Do Lonely Well,Jason Aldean,,0.0,0.0
I Don't Give A,Madonna,,0.0,0.0
I Don't Like You,Eva Simons,,0.0,0.0
I Don't Really Care,Waka Flocka Flame,,0.0,0.0
"I Don't Wanna Lose, Lose, You",ZZ Top,,0.0,0.0
I Drive Your Truck,Lee Brice,Lee Brice,1.0,0.0
I Feel It in My Bones,The Killers,,0.0,0.0
I For You,The All-American Rejects,,0.0,0.0
I Found You,Alabama Shakes,,0.0,0.0
I Found You,The Wanted,,0.0,0.0
I Fu--ed Up,Madonna,,0.0,0.0
I Get Wicked,Thousand Foot Krutch,,0.0,0.0
I Got Gold,Willy Mason,,0.0,0.0
I Got This,Big K.R.I.T.,,0.0,0.0
I Gotsta Get Paid,ZZ Top,,0.0,0.0
I Guess I Should Go To Sleep,Jack White,,0.0,0.0
I Had A Baby,Sinéad O'Connor,,0.0,0.0
I Hate,Passenger,,0.0,0.0
I Hate It When You See Me Cry,Halestorm,,0.0,0.0
I Hate Love,Garbage,,0.0,0.0
I Have Been Around The World,Dar Williams,,0.0,0.0
I Heart You,Toni Braxton,,0.0,0.0
I Hope It Rains,Jana Kramer,,0.0,0.0
I Knew You Were Trouble,Taylor Swift,,0.0,0.0
I Know You Care,Ellie Goulding,,0.0,0.0
I Like Girls That Drink Beer,Toby Keith,,0.0,0.0
I Love Football,Cee Lo Green,,0.0,0.0
I Love It,Icona Pop,Icona Pop Featuring Charli XCX,1.0,1.0
I Luv Dem Strippers,2 Chainz,,0.0,0.0
I Need A Miracle,Third Day,,0.0,0.0
I Need to Know,Diggy,,0.0,0.0
I Need Your Love,Calvin Harris,Calvin Harris Featuring Ellie Goulding,1.0,1.0
I Really Miss You,BeBe Winans,,0.0,0.0
I Should Have Helped,The Cribs,,0.0,0.0
I Think of You,Easton Corbin,,0.0,0.0
I Think You Might Like It,John Travolta and Olivia Newton-John,,0.0,0.0
I To You,Leona Lewis,,0.0,0.0
I Told You So,Karmin,,0.0,0.0
I Wanna Secret Family (With You),The Offspring,,0.0,0.0
I Want To Break Your Mended Heart,Josh Doyle,,0.0,0.0
I Was a Fool,Tegan and Sara,,0.0,0.0
I Was There,Josh Turner,,0.0,0.0
I Will Fall,Sam Palladio and Clare Bowen,,0.0,0.0
I Will Wait,Mumford & Sons,Mumford & Sons,1.0,0.0
I Wish I Was A Girl,The Vaccines,,0.0,0.0
I Wish You Would,DJ Khaled,,0.0,0.0
I Won't Give Up,Jason Mraz,Jason Mraz,1.0,0.0
I Won't Lie,Michael Kiwanuka,,0.0,0.0
I Would,One Direction,,0.0,0.0
I'll Be Alright,Passion Pit,,0.0,0.0
I'll Be Gone,Linkin Park,,0.0,0.0
I'll Be Your Doctor,Joe Cocker,,0.0,0.0
I'll Count the Days,Rebecca Ferguson,,0.0,0.0
I'll Drink to That,Outasight,,0.0,0.0
I'll Follow You,Shinedown,,0.0,0.0
I'll Get Along,Michael Kiwanuka,,0.0,0.0
I'm a Sinner,Madonna,,0.0,0.0
I'm a Small Town,Kenny Chesney,,0.0,0.0
I'm Addicted,Madonna,,0.0,0.0
