name,artists,id,release_date,hit
Hum For Your Buzz,The Kills,1XtuKgH21Off09mbBPVUc0,2016-06-03,0.0
Human,Rag'n'Bone Man,3erAiWBiKsbVG39cqCrsI0,2016-07-21,1.0
Human Performance,Parquet Courts,6gCdeGEhXZbAracd6B977r,2016-04-08,0.0
Hungry Ham (feat. Skrillex & Crystal Caines),"A$AP Ferg, Skrillex, Crystal Caines",4ds6wUlS7zekdWwVD2Ttcn,2016-06-22,0.0
Hurtin,Loverboy,4c6U1kxhPPEyIaSQxBewWj,2016-05-12,0.0
Hurtin' (On the Bottle),Margo Price,161ih87Mf1Jsx6E6WgVPDu,2016-03-25,0.0
Hurts,Emeli Sandé,6jRb6vNUr9jVAR426U2ldU,2016-11-11,0.0
Hype,Drake,5NFYuqu8V6QXc6mzcLImd6,2016-05-06,1.0
I Am the Enemy,Sepultura,3V7WIBmAFOpu2QIrkYoUeP,2017-01-13,0.0
I Broke Up in Amarante,Los Campesinos!,3Bb02BHXz9dheEwAUg1Em4,2016-11-10,0.0
I Can't Be Mad,Nathan Sykes,4l0kJ7NayEg0qWJrj5lOGE,2016-11-04,0.0
I Can't Give Everything Away,David Bowie,42bQZnfDGmejgB5elWY3QA,2016-01-08,0.0
I Can't Stand You Anymore,Sleigh Bells,5KSI3kzHfvUVMkU7fzLTpf,2016-11-11,0.0
I Can't Stop Thinking About You,Sting,5l3rba7tS1bnpd0EOylrSy,2016-11-11,0.0
I Could Use a Love Song,Maren Morris,09iyGiljLWRYXdRazFkdtJ,2017-03-17,1.0
I Do,Bat For Lashes,3PJzs72EYHcEzGTZ5F3hn5,2016-07-01,0.0
I Don't Know How to Reach You,The London Suede,4XaPp4zyRs4crRfYskiA7r,2016-01-22,0.0
I Don't Know My Name,Grace VanderWaal,4G9addS7Yq5ihZBQLXG2Mj,2016-11-18,0.0
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",3NdDpSvN911VPGivFlV5d0,2016-12-09,0.0
I Exhale,Underworld,0xNpOEFrmgaMeMESVdnG9Z,2016-03-19,0.0
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,1.0
I Feel It Coming,"The Weeknd, Daft Punk",3dhjNA0jGA8vHBQ1VdD6vV,2016-11-25,1.0
I Forgive It All,Mudcrutch,0GymDeMvuzY0GxLYcjsunB,2016-05-20,0.0
I Get It Now,"Tech N9ne, Krizz Kaliko",3N6x72douyc6VlCYmVZJpW,2016-12-09,0.0
I Got the Keys (feat. Jay-Z & Future),"DJ Khaled, JAY-Z, Future",51Nwg5wCDDiqcTntgJUlLo,2016-07-04,1.0
I Got You,Bebe Rexha,2jB9QaPJyVdz2Q0Va8rrnU,2018-06-22,1.0
I Hate Myself,Pretenders,5yHbGQsBd85nuqaJofhvDm,2016-10-21,0.0
"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",7vRriwrloYVaoAe3a9wJHe,2016-03-25,1.0
I Have This Hope,Tenth Avenue North,5ELZpvTDGorz9BIE9zaBoZ,2016-10-14,0.0
I Know,Shovels & Rope,0HeNDXMTdBDS9eWQkhENJ2,2016-06-21,0.0
I Know All About It,Lucinda Williams,3TJvwVv46JZMGn7U8XgfPr,2016-02-05,0.0
I Lie Awake Every Night,James Vincent McMorrow,3zAAe9QNtZPsXnHXNQRBRm,2016-09-02,0.0
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,3OF76yx8CGiDwzSCT3BeDv,2016-02-26,0.0
I Love Me,"Meghan Trainor, LunchMoney Lewis",1wIDxpXCRnHmQJOvSsVIP1,2017-05-12,0.0
I Love the USA,Weezer,7vWc8y9RLq4QDHVH3arbmy,2016-10-07,0.0
I Love You (feat. Chris Brown & Ty Dolla $ign),"A$AP Ferg, Chris Brown, Ty Dolla $ign",04e7R4lIAKPthXtQ2dsZjW,2016-06-22,0.0
I Make My Own Sunshine,Steven Tyler,7o8td6GLrNECJ8ncm9RJMK,2016-07-15,0.0
I Met a Girl,William Michael Morgan,4WtkYdCG4n80h08Ep5SmDI,2016-09-30,1.0
I Met Merle Haggard Today,Mo Pitney,2O27aBOocQQM2h1PyS3hGh,2016-10-07,0.0
I Need A Forest Fire,"James Blake, Bon Iver",0TLAptKgYxe7F0KewWH6X6,2016-05-05,0.0
I Need Something New,Savages,2IXwiGASG2hHvnAwypBuRF,2016-01-22,0.0
I Remember,AlunaGeorge,3n9tDQgttAL7txp1wDH2Ja,2016-09-16,0.0
I See a Victory,"Kim Burrell, Pharrell Williams",5RLog4frzCwJbAFniOuEem,2016-10-28,0.0
I Wanna Be,"Katy B, Chris Lorenzo",1JESk0EWqy5rgvienwJH7c,2016-04-22,0.0
I Wanna Love Like That Again,Ronnie Dunn,6W0aH0izPxh1uz2Byfx1zU,2016-11-11,0.0
I Want A Love,Lonestar,3CmIouNnx8YJNkuXij6scc,2016-04-29,0.0
I Want You,Marian Hill,5m77d1ztVTdZN9FevK9TE1,2016-06-20,0.0
I Went Too Far - MK Remix / Radio Version,"AURORA, MK",7fVMOMzlZefV971fPVzphD,2016-07-22,0.0
I Will Be There,Eric Clapton,1e3zxArcqxXXJrbA3rHyqH,2016-05-20,0.0
I Will Love Again,Bat For Lashes,7ycZyTgLYjYVhVVEiVuCep,2016-07-01,0.0
I Wish You Were Here,"Charles Kelley, Miranda Lambert",2KBA5YhBtkBlnnlYKrHwgy,2016-02-05,0.0
I Won't Let You Down,Meghan Trainor,32jNxnHEdW0R152i2MFLIC,2017-05-12,0.0
I Won't Let You Go,"David Nail, Vince Gill",4DV1hJpmfWAMI5GSeO73cS,2016-07-15,0.0
I Would Like - R3hab Remix,"Zara Larsson, R3HAB",6gXTlkZQjtNo5j3Kp86H4G,2016-12-23,0.0
I'll Be Home Soon,Craig Morgan,0Y9pG0RPPsiKIJ4TYYufLB,2016-06-03,0.0
I'll Be The Moon,"Dierks Bentley, Maren Morris",0kIlh2nOwIxx4SgoDrRWDG,2016-06-10,0.0
I'll Do Happiness,Joe Perry,1MAtajbUK7QNlvMIlDAxMz,2018-01-19,0.0
I'll Never Love,Michael Kiwanuka,6GVSdu24y9O1NA6DME7CkV,2016-07-15,0.0
I'll Take On The World With You,Tucker Beathard,7l07NEM5GxDUKSD7D0qyKC,2016-10-07,0.0
I'm a Warrior,Shelley Morningsong,4VA9tLqZLmQ3HBxO5I992Z,2010-11-10,0.0
I'm Amazing,Peter Gabriel,06MYNzTrpgYs8fixKuHVyj,2016-06-17,0.0
I'm Drinking Through It,Jack Ingram,5NbBEzfLZc6anPJYlxNpG1,2017-11-10,0.0
Gonna Make It,Banks & Steelz,2OKPMR6WHwL8FbStMckvuY,2016-08-26,0.0
I'm In Control,"AlunaGeorge, Popcaan",6SLTPbDxDYR0uSMTT7gSb7,2016-09-16,0.0
I'm Sixteen,Dolly Parton,5atOeZhZXNH8i8goz0BbRC,2016-08-19,0.0
I've Got a Gun,Candlebox,3LALbr2AOqg1QVswMLwfol,2016-04-22,0.0
I.O.U.,"Wretch 32, Emeli Sandé",7mwAnLWfOXLMVNlrHQyGKf,2016-09-02,0.0
Identikit,Radiohead,135WMJorhiGvPe50XF54D9,2016-05-08,0.0
If He Ain't Gonna Love You,Jake Owen,01d1xDpVNB2xQKlEA2ZTps,2016-07-29,0.0
If I Believe You,The 1975,2J3ajGI1sVj9wnqThJHwPS,2016-02-26,0.0
If I Lost You,Garbage,5Mb8v8nr9bBYgMKRSg6G33,2016-06-03,0.0
If I Told You,Darius Rucker,4Az17HfqonKSWNsaLgTBeK,2017-10-20,1.0
If I Was A Folkstar,The Avalanches,27Es1J9GNKf0pZLy3sdzjl,2016-07-08,0.0
If It Ain't Love,K. Michelle,13JNBBhATtY4Naa7LeslpI,2016-03-25,0.0
If My Love Could Kill,Lucinda Williams,5xY80JzSJVk9Lp0oEmQ9Kj,2016-02-05,0.0
If the Boot Fits,Granger Smith,1LZNdHSaGjV2S9q8BrZwnh,2016-03-04,0.0
If There's a Heaven,Lucinda Williams,26uWQ5wlSVz84edGxEm33b,2016-02-05,0.0
If We Keep Doing Nothing,Kris Allen,32UaD6KYsZPrHboHnSVkXY,2016-03-18,0.0
If You Leave Me Now,Foxes,5bLgPkbqC97jVe6rJlpzLJ,2016-02-05,0.0
If You're a Star,Amy Lee,0wjo27PDpUdGLu8qOZu7YU,2016-09-30,0.0
Illusion Of Bliss,Alicia Keys,76SpS6xEs4BHaKoNpnDPZJ,2016-11-04,0.0
Immigrants (We Get The Job Done),"K'NAAN, Snow Tha Product, Riz Ahmed, Residente",2HCQfx7Dv4yHlrSyvMwksF,2016-11-11,0.0
Immortal,J. Cole,6AGON2BGdPmPMJGiiNuuwl,2016-12-09,1.0
Impossible Tracks,The Kills,7GZvjJkHoTSiP51zNqVnMP,2016-06-03,0.0
In A Drawer,Band of Horses,6DVX4qug0tCQkdlcRT7nUf,2016-06-10,0.0
In A Parade,Paul Simon,2Tasm40gQ8G42dfdgZIxwZ,2016-06-03,0.0
In Case You Don't Remember,Jason Aldean,67cCjGaohpAmFVV42XQUrS,2016-09-09,0.0
In Cold Blood,Otep,1b81g7vQhw7J5DmxmzZMnH,2016-04-15,0.0
In Common,Alicia Keys,0rcDFdi19NtKf9NbHxr0k9,2016-05-04,0.0
In God's House,Bat For Lashes,0VumkaTt4e8848nAly6HZu,2016-07-01,0.0
In Love With Life,"Hifi Sean, Yoko Ono",6L12Ckg1T9FfRDMZqRKPdD,2016-09-16,0.0
In My Blood,The Veronicas,0x4GHzCjY5MGQ960CHnVHz,2016-06-10,0.0
in my miNd,Maty Noyes,2s0Dn2mtvp94wUkyaB8nJc,2016-10-28,0.0
In Our Dreams,Black Stone Cherry,4hyxQCEf0t9wckpdx7CO8l,2016-04-01,0.0
In The Garden Of Edie,Paul Simon,5AZTK0FHePDjSO8qBDhaLW,2016-06-03,0.0
In The Light,The Lumineers,0Ulxa4or5zsSFIJc7rEao0,2016-04-08,0.0
In The Lobby,Iggy Pop,6Pf1cuO3MJ5LOGf9HutbmK,2016-01-22,0.0
In the Name of Love,"Martin Garrix, Bebe Rexha",23L5CiUhw2jV1OIMwthR3S,2016-07-29,1.0
In the Name of the Wee Man,Biffy Clyro,4G8ma3P8TNuEmeQCMJ2rP8,2016-01-13,0.0
Infinite Sun,Kula Shaker,6qzPoD7SHMub4Kk4ClSkVc,2016-08-26,0.0
Influence,"Tove Lo, Wiz Khalifa",6IFwG4pnVPcpwX4kXFUbsV,2016-10-28,0.0
Inner Sanctum,Pet Shop Boys,5S5Rf5egsjnIARCJVI8OWg,2016-04-01,0.0
Insane,Korn,3bVwfHr4vuJv6DGZal2Dpq,2016-10-21,0.0
Insanity,"Gregory Porter, Lalah Hathaway, Rex Rideout",2LQiq6tk9JuMuPcUUP1DVZ,2016-05-06,0.0
Insecure,RaeLynn,1Cz73d6PqsQwSxXhfLrPOk,2017-03-24,0.0
Inshallah,Sting,4ptDiJUB562z2EIr9JjxrL,2016-11-11,0.0
Inside Out,"The Chainsmokers, Charlee",7sG2bWi2eDtvX9vX8yC1Gn,2016-04-01,0.0
Insomniac’s Lullaby,Paul Simon,3wMPd8csJ2vt9I0cLWR52n,2016-06-03,0.0
Integrity Blues,Jimmy Eat World,1L7n9Ifjdks0SAU1QR3hJj,2016-10-21,0.0
Interlude: The Glory is in You,Solange,4cvepMgER4YAbkGne2kQ6G,2016-09-30,0.0
INTERMISSION: fLoWer,ZAYN,6dq1fUiJe6BiBORZtb9TxZ,2016-03-25,0.0
Intern,Angel Olsen,1IabnyjcfHmWwywryoQg2Q,2016-09-02,0.0
Into You,Ariana Grande,63y6xWR4gXz7bnUGOk8iI6,2016-05-20,1.0
Is There Anybody Out There?,Machine Head,5aeIj88MLdekYvObw5Yisk,2016-06-03,0.0
Is This the Time?,Jahméne,2UghabO0hwKjoG6I4156Iw,2016-09-23,0.0
Isombard,Declan McKenna,7tW9pGcZoNgnLKCyQX3Jva,2016-09-02,0.0
iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",2EEeOnHehOozLq4aS0n6SL,2016-12-02,1.0
It Ain't My Fault,Brothers Osborne,08wJ1B9yu9sPeoRa5fbpr3,2016-01-15,1.0
It Doesn't Make It True,Bayside,3Gca2UrFTZVnLyU6yHmtbl,2016-08-19,0.0
It Falls on Me,Killswitch Engage,2s7BoYXz06CoxFyurVTALk,2016-03-11,0.0
It Seemed the Better Way,Leonard Cohen,1wDVl8APH2RbkEVTGtoq8C,2016-10-21,0.0
"It Took Me So Long To Get Here, But Here I Am",KT Tunstall,1uyT1yMafXG47txiJS4sFe,2016-09-09,0.0
It's A Wonderful Time For Love,Norah Jones,5oPWYCHejJF8Jwj3hiaTeh,2016-10-07,0.0
It's All About Him,Alan Jackson,71sWwz0VGlUKspVOcmLq5k,2016-10-28,0.0
It's Better to Dream,Cliff Richard,1prxc3rsc8muy2DhuIxJd6,2016-11-11,0.0
it's different for girls,of Montreal,17Tg9KYEkRRmftzs6BcFYY,2016-08-12,0.0
It's Quiet Uptown,Kelly Clarkson,2w82KRjGk874HFjBkU4SPv,2016-12-02,0.0
iT's YoU,ZAYN,6dtWKqqdveI3YvdYJQKWWn,2016-03-25,0.0
It’s Your Move,Josh Kelley,3WhCjcMtGUGsdqzdv5lxfR,2016-04-22,0.0
Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,0.0
"Jam (feat. Trey Songz, Ty Dolla $ign and Jamie Foxx)","Kevin Gates, Trey Songz, Ty Dolla $ign, Jamie Foxx",2IAaBzOLUtr2hqcwOItFWJ,2016-01-29,0.0
Jealousy,Tom Odell,2tEG5sKOH0Y7KmDcxTwNb2,2016-06-10,0.0
Jermaine's Interlude (feat. J. Cole),"DJ Khaled, J. Cole",4LAp0EFUdBeVCkusdw8i77,2016-08-05,0.0
Jesus Alone,Nick Cave & The Bad Seeds,4GDQIeH1UU1nRdki0METND,2016-09-09,0.0
Jesus and Elvis,Kenny Chesney,3sdiDU9CIyic6Ts2HO2ucD,2017-04-28,0.0
Jesus and Jones,Trace Adkins,3wQjHSfCaPyPatvz9sn4w4,2017-03-31,0.0
Joanne,Lady Gaga,2kecdnlyueotEMC8rdNlf6,2016-10-21,0.0
John Wayne,Lady Gaga,3d0VZU6Mf2hdZRHA4zry8S,2016-10-21,0.0
Jokers & Fools,Lucifer's Friend,4J2GuQoDWd2rbyLrMZaW7i,2016-10-28,0.0
Joyride (Omen),Chevelle,3uJpLFPywddM2hhqgcgzfN,2016-07-08,0.0
Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",1lItf5ZXJc1by9SbPeljFd,2016-09-30,1.0
Just a Friend to You,Meghan Trainor,2f4FDuRjuV1yXfpoG49ABM,2017-05-12,0.0
Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),"Trinidad James, Mystikal, Lil Dicky",5zaIgI9HNUPIcfaeVRlxGa,2016-04-15,0.0
Just Another Day,Lady Gaga,52vpwwKa8qFP1WDIsky1xT,2016-10-21,0.0
Just Around The Corner,Martina McBride,25PFcgeR3WoFGXV7cdIm53,2016-01-01,0.0
Just Hold On,"Steve Aoki, Louis Tomlinson",3EmmCZoqpWOTY1g2GBwJoR,2016-12-10,1.0
Just Let Go,Killswitch Engage,4zHrTVYP3jXooTbN9bsqkj,2016-03-11,0.0
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,7K5dzhGda2vRTaAWYI3hrb,2016-04-15,1.0
Just Like Me,Britney Spears,2UalvsKqlhHShfzYTV2LkT,2016-08-26,0.0
Justified,A Day To Remember,1n0kky8rXeLrPx1y0cPT2o,2016-09-02,0.0
KARATE,BABYMETAL,2A4wfplwsIXUUD3UVirWDd,2016-04-01,0.0
Keep it Simple (feat. Stormzy),"Raleigh Ritchie, Stormzy",68fQfop8GGdBb84ofVAAkO,2016-02-26,0.0
Keep Me Close,The Boxer Rebellion,1uDsvOlvLq7MqUIVfmj14W,2016-04-29,0.0
Keep Singing,Rick Astley,6TdHgARbMSVuftE4Lb0dHY,2016-06-10,0.0
Keep Swingin',"Good Charlotte, Kellin Quinn",3zValIepIDF2L4WRZ3329A,2016-07-15,0.0
Keep The Family Close,Drake,7sBwAWyXfiIgrYQ8BaJESH,2016-05-06,1.0
Keep Your Eyes On Me,"Tim McGraw, Faith Hill",5HqpTLBs9TbMPlUb5MMO60,2017-01-27,0.0
Keeper of the Flame,Miranda Lambert,4Gyhy413uPALzaVg4S1DpX,2016-11-18,0.0
Key to the Streets,"YFN Lucci, Migos, Trouble",0bHDsbWkPSJ01adXfObBzJ,2016-02-17,1.0
Kicked Outta Country,George Strait,15Lw8Uofm03raFJeuVrQ0k,2017-12-01,0.0
Kids,OneRepublic,5mQNY6pTeSDl2doFB7uLbE,2016-12-02,0.0
Kill For You,"Skylar Grey, Eminem",0rI56S1biB0efYypn7eNpP,2016-09-23,0.0
Kill Your Mama,Alicia Keys,3Rj8i71NMi2Bp6rxKbPBQn,2016-11-04,0.0
Killing a Little Time,David Bowie,5dViLbqgaPvvLN6IS3F7HM,2017-01-08,0.0
KIN,KT Tunstall,0sY83vtlKaOPAkPKOFy7mP,2016-09-09,0.0
Kinda Don't Care,Justin Moore,5XQv5uep3VmhEuDWeFwRep,2016-01-01,0.0
Kindly Calm Me Down,Meghan Trainor,3rsOJ5Nbmr7pWxY1p6ZDxk,2017-05-12,0.0
King of the World,Weezer,5vBuxtwitUimHR2gBOnJYR,2016-04-01,0.0
Kiss It Better,Rihanna,0UHB9METy4VCXNgkcGqHqS,2016-01-28,1.0
Kisses At Airports,Cassadee Pope,0HIqummLqFhvLMpEkVxYgE,2016-01-01,0.0
Knock Knock (Who's That Knockin' On My Coffin Lid Door?),Dex Romweber,40S0yJXAup83lWfV2cW4qr,2016-09-09,0.0
Knockout - Live From The London Palladium,Bon Jovi,444zbUam6qDxyXt0xp5cXY,2016-12-16,0.0
Konnichiwa,Skepta,0Yo9iPwWq7sLuFgoglnTb4,2016-05-06,0.0
Ladies Hit Squad,"Skepta, A$AP NAST, D Double E",5DddJVNEGBfUxy9Dtr45gI,2016-05-06,0.0
Lady Gypsy,David Brent,7JGOzxDpF54kql1CfSFmbp,2016-08-19,0.0
Lady Wood,Tove Lo,5cB9BlseQteklXaJjRtZti,2016-10-28,0.0
Lake By the Ocean,Maxwell,515Sz5OLZs4ySr234CP2js,2016-07-01,0.0
Last Days,Chevelle,3PRCMCuGe0vjNPhOZk2afq,2016-07-08,0.0
Laughter Is The Best Medicine,Cass McCombs,3J1qHeuiDi35dOHOGr9E2Z,2016-08-26,0.0
LAX,Jake Owen,5XqxGgqQoqkbH57Tz9Cq2E,2016-07-29,0.0
Lay Me Down (with Willie Nelson),"Loretta Lynn, Willie Nelson",0HfctMUdPTxgtwbmO8Viyr,2016-03-04,0.0
Lay You Down Easy (feat. Sean Paul),"MAGIC!, Sean Paul",4FTOFgpECL4tlu8DljL0XM,2016-03-25,0.0
Learning,Kane Brown,4eGr7gXyHETJQ4pMcqzXgu,2016-12-02,0.0
Leave Before The Lights Come On,Arctic Monkeys,6r17TK9vMMuwTTL2p7O3Ac,2006-10-31,0.0
Leave Me Alone,Santana,3CbQeXInIfNLNw3b0c9AJa,2016-02-05,0.0
Leave Me Lonely,"Ariana Grande, Macy Gray",4Xg2NUXyF7cgvwSOs6PiSa,2016-05-20,0.0
Leaving Nashville,Charles Kelley,2KXxwkI93Fgq9AHoGIUCxY,2016-02-05,0.0
Leaving the Monsters Behind,The Jayhawks,3MXXj63BxbQjGzXyoXBGKO,2016-04-29,0.0
Left Handed Kisses,Andrew Bird,69zgVn6XO4OWlXaVobQNQt,2016-01-01,0.0
Left Right Left,Charlie Puth,4KVzPTFZXByIdBBH9dXiLT,2016-01-29,0.0
Leg Day - Remix,"Tinchy Stryder, Capo Lee, AJ Tracey, Frisco",1R1YEsyI343XhdAINLDUoQ,2016-05-13,0.0
les chants de maldoror,of Montreal,3emeYM8vzZe6j1pn1DkV5s,2016-08-12,0.0
Let Em Know,Jeezy,5AuuQOyOLEP9Lnxp0nLvrQ,2016-10-28,0.0
Let It Burn,Blackberry Smoke,2McqnD4oeOWZre5AbwRb83,2016-10-14,0.0
Let It Sleep,Asking Alexandria,2970ewAMW2sT4Xu2RG6oIJ,2016-03-25,0.0
Let Me In,Rick Springfield,2ybWoKWalb7OmobXdWjgeM,2016-02-19,0.0
Let Me Love You,"Ariana Grande, Lil Wayne",49vZduMPCMnDDrl1WBxUDk,2016-05-20,0.0
Let Me Love You,"DJ Snake, Justin Bieber",0lYBSQXN6rCTvUZvg9S0lU,2016-08-05,1.0
Let the Beauty Out,Jonathan Jackson + Enation,02hx6RMAfqOVdG3C0uyTFg,2017-06-12,0.0
Let's Eat (feat. Xperience),"Macklemore, Ryan Lewis, Xperience",5uTKXcuypBLMtXbVaw9Bdt,2016-02-26,0.0
Let's Get Lost,Pretenders,5nCkfTL1dplWZcDiL5YBdf,2016-10-21,0.0
Letter to Krept,Cadet,3KiVqxDEsrP4AdQO1ClIaI,2016-08-31,0.0
Library Magic,The Head And The Heart,4HjEsfSpWo8gvZMr9SA3a1,2016-09-09,0.0
Lie With Me,David Nail,2iSraNrl8FQxh8153Yqj09,2016-07-15,0.0
Lies,Charred Walls Of The Damned,6bl74bA8gXWV6pyQUqarrG,2016-09-23,0.0
Life,Sonata Arctica,2EKPxFA0EF9mfY3EtnpYDn,2016-10-07,0.0
Life Goes On,Fergie,6eUClMzq8c9cKBXd6NrgVN,2017-09-22,0.0
Life Is A Honeymoon,"Florida Georgia Line, Ziggy Marley",67tasguLElvxPOZXkwcAIF,2016-08-26,0.0
Life Itself,Glass Animals,32zkKx35Et6A515oZKxDkD,2016-08-26,0.0
Lifeline,Thousand Foot Krutch,5XRrQlGQCvuSJAbdZMtiUp,2016-06-17,0.0
LIFTED,CL,0eqvTUsVkEJsD2sz6zFieN,2016-08-19,0.0
"Light of the World - ""Behold"" Version",Lauren Daigle,50PADmT921VMd0DdQACqUA,2016-10-21,0.0
Light Tunnels (feat. Mike Slap),"Macklemore, Ryan Lewis, Mike Slap",6liGqN48zCba8OPKVu9oDn,2016-02-26,0.0
Lights Come On,Jason Aldean,4llYMkhHa1w7UAdDFRQcEZ,2016-09-09,1.0
Lights Down Low,MAX,5A6BJLZArq1MPjsnmcuk5f,2016-04-08,1.0
Like an Arrow,Blackberry Smoke,2J7wWVLFo6IaIMVlwr0uWl,2016-10-14,0.0
LIKE I WOULD,ZAYN,1zWMf9bVyhY5W3ZORbjNWt,2016-03-25,1.0
Like Sand,In Flames,0nF7orCSwu3gnpE2HzpLoA,2016-11-11,0.0
Limerent Death,The Dillinger Escape Plan,7yK506fgse6qsVjSVPWrKc,2016-10-14,0.0
Line Without a Hook,Ricky Montgomery,5NvOZCjZaGGGL597exlQWv,2016-04-08,0.0
Lion and the Lamb - Studio,Leeland,1uneiO81sTTdPvsjr54yPK,2016-07-22,0.0
Lions,Skillet,1x3WrdMnerhhGiCixoO0z4,2016-08-05,0.0
Liquor Locker,VIC MENSA,5YbrqNUUleF39Ai3b3ruQy,2016-06-03,0.0
Lit,Trace Adkins,0ceXGMDXYHcRIYRPnuuY0u,2017-03-31,0.0
Little Baby,M. Ward,6iPYvwNpyMkGvy0yb4TICg,2016-03-04,0.0
Little Drum,Frightened Rabbit,6MULDG2yBJQEYjRkHUj8us,2016-04-08,0.0
Litty (feat. Tory Lanez),"Meek Mill, Sound M.O.B., Tory Lanez",5J5PXmMdQ2nh1lZOal8KmK,2016-10-28,1.0
Live It Well,Switchfoot,2yqnWMIgaXNE0zePXxN8js,2016-07-08,0.0
Living Lux,Bloc Party,2Uzv7preWG9eFgakzml7tz,2016-01-29,0.0
Lo Lamento,Love and Death,6do6Q25dC3hiVO4MSsUsah,2016-07-01,0.0
Location,Khalid,152lZdxL1OR0ZMW6KquMif,2017-04-27,1.0
Lock & Load,The Devil Wears Prada,3kFmTqGzzcwzUqMn8yDpFt,2016-10-07,0.0
Lockjaw (feat. Kodak Black),"French Montana, Kodak Black",7iaw359G2XT14uTfV9feip,2016-05-27,1.0
London Bridge,TWENTY88,4ShIMQAPiYBkCdHCvLbelR,2016-04-01,0.0
London Lights,With Confidence,5hIw8IeZ1UcxB8yZrEy9rc,2015-01-13,0.0
Lone Ranger,Rachel Platten,3eoyz3jZOHhko7hEwtEdnf,2016-01-01,0.0
Lonely Call,RaeLynn,2Wj1AZdBPMA1mkuuoTfOPg,2017-03-24,0.0
Lonely Girl,Charles Kelley,3FiEa2pVN5MzEA2wrtKIsv,2016-02-05,0.0
Lonesomeville,William Michael Morgan,4rc8GJoWTbyM7YBceIZ3ZY,2016-09-30,0.0
Long Live Love,LeAnn Rimes,7kH39hF5WrGvRgbX7dzjsR,2016-09-09,0.0
Longer,Lydia Loveless,5oX9kBthBnLrFWs5HduA9s,2016-08-19,0.0
Look Alive,Rae Sremmurd,2IGr3q6ljcpLvHDFLtI0yW,2016-08-12,1.0
Look in Their Eyes,David Crosby,4YJgDwvZID25ww4AEP6bBt,2016-10-21,0.0
Look out Yonder (with Alison Krauss & Dan Tyminski),"Randy Rogers Band, Alison Krauss, Dan Tyminski",0LopndmXN9A7mwsZjpEJqR,2016-01-15,0.0
Lord Intended,"De La Soul, Justin Hawkins",02IJXadYUHuikDbAvmGqj2,2016-08-26,0.0
Los Angeles,blink-182,1kVWn6BRzI9CwGz2vwmXlH,2016-07-01,0.0
Lose It (feat. Vic Mensa),Flume,4O4isJJBeAlmiP27sCDZ4e,2016-05-27,0.0
Lose Your Head,"Katy B, The Heavytrackerz, J Hus, D Double E",5WoO0tFkmRgjKk84YweZDi,2016-04-22,0.0
Loser,Beartooth,0y22IU9eyXT0WWDBCgz42g,2016-06-03,0.0
Losin Control,Russ,1jkIErXa3YNUX5QIyO6GGR,2016-07-28,1.0
Losing My Mind,Charlie Puth,6qHPJleQOdQDEZvbxjY7jR,2016-01-29,0.0
Lost Weekend,Pete Yorn,1IS6yztBuWHQSzDpyh0xDw,2016-03-11,0.0
Lostmyhead,The 1975,37PSljWwMyg3JhqWma3Wai,2016-02-26,0.0
Louder Than the DJ,Billy Talent,5pHBCWNF9dimB7ogtydxS7,2016-07-29,0.0
Louisiana Story,Lucinda Williams,5ktRpO2MC2KSx0tefJPx6c,2016-02-05,0.0
Love Can Go to Hell,Brandy Clark,68bh9PGm0UQRRxUNRRnZPl,2016-06-10,0.0
Love Drought,Beyoncé,2RQAG0wQt35UzAPEyVJFWN,2016-04-23,0.0
Love is the Truth - Acoustic Mix,Jack White,0PgdkaQqvgI3wlWqXUqWUG,2016-09-09,0.0
Love Is...,Dinosaur Jr.,6bd5dLObZmlyJOJQl5S8ym,2016-08-05,0.0
Love Line,LeAnn Rimes,5OM1Ym1gFYJBJFdiVdDMgJ,2016-09-09,0.0
Love Makes the World Go Round,"Santana, Ronald Isley",6SevoXeUum5CwKzv3lk9C5,2016-02-05,0.0
Love Me Now,John Legend,6nxQdXa1uAL0rY72wPZu89,2016-12-02,1.0
Love on Me,"Galantis, Hook N Sling",2MHCiOohBZEQuLgDTPvSzF,2016-09-30,0.0
Love On The Brain,Rihanna,5oO3drDxtziYU2H1X23ZIp,2016-01-28,1.0
Love on the Weekend,John Mayer,0j2WBxWZnWti5TpSxjJvPb,2016-11-17,0.0
Love Somebody,St. Lucia,3pQgW59K5ltcwGuqONPoj9,2016-01-29,0.0
Love Triangle,RaeLynn,3YM0vEH7taFj7OLW3dWfiu,2017-03-24,0.0
Love Will Find You,Kris Allen,0TUcg3H1VajHw6SkCV4Ezb,2016-03-18,0.0
