title,artist,hit
Alone Again,The Weeknd,1
Scared To Live,The Weeknd,1
Hardest To Love,The Weeknd,1
Stupid Love,Lady Gaga,1
Too Late,The Weeknd,1
Snowchild,The Weeknd,1
Escape From LA,The Weeknd,1
Save Your Tears,The Weeknd & Ariana Grande,1
Faith,The Weeknd,1
I Love Me,Demi Lovato,1
Myron,Lil Uzi Vert,1
Roses,SAINt JHN,1
Death Bed,Powfu Featuring beabadoobee,1
Sunday Best,Surfaces,1
Does To Me,Luke Combs Featuring Eric Church,1
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,1
Repeat After Me (Interlude),The Weeknd,1
P2,Lil Uzi Vert,1
Supalonely,BENEE Featuring Gus Dapperton,1
That Way,Lil Uzi Vert,1
Baby Pluto,Lil Uzi Vert,1
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",1
B.S.,Jhene Aiko Featuring H.E.R.,1
The Other Side,SZA X Justin Timberlake,1
Until I Bleed Out,The Weeknd,1
Grace,Lil Baby & 42 Dugg,1
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,1
Lo Mein,Lil Uzi Vert,1
Emotionally Scarred,Lil Baby,1
Heatin Up,Lil Baby & Gunna,1
Si Veo A Tu Mama,Bad Bunny,1
Yessirskiii,Lil Uzi Vert & 21 Savage,1
Walk Em Down,NLE Choppa Featuring Roddy Ricch,1
The Other Girl,Kelsea Ballerini x Halsey,1
La Dificil,Bad Bunny,1
Toosie Slide,Drake,1
Rockstar,DaBaby Featuring Roddy Ricch,1
Jump,DaBaby Featuring YoungBoy Never Broke Again,1
Find My Way,DaBaby,1
@ MEH,Playboi Carti,1
I'm Ready,Sam Smith & Demi Lovato,1
Break My Heart,Dua Lipa,1
PICK UP,DaBaby Featuring Quavo,1
Level Of Concern,twenty one pilots,1
Hard To Forget,Sam Hunt,1
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,1
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,1
After A Few,Travis Denning,1
More Than My Hometown,Morgan Wallen,1
CAN'T STOP,DaBaby,1
BLAME IT ON BABY,DaBaby,1
Yo Perreo Sola,Bad Bunny,1
SAD SHIT,DaBaby,1
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,1
TALK ABOUT IT,DaBaby,1
Believe It,PARTYNEXTDOOR & Rihanna,1
If The World Was Ending,JP Saxe Featuring Julia Michaels,1
Turks,"NAV, Gunna & Travis Scott",1
Bluebird,Miranda Lambert,1
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",1
CHAMPION,DaBaby,1
I Dare You,Kelly Clarkson,1
Here And Now,Kenny Chesney,1
In Between,Scotty McCreery,1
Broke In A Minute,Tory Lanez,1
After Party,Don Toliver,1
July,Noah Cyrus & Leon Bridges,1
Die From A Broken Heart,Maddie & Tae,1
Ride It.,Regard,1
Captain Hook,Megan Thee Stallion,1
God Whispered Your Name,Keith Urban,1
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",1
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",1
Girl Of My Dreams,Rod Wave,1
Rain On Me,Lady Gaga & Ariana Grande,1
Stuck With U,Ariana Grande & Justin Bieber,1
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",1
Gooba,6ix9ine,1
Party Girl,StaySolidRocky,1
Dollaz On My Head,Gunna Featuring Young Thug,1
Be Kind,Marshmello & Halsey,1
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,1
One Margarita,Luke Bryan,1
Flex,Polo G Featuring Juice WRLD,1
Go Crazy,Chris Brown & Young Thug,1
Top Floor,Gunna Featuring Travis Scott,1
Wunna,Gunna,1
Chicago Freestyle,Drake Featuring Giveon,1
Blindfold,Gunna Featuring Lil Baby,1
We Paid,Lil Baby & 42 Dugg,1
Need It,Migos Featuring YoungBoy Never Broke Again,1
I Love My Country,Florida Georgia Line,1
SkyBox,Gunna,1
X,Jonas Brothers Featuring Karol G,1
Argentina,Gunna,1
Met Gala,Gunna,1
Righteous,Juice WRLD,1
Daechwita,Agust D,1
Nasty Girl / On Camera,Gunna,1
Daisies,Katy Perry,1
Solitaires,Future Featuring Travis Scott,1
MOTW,Gunna,1
Trillionaire,Future Featuring YoungBoy Never Broke Again,1
Gimmick,Gunna,1
Drinking Alone,Carrie Underwood,1
Don't Rush,Young T & Bugsey Featuring Headie One,1
Be Something,Polo G Featuring Lil Baby,1
Martin & Gina,Polo G,1
21,Polo G,1
Feigning,Gunna,1
All In,Lil Baby,1
ily,Surf Mesa Featuring Emilee,1
The Bigger Picture,Lil Baby,1
Trollz,6ix9ine & Nicki Minaj,1
Black Parade,Beyonce,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1
Snow On Tha Bluff,J. Cole,1
Bleed,A Boogie Wit da Hoodie,1
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",1
Go!,Kid LAROI & Juice WRLD,1
Got What I Got,Jason Aldean,1
One Big Country Song,LOCASH,1
Like That,Doja Cat Featuring Gucci Mane,1
Why We Drink,Justin Moore,1
Done,Chris Janson,1
Cool Again,Kane Brown,1
One Of Them Girls,Lee Brice,1
Shotta Flow 5,NLE Choppa,1
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,1
One Night Standards,Ashley McBryde,1
Tommy Lee,Tyla Yaweh & Post Malone,1
Do It,Chloe X Halle,1
My Truck,Breland,1
One Shot,YoungBoy Never Broke Again Featuring Lil Baby,1
Need Me,J.I The Prince Of N.Y,1
Pretty Heart,Parker McCollum,1
Bang!,AJR,1
Popstar,DJ Khaled Featuring Drake,1
Greece,DJ Khaled Featuring Drake,1
Come & Go,Juice WRLD x Marshmello,1
Wishing Well,Juice WRLD,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,1
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,1
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,1
Conversations,Juice WRLD,1
Rags2Riches,Rod Wave Featuring ATR Son Son,1
Life's A Mess,Juice WRLD X Halsey,1
Said Sum,Moneybagg Yo,1
Girls In The Hood,Megan Thee Stallion,1
Blood On My Jeans,Juice WRLD,1
Got It On Me,Pop Smoke,1
Titanic,Juice WRLD,1
Stay High,Juice WRLD,1
Be Like That,Kane Brown With Swae Lee & Khalid,1
Tap In,Saweetie,1
Bad Energy,Juice WRLD,1
Mood Swings,Pop Smoke Featuring Lil Tjay,1
Lovin' On You,Luke Combs,1
Something Special,Pop Smoke,1
Tell Me U Luv Me,Juice WRLD & Trippie Redd,1
Up Up And Away,Juice WRLD,1
Fighting Demons,Juice WRLD,1
Past Life,Trevor Daniel x Selena Gomez,1
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,1
Man Of The Year,Juice WRLD,1
Can't Die,Juice WRLD,1
Screw Juice,Juice WRLD,1
Breaking Me,Topic & A7S,1
Enjoy Yourself,Pop Smoke Featuring Karol G,1
the.climb.back,J. Cole,1
Dynamite,BTS,1
WAP,Cardi B Featuring Megan Thee Stallion,1
Laugh Now Cry Later,Drake Featuring Lil Durk,1
Mood,24kGoldn Featuring iann dior,1
Cardigan,Taylor Swift,1
7 Summers,Morgan Wallen,1
Midnight Sky,Miley Cyrus,1
Nobody's Love,Maroon 5,1
Heather,Conan Gray,1
Smile,Juice WRLD & The Weeknd,1
My Future,Billie Eilish,1
I Should Probably Go To Bed,Dan + Shay,1
I Called Mama,Tim McGraw,1
24,Money Man Featuring Lil Baby,1
Kacey Talk,YoungBoy Never Broke Again,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,1
Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",1
Kings & Queens,Ava Max,1
The Plan,Travis Scott,1
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,1
Some Girls,Jameson Rodgers,1
Hawai,Maluma & The Weeknd,1
Caramelo,Ozuna x Karol G x Myke Towers,1
The 1,Taylor Swift,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,1
All In,YoungBoy Never Broke Again,1
La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,1
Lonely If You Are,Chase Rice,1
You Broke Me First.,Tate McRae,1
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,1
Exile,Taylor Swift Featuring Bon Iver,1
B*tch From da Souf,Mulatto,1
Holy,Justin Bieber Featuring Chance The Rapper,1
Diamonds,Sam Smith,1
What You Know Bout Love,Pop Smoke,1
One Too Many,Keith Urban Duet With P!nk,1
Ice Cream,BLACKPINK X Selena Gomez,1
Without You,Luke Combs Featuring Amanda Shires,1
Starting Over,Chris Stapleton,1
OK Not To Be OK,Marshmello & Demi Lovato,1
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",1
Love You Like I Used To,Russell Dickerson,1
Ain't Always The Cowboy,Jon Pardi,1
Dolly,Lil Tecca & Lil Uzi Vert,1
Hit Different,SZA Featuring Ty Dolla $ign,1
Everywhere But On,Matt Stell,1
Over Now,Calvin Harris X The Weeknd,1
You Got It,VEDO,1
My Window,YoungBoy Never Broke Again Featuring Lil Wayne,1
When You Down,Lil Tecca & Polo G Featuring Lil Durk,1
Me Gusta,Anitta Featuring Cardi B & Myke Towers,1
Wet. (She Got That...),YFN Lucci,1
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,1
Blind,DaBaby Featuring Young Thug,1
Drug Addiction,YoungBoy Never Broke Again,1
Wolves,Big Sean Featuring Post Malone,1
Lonely,Justin Bieber & benny blanco,1
Dreams,Fleetwood Mac,1
Wonder,Shawn Mendes,1
Franchise,Travis Scott Featuring Young Thug & M.I.A.,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,1
Levitating,Dua Lipa,1
Runnin,21 Savage & Metro Boomin,1
You're Mines Still,Yung Bleu Featuring Drake,1
Better Together,Luke Combs,1
Don't Stop,Megan Thee Stallion Featuring Young Thug,1
"Big, Big Plans",Chris Lane,1
U 2 Luv,Ne-Yo & Jeremih,1
Hate The Way,G-Eazy Featuring blackbear,1
Good Time,Niko Moon,1
Put Your Records On,Ritt Momney,1
Canceled,Larray,1
Glock In My Lap,21 Savage & Metro Boomin,1
Happy Does,Kenny Chesney,1
Bloody Valentine,Machine Gun Kelly,1
Throat Baby (Go Baby),BRS Kash,1
Hole In The Bottle,Kelsea Ballerini,1
Pardon,T.I. Featuring Lil Baby,1
Champagne Night,Lady A,1
Life Goes On,BTS,1
Positions,Ariana Grande,1
Monster,Shawn Mendes & Justin Bieber,1
Therefore I Am,Billie Eilish,1
Body,Megan Thee Stallion,1
Blue & Grey,BTS,1
Dakiti,Bad Bunny & Jhay Cortez,1
Stay,BTS,1
Somebody's Problem,Morgan Wallen,1
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,1
Still Goin Down,Morgan Wallen,1
Forever After All,Luke Combs,1
Prisoner,Miley Cyrus Featuring Dua Lipa,1
Holiday,Lil Nas X,1
pov,Ariana Grande,1
Whoopty,CJ,1
Fly To My Room,BTS,1
Telepathy,BTS,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,1
Dis-ease,BTS,1
Took Her To The O,King Von,1
Tyler Herro,Jack Harlow,1
Golden,Harry Styles,1
Shots Fired,Megan Thee Stallion,1
Livin' The Dream,Morgan Wallen,1
Back To The Streets,Saweetie Featuring Jhene Aiko,1
Pain Away,Meek Mill Featuring Lil Durk,1
Drankin N Smokin,Future & Lil Uzi Vert,1
Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,1
Circles,Megan Thee Stallion,1
Bichota,Karol G,1
Cover Me Up,Morgan Wallen,1
So Done,The Kid LAROI,1
It's Beginning To Look A Lot Like Christmas,Michael Buble,1
Wonderful Christmastime,Paul McCartney,1
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,1
Willow,Taylor Swift,1
This Christmas,Donny Hathaway,1
Deck The Halls,Nat King Cole,1
Please Come Home For Christmas,Eagles,1
Santa Claus Is Comin' To Town,Jackson 5,1
Little Saint Nick,The Beach Boys,1
Take Me Home For Christmas,Dan + Shay,1
Have Yourself A Merry Little Christmas,Michael Buble,1
I'll Be Home For Christmas,Bing Crosby,1
Hallelujah,Carrie Underwood & John Legend,1
On Me,Lil Baby,1
Afterglow,Ed Sheeran,1
Gnat,Eminem,1
Rockin' Around The Christmas Tree,Justin Bieber,1
Favorite Time Of Year,Carrie Underwood,1
Without You,The Kid LAROI,1
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,1
Champagne Problems,Taylor Swift,1
The First Noel,Gabby Barrett,1
Adderall (Corvette Corvette),Popp Hunna,1
Tequila Shots,Kid Cudi,1
Way Out,Jack Harlow Featuring Big Sean,1
'Tis The Damn Season,Taylor Swift,1
Damage,H.E.R.,1
Backdoor,Lil Durk,1
Silent Night,Carrie Underwood,1
"No Body, No Crime",Taylor Swift Featuring HAIM,1
Moonwalking In Calabasas,DDG,1
Drivers License,Olivia Rodrigo,1
Good Days,SZA,1
Streets,Doja Cat,1
Anyone,Justin Bieber,1
Wasted On You,Morgan Wallen,1
Sand In My Boots,Morgan Wallen,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,1
Best Friend,Saweetie Featuring Doja Cat,1
Skin,Sabrina Carpenter,1
Beers And Sunshine,Darius Rucker,1
Just The Way,Parmalee x Blanco Brown,1
Bad Boy,Juice WRLD & Young Thug,1
Down To One,Luke Bryan,1
What's Your Country Song,Thomas Rhett,1
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,1
Lo Vas A Olvidar,Billie Eilish & ROSALIA,1
The Good Ones,Gabby Barrett,1
Buss It,Erica Banks,1
Long Live,Florida Georgia Line,1
Monsters,All Time Low Featuring Demi Lovato & blackbear,1
Goosebumps,Travis Scott & HVME,1
Warning,Morgan Wallen,1
865,Morgan Wallen,1
Take You Dancing,Jason Derulo,1
Still Trappin',Lil Durk & King Von,1
Girl Like Me,Black Eyed Peas X Shakira,1
Lady,Brett Young,1
Momma's House,Dustin Lynch,1
Somebody Like That,Tenille Arts,1
Hell Of A View,Eric Church,1
Heat Waves,Glass Animals,1
Masterpiece,DaBaby,1
Opp Stoppa,YBN Nahmir Featuring 21 Savage,1
Antes,Anuel AA & Ozuna,1
Up,Cardi B,1
Calling My Phone,Lil Tjay Featuring 6LACK,1
No More Parties,Coi Leray Featuring Lil Durk,1
Time Today,Moneybagg Yo,1
We're Good,Dua Lipa,1
Clouds,NF,1
Telepatia,Kali Uchis,1
La Noche de Anoche,Bad Bunny & Rosalia,1
My Head And My Heart,Ava Max,1
Test Drive,Ariana Grande,1
Astronaut In The Ocean,Masked Wolf,1
Heartbreak Anniversary,Giveon,1
Hit Bout It,Lil Yachty Featuring Kodak Black,1
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,1
Lifestyle,Jason Derulo Featuring Adam Levine,1
Neighbors,Pooh Shiesty Featuring BIG30,1
Bandido,Myke Towers & Juhn,1
Quicksand,Morray,1
Chicken Tendies,Clinton Kane,1
Pick Up Your Feelings,Jazmine Sullivan,1
ZaZa,6ix9ine,1
Almost Maybes,Jordan Davis,1
Made For You,Jake Owen,1
Glad You Exist,Dan + Shay,1
The Business,Tiesto,1
Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,1
Track Star,Mooski,1
Like I Want You,Giveon,1
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1
What's Next,Drake,1
Wants And Needs,Drake Featuring Lil Baby,1
Hold On,Justin Bieber,1
Street Runner,Rod Wave,1
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,1
Headshot,"Lil Tjay, Polo G & Fivio Foreign",1
As I Am,Justin Bieber Featuring Khalid,1
Lemon Pepper Freestyle,Drake Featuring Rick Ross,1
Unstable,Justin Bieber Featuring The Kid LAROI,1
Off My Face,Justin Bieber,1
Ghost,Justin Bieber,1
2 Much,Justin Bieber,1
Real As It Gets,Lil Baby Featuring EST Gee,1
Deserve You,Justin Bieber,1
Breaking Up Was Easy In The 90's,Sam Hunt,1
Die For You,Justin Bieber Featuring Dominic Fike,1
Tombstone,Rod Wave,1
Love You Different,Justin Bieber Featuring BEAM,1
Loved By You,Justin Bieber Featuring Burna Boy,1
Somebody,Justin Bieber,1
Nobody,Dylan Scott,1
Famous Friends,Chris Young + Kane Brown,1
Settling Down,Miranda Lambert,1
Rapstar,Polo G,1
Montero (Call Me By Your Name),Lil Nas X,1
Kiss Me More,Doja Cat Featuring SZA,1
Deja Vu,Olivia Rodrigo,1
Solid,Young Thug & Gunna Featuring Drake,1
Ski,Young Thug & Gunna,1
Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,1
Proud Of You,Young Thug Featuring Lil Uzi Vert & Yung Kayo,1
Richer,Rod Wave Featuring Polo G,1
Came And Saw,Young Thug Featuring Rowdy Rebel,1
Gone,Dierks Bentley,1
Paid The Fine,Young Thug & Gunna Featuring Lil Baby & YTB Trench,1
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,1
Hellcats & Trackhawks,Lil Durk,1
Follow You,Imagine Dragons,1
Big Gangsta,Kevin Gates,1
Lil Bit,Nelly & Florida Georgia Line,1
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,1
Chasing After You,Ryan Hurd With Maren Morris,1
Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,1
Arcade,Duncan Laurence,1
Go!,Moneybagg Yo Featuring BIG30,1
Slatty,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,1
4 Da Gang,42 Dugg & Roddy Ricch,1
Butter,BTS,1
Good 4 U,Olivia Rodrigo,1
Traitor,Olivia Rodrigo,1
Brutal,Olivia Rodrigo,1
Enough For You,Olivia Rodrigo,1
Happier,Olivia Rodrigo,1
Favorite Crime,Olivia Rodrigo,1
"1 Step Forward, 3 Steps Back",Olivia Rodrigo,1
my.life,"J. Cole, 21 Savage & Morray",1
"Jealousy, Jealousy",Olivia Rodrigo,1
pride.is.the.devil,J. Cole & Lil Baby,1
Hope Ur OK,Olivia Rodrigo,1
Gang Gang,Polo G & Lil Wayne,1
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,1
Wockesha,Moneybagg Yo,1
amari,J. Cole,1
Seeing Green,"Nicki Minaj, Drake & Lil Wayne",1
Twerkulator,City Girls,1
Build A Bitch,Bella Poarch,1
95.south,J. Cole,1
Your Power,Billie Eilish,1
Miss The Rage,Trippie Redd & Playboi Carti,1
Sun Goes Down,Lil Nas X,1
Maybach,42 Dugg Featuring Future,1
Straightenin,Migos,1
Minimum Wage,Blake Shelton,1
interlude,J. Cole,1
applying.pressure,J. Cole,1
Blame It On You,Jason Aldean,1
Single Saturday Night,Cole Swindell,1
100.mil',J. Cole & Bas,1
let.go.my.hand,"J. Cole, Bas & 6LACK",1
Leave Before You Love Me,Marshmello X Jonas Brothers,1
All I Know So Far,P!nk,1
24 Hours,A Boogie Wit da Hoodie Featuring Lil Durk,1
Way Less Sad,AJR,1
Country Again,Thomas Rhett,1
punchin'.the.clock,J. Cole,1
Things A Man Oughta Know,Lainey Wilson,1
Thot Shit,Megan Thee Stallion,1
Yonaguni,Bad Bunny,1
Late At Night,Roddy Ricch,1
Todo de Ti,Rauw Alejandro,1
Ball If I Want To,DaBaby,1
Having Our Way,Migos Featuring Drake,1
Fancy Like,Walker Hayes,1
Hats Off,"Lil Baby, Lil Durk & Travis Scott",1
Fiel,"Los Legendarios, Wisin & Jhay Cortez",1
Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,1
Need To Know,Doja Cat,1
Come Through,H.E.R. Featuring Chris Brown,1
You,Regard x Troye Sivan x Tate McRae,1
No Return,Polo G Featuring The Kid LAROI & Lil Durk,1
transparentsoul,Willow Featuring Travis Barker,1
We Didn't Have Much,Justin Moore,1
Avalanche,Migos,1
Waves,Luke Bryan,1
Lost Cause,Billie Eilish,1
Lumberjack,"Tyler, The Creator",1
Working,Tate McRae X Khalid,1
Tell Em,Cochise & $NOT,1
Still Runnin,"Lil Baby, Lil Durk & Meek Mill",1
How It Feels,Lil Baby & Lil Durk,1
My Boy,Elvie Shane,1
Outside,MO3 X OG Bobby Billions,1
Stay,The Kid LAROI & Justin Bieber,1
Bad Habits,Ed Sheeran,1
Permission To Dance,BTS,1
Wild Side,Normani Featuring Cardi B,1
You Right,Doja Cat & The Weeknd,1
Motley Crew,Post Malone,1
Whole Lotta Money,BIA Featuring Nicki Minaj,1
Ain't Shit,Doja Cat,1
Beggin',Maneskin,1
Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,1
Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,1
Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,1
Woo Baby,Pop Smoke Featuring Chris Brown,1
Essence,Wizkid Featuring Justin Bieber & Tems,1
Memory,Kane Brown X blackbear,1
Mr. Jones,Pop Smoke Featuring Future,1
AM,Nio Garcia X J Balvin X Bad Bunny,1
NDA,Billie Eilish,1
A-O-K,Tai Verdes,1
Red Light Green Light,DaBaby,1
More Time,Pop Smoke,1
Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,1
Demeanor,Pop Smoke Featuring Dua Lipa,1
2055,Sleepy Hallow,1
Love Again,Dua Lipa,1
I Was On A Boat That Day,Old Dominion,1
WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",1
Am I The Only One,Aaron Lewis,1
30,Pop Smoke Featuring Bizzy Banks,1
You Should Probably Leave,Chris Stapleton,1
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,1
Industry Baby,Lil Nas X & Jack Harlow,1
Take My Breath,The Weeknd,1
Rumors,Lizzo Featuring Cardi B,1
Happier Than Ever,Billie Eilish,1
Pepas,Farruko,1
Skate,Silk Sonic (Bruno Mars & Anderson .Paak),1
If I Didn't Love You,Jason Aldean & Carrie Underwood,1
Summer Of Love,Shawn Mendes & Tainy,1
Matt Hardy 999,Trippie Redd Featuring Juice WRLD,1
Volvi,Aventura x Bad Bunny,1
Rich MF,Trippie Redd Featuring Lil Durk & Polo G,1
Already Won,Rod Wave Featuring Lil Durk,1
Betrayal,Trippie Redd Featuring Drake,1
Get Into It (Yuh),Doja Cat,1
Don't Go,"Skrillex, Justin Bieber & Don Toliver",1
Woman,Doja Cat,1
Don't Go Yet,Camila Cabello,1
One Mississippi,Kane Brown,1
Gyalis,Capella Grey,1
Visiting Hours,Ed Sheeran,1
Memory I Don't Mess With,Lee Brice,1
Cold As You,Luke Combs,1
Buy Dirt,Jordan Davis Featuring Luke Bryan,1
You Time,Scotty McCreery,1
MP5,Trippie Redd Featuring SoFaygo,1
Paralyzed,Sueco,1
Baddest,"Yung Bleu, Chris Brown & 2 Chainz",1
I Guess I'm In Love,Clinton Kane,1
Get Ready,Rod Wave Featuring Kodak Black,1
Danny Phantom,Trippie Redd Featuring XXXTENTACION,1
What's Wrong,Rod Wave,1
Demon Time,Trippie Redd Featuring Ski Mask The Slump God,1
Knowing You,Kenny Chesney,1
Tick Tock,Young Thug,1
Time Heals,Rod Wave,1
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,1
