title,artist,year,track_id,name,artists,id,album.release_date
Spirit,Wintersleep,2016,2THafljJQ7WhO4AlrVzTI8,Spirit,Wintersleep,2THafljJQ7WhO4AlrVzTI8,2016-03-04
Spit Out The Bone,Metallica,2016,7MHkweinOceprzkRWIYTTc,Spit Out the Bone,Metallica,7MHkweinOceprzkRWIYTTc,2016-11-18
Standing In The Rain,Action Bronson & Dan Auerbach,2016,6p586xRu0OuyR1ftsTvFoz,Standing in the Rain (with Mark Ronson & Dan Auerbach),"Action Bronson, Mark Ronson, Dan Auerbach",6p586xRu0OuyR1ftsTvFoz,2016-08-05
Standing In The Sun,Grouplove,2016,6kCHznMiHnRaNDHXwHmrrV,Standing in the Sun,Grouplove,6kCHznMiHnRaNDHXwHmrrV,2017-08-17
Star of the Show,Thomas Rhett,2016,63OQWdXMq0Pe6pRpWY5gO0,Star Of The Show,Thomas Rhett,63OQWdXMq0Pe6pRpWY5gO0,2016-10-28
Starboy,The Weeknd,2016,7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",7MXVkk9YMctZqd1Srtv4MB,2016-11-25
Stars,Skillet,2016,6VMT3SzIMbNoR5lsUsniQY,Stars,Skillet,6VMT3SzIMbNoR5lsUsniQY,2016-08-05
Start a Fire,John Legend,2016,7cyKrN1y4q59bc1gJX3QEG,Start A Fire,John Legend,7cyKrN1y4q59bc1gJX3QEG,2016-12-09
Starving,Hailee Steinfeld,2016,4Ce37cRWvM1vIGGynKcs22,Starving,"Hailee Steinfeld, Grey, Zedd",4Ce37cRWvM1vIGGynKcs22,2016-07-22
Stay Downtown,Cole Swindell,2016,54EWDYWhs4w6SODnxabuoh,Stay Downtown,Cole Swindell,54EWDYWhs4w6SODnxabuoh,2016-05-06
Steve McQueen,Brian Fallon,2016,50a3wWxBDG9B7s0RW3HP0L,Steve McQueen,Brian Fallon,50a3wWxBDG9B7s0RW3HP0L,2016-03-11
Stick To Your Guns,Sick Puppies,2016,20EIuxTmskJvFOrWavVF5E,Stick To Your Guns,Sick Puppies,20EIuxTmskJvFOrWavVF5E,2016-04-01
Still Brazy,YG,2016,3ku6p6J1RrdJ9psKJMqWvi,Still Brazy,YG,3ku6p6J1RrdJ9psKJMqWvi,2016-06-17
Still Breathing,Green Day,2016,19YmvsVCetCBeVj6O2mljR,Still Breathing,Green Day,19YmvsVCetCBeVj6O2mljR,2016-10-07
Still Falling for You,Ellie Goulding,2016,3odrUVQ9tvRpkC9II2oWzx,"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,3odrUVQ9tvRpkC9II2oWzx,2016-08-19
Still Feel Gone,Joey Landreth,2016,34bIVQiHRQJnEFbN2SRRSx,Still Feel Gone,Joey Landreth,34bIVQiHRQJnEFbN2SRRSx,2019-04-05
Still Feels Like Mexico,Ronnie Dunn,2016,7JHG9E5tEIGceVwsSKJVeP,Still Feels Like Mexico,"Ronnie Dunn, Reba McEntire",7JHG9E5tEIGceVwsSKJVeP,2016-11-11
Still Here,Drake,2016,433P7tDcIAi6NLnf4Sh6tI,Still Here,Drake,433P7tDcIAi6NLnf4Sh6tI,2016-05-06
Still Waiting,Tom Chaplin,2016,4Dnhlyb5lGfCDwax4M3mKy,Still Waiting,Tom Chaplin,4Dnhlyb5lGfCDwax4M3mKy,2017-01-13
Stockholm,Judah & the Lion,2016,28eYL6qNBm0ZmnHQHTkQjp,Stockholm,Judah & the Lion,28eYL6qNBm0ZmnHQHTkQjp,2017-03-10
Stole The Show,Kygo,2016,5masKPHeAOVNgxdLebIcK7,Stole the Show,"Kygo, Parson James",5masKPHeAOVNgxdLebIcK7,2016-05-13
Stop Where You Are,Corinne Bailey Rae,2016,3PGkgqMnifVrOPxoVE4HrK,Stop Where You Are,Corinne Bailey Rae,3PGkgqMnifVrOPxoVE4HrK,2016-05-13
Straight For The Heart,Lucifer's Friend,2016,67fOgnim51tWpDcoCfEA8z,Straight for the Heart,Lucifer's Friend,67fOgnim51tWpDcoCfEA8z,2016-10-28
Straight Outta Cold Beer,Blake Shelton,2016,0elJ9OdhVl2yp4WJrtg5mm,Straight Outta Cold Beer,Blake Shelton,0elJ9OdhVl2yp4WJrtg5mm,2016-05-20
Stranger to Stranger,Paul Simon,2016,5HsaHgq3UQrAjb3HgQqLQO,Stranger To Stranger,Paul Simon,5HsaHgq3UQrAjb3HgQqLQO,2016-06-03
Street Angel,Paul Simon,2016,0LIibCGRh5TlfJiP3lVs3K,Street Angel,Paul Simon,0LIibCGRh5TlfJiP3lVs3K,2016-06-03
Strive,A$ap Ferg,2016,1qb6s7g36cjbCl7iLUWtiZ,Strive (feat. Missy Elliott),"A$AP Ferg, Missy Elliott",1qb6s7g36cjbCl7iLUWtiZ,2016-06-22
Stronghold,Testament,2016,6IasQhgnqu9vPb7epJAMAx,Stronghold,Testament,6IasQhgnqu9vPb7epJAMAx,2016-10-28
Stunt Queen,Bloc Party,2016,7BagW9v8W6AAMu43N9VLpa,Stunt Queen,Bloc Party,7BagW9v8W6AAMu43N9VLpa,2016-09-20
Stupid Girl,Jennifer Nettles,2016,2kM9tFBoRMeWNWISZQWEBt,Stupid Girl,Jennifer Nettles,2kM9tFBoRMeWNWISZQWEBt,2016-05-13
Subways,The Avalanches,2016,1ZxakFiRaOFj6CDarCxozU,Subways,The Avalanches,1ZxakFiRaOFj6CDarCxozU,2016-07-08
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons",2016,4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",4dASQiO1Eoo3RJvt74FtXB,2016-06-24
Sugar Daddy,Sturgill Simpson,2016,1LWW4PgKyEVOdWRl4JKM4Q,Sugar Daddy - Theme from Vinyl,"Sturgill Simpson, Vinyl on HBO",1LWW4PgKyEVOdWRl4JKM4Q,2016-02-12
Suit and Jacket,Judah & the Lion,2016,2ZYBwkmtYhgUj1A7teYAZ7,Suit And Jacket,Judah & the Lion,2ZYBwkmtYhgUj1A7teYAZ7,2017-03-10
Sullen Mind,Ryley Walker,2016,07epaEomkOaTpjjOgGHemJ,Sullen Mind,Ryley Walker,07epaEomkOaTpjjOgGHemJ,2016-08-19
Summer,Cassadee Pope,2016,2Y82oHEm25MR5i1IyMqLSM,Summer,Cassadee Pope,2Y82oHEm25MR5i1IyMqLSM,2016-01-01
Summer Nights,Tiesto,2016,5f6RsonTFhC7T6nvXGQPeT,Summer Nights,"Tiësto, John Legend",5f6RsonTFhC7T6nvXGQPeT,2016-06-17
Summer Sixteen,Drake,2016,17Q87zeXgsAi9iQQbMu9v0,Summer Sixteen,Drake,17Q87zeXgsAi9iQQbMu9v0,2016-02-05
Summer Was A Day,Pete Yorn,2016,6mnOwJOzrU8SI4VP8BDScd,Summer Was A Day,Pete Yorn,6mnOwJOzrU8SI4VP8BDScd,2016-03-11
Summer's Almost Gone,The Temper Trap,2016,7dACxt5qDfC4V9x4XtojIh,Summer's Almost Gone,The Temper Trap,7dACxt5qDfC4V9x4XtojIh,2016-05-10
Summers Over Interlude,Drake,2016,3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,"Drake, Majid Jordan",3ppVO2tyWRRznNmONvt7Se,2016-05-06
Summing The Wretch,Animal Collective,2016,7gDT5Kgcjpcd0btuV3Vs9N,Summing the Wretch,Animal Collective,7gDT5Kgcjpcd0btuV3Vs9N,2016-02-19
Sun Don't Let Me Down,Keith Urban,2016,3TiOpwAlLf0kqa6EeN4YrO,Sun Don't Let Me Down,"Keith Urban, Nile Rodgers, Pitbull",3TiOpwAlLf0kqa6EeN4YrO,2016-05-06
Sunday,Iggy Pop,2016,54rL22ium6VKqXYYmiqGcw,Sunday,Iggy Pop,54rL22ium6VKqXYYmiqGcw,2016-01-22
Sunday Morning,Kaiser Chiefs,2016,6g4NCqsOdp3oewKNWqCISv,Sunday Morning,Kaiser Chiefs,6g4NCqsOdp3oewKNWqCISv,2016-10-01
Sunday Morning,Parmalee,2016,72iAaOAsrBYa4U0VV7cHFd,Sunday Morning,Parmalee,72iAaOAsrBYa4U0VV7cHFd,2017-07-21
Sunny Disposition,Avenged Sevenfold,2016,5DskPJLZiSqHOMx9AwumLh,Sunny Disposition,Avenged Sevenfold,5DskPJLZiSqHOMx9AwumLh,2016-10-28
Sunshine,Tieks,2016,3jbsz68DZXoqTlCz0n05xn,Sunshine (feat. Dan Harkna) - Radio Edit,"TIEKS, Dan Harkna",3jbsz68DZXoqTlCz0n05xn,2016-09-23
Super Natural,Danny L Harle,2016,1tODhJU9HBb1ScNMXxZY1A,Super Natural (feat. Carly Rae Jepsen),"Danny L Harle, Carly Rae Jepsen",1tODhJU9HBb1ScNMXxZY1A,2016-08-12
Super Powers,Lil Durk,2016,4ce1hVa1wQKVn87VAaWSw4,Super Powers,Lil Durk,4ce1hVa1wQKVn87VAaWSw4,2016-07-22
Superlove,Tinashe,2016,1uTXtV2r7DSRnMGKh3HxGi,Superlove,Tinashe,1uTXtV2r7DSRnMGKh3HxGi,2016-07-15
Superman,Rachel Platten,2016,4rTSPf9iTKfI1Vhzpz7CXb,Superman,Rachel Platten,4rTSPf9iTKfI1Vhzpz7CXb,2016-01-01
Supermoon,case/lang/veirs,2016,0J8gBpkB1evBElfVNc4jf6,Supermoon,"Neko Case, k.d. lang, Laura Veirs",0J8gBpkB1evBElfVNc4jf6,2016-06-17
Supernova,Candlebox,2016,1GlCzzjkGKDALBvI1TVMbh,Supernova,Candlebox,1GlCzzjkGKDALBvI1TVMbh,2016-04-22
Sure and Certain,Jimmy Eat World,2016,48nnqkmwmjZ7ohyShSyKAm,Sure and Certain,Jimmy Eat World,48nnqkmwmjZ7ohyShSyKAm,2016-10-21
Sure Feels Good,Phil Vassar,2016,4ik1rvbX1oyRhrxUisoGSm,Sure Feels Good,Phil Vassar,4ik1rvbX1oyRhrxUisoGSm,2017-05-19
Surefire,John Legend,2016,34JBZjGLUZonoqFjtbC31v,Surefire,John Legend,34JBZjGLUZonoqFjtbC31v,2016-12-02
Surrender Under Protest,Drive-By Truckers,2016,71Gwz86Kqsx8y0h0WuUyrt,Surrender Under Protest,Drive-By Truckers,71Gwz86Kqsx8y0h0WuUyrt,2016-09-30
Survivor,Zach Williams,2016,1B0kLftVGJsZqJZGdHbAWZ,Survivor,Zach Williams,1B0kLftVGJsZqJZGdHbAWZ,2017-09-15
Suzerain,Anthrax,2016,19fMClB8oDfZUvfwauf7qd,Suzerain,Anthrax,19fMClB8oDfZUvfwauf7qd,2016-02-26
Swang,Rae Sremmurd,2016,6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,2016-08-12
Sweet Architect,Emeli Sand_,2016,3s4yfND8fupEjSY4nVQ5VO,Sweet Architect,Emeli Sandé,3s4yfND8fupEjSY4nVQ5VO,2016-11-11
Sweet Design,Sia,2016,4YUfY5mexUui2Lo9y5agMf,Sweet Design,Sia,4YUfY5mexUui2Lo9y5agMf,2016-10-21
"Sweet Dreams, TN",The Last Shadow Puppets,2016,1W0OCrMsRP1SLTEdw3JwEz,"Sweet Dreams, TN","The Last Shadow Puppets, Alex Turner, Miles Kane",1W0OCrMsRP1SLTEdw3JwEz,2016-12-02
Sweet Poison,Dragonette,2016,1OVHbLBW3w30v0Uo875bSz,Sweet Poison,"Dragonette, Dada",1OVHbLBW3w30v0Uo875bSz,2016-11-11
Sweet Thing,Pixie Geldof,2016,2fZk8egtisIvCsoKw3fHOT,Sweet Thing,Pixie Geldof,2fZk8egtisIvCsoKw3fHOT,2016-11-04
Symptom of Terminal Illness,The Dillinger Escape Plan,2016,6wBoZc8SwGed6EPApAXuWo,Symptom of Terminal Illness,The Dillinger Escape Plan,6wBoZc8SwGed6EPApAXuWo,2016-10-14
Take a Break (Interlude),!llmind,2016,3MZ0Obyv6AnO1anmGBJydv,Take A Break - Interlude,!llmind,3MZ0Obyv6AnO1anmGBJydv,2016-12-02
Take Control,Slaves,2016,0Wq7g148gp2Im7L9wlkJwO,Take Control,Slaves,0Wq7g148gp2Im7L9wlkJwO,2016-09-30
Take Cover,Evanescence,2016,1eCj9pMDgf3qP3Q8zwsfwF,Take Cover,Evanescence,1eCj9pMDgf3qP3Q8zwsfwF,2021-03-26
Take It All Back,Judah & the Lion,2016,2w7O4XCRoIJrwF1NqKL9TM,Take It All Back 2.0,Judah & the Lion,2w7O4XCRoIJrwF1NqKL9TM,2017-03-10
Take It From Me,Kongos,2016,1oxPrSHvcFiX9cqiQXCIHE,Take It From Me,KONGOS,1oxPrSHvcFiX9cqiQXCIHE,2016-06-10
Take It Out On Me,White Lies,2016,3p4vg1e0EVRL6hLIyYyqtV,Take It Out on Me,White Lies,3p4vg1e0EVRL6hLIyYyqtV,2016-10-07
Take It There,Massive Attack,2016,1CC61C089FcwSclobYtE94,Take It There,"Massive Attack, Tricky, 3D",1CC61C089FcwSclobYtE94,2016-01-28
Take Me,Korn,2016,3cdaqIaPz4QMr8lTu4PYrv,Take Me,Korn,3cdaqIaPz4QMr8lTu4PYrv,2016-10-21
Take Me Down,The Pretty Reckless,2016,2j219ocVSxgt7eZ3KNw9a6,Take Me Down,The Pretty Reckless,2j219ocVSxgt7eZ3KNw9a6,2016-10-21
Take Me To Heaven,Filter,2016,12eZtcLExJ2IJ3ogB1ZNCi,Take Me To Heaven,Filter,12eZtcLExJ2IJ3ogB1ZNCi,2016-04-08
Take Me To The Alley,Gregory Porter,2016,278oZNAnf11Ir0aQmcajYl,Take Me To The Alley,Gregory Porter,278oZNAnf11Ir0aQmcajYl,2016-05-06
Take The Chance,Mo Pitney,2016,6noKDeExEd4bYp9qtSg6f5,Take The Chance,Mo Pitney,6noKDeExEd4bYp9qtSg6f5,2016-10-07
Take Us Back,Mavis Staples,2016,2jptXJMOVn15liXejbpwyX,Take Us Back,Mavis Staples,2jptXJMOVn15liXejbpwyX,2016-02-19
Taking It As It Comes,Randy Rogers Band,2016,3bSJ4Iq4kfjkgHt6kQM1tJ,Takin' It as It Comes (with Jerry Jeff Walker),"Randy Rogers Band, Jerry Jeff Walker",3bSJ4Iq4kfjkgHt6kQM1tJ,2016-01-15
Talking To You,Izzy Bizu,2016,3N08HLCSwOHhMQKJGIZ7rE,Talking to You,Izzy Bizu,3N08HLCSwOHhMQKJGIZ7rE,2016-12-09
Target,Graham Nash,2016,0jgUsHf8uPAq8WRKa3Ukjp,Target,Graham Nash,0jgUsHf8uPAq8WRKa3Ukjp,2016-04-15
Team,Iggy Azalea,2016,2bocAPQcUTLUXx8lAOTiK3,Team,Iggy Azalea,2bocAPQcUTLUXx8lAOTiK3,2016-03-18
Tear You Up,Pineapple Thief,2016,1GyBWqw3ceytkQ66yR0ORL,Tear You Up,The Pineapple Thief,1GyBWqw3ceytkQ66yR0ORL,2016-08-12
Tears,Clean Bandit,2016,7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),"Clean Bandit, Louisa",7py16W5fWYLFFS6BElKAjn,2016-05-27
Teenage Fantasy,Jorja Smith,2016,0fIFjeeLJjIBliWUCsxyMF,Teenage Fantasy,Jorja Smith,0fIFjeeLJjIBliWUCsxyMF,2018-06-08
Tell Me What I Don't Know,Danny Brown,2016,3yM8iyra4fkuyf0H5RFHuE,Tell Me What I Don't Know,Danny Brown,3yM8iyra4fkuyf0H5RFHuE,2016-09-27
Tell Me What You Need,Alex Clare,2016,6aEKydgRxfO1rxNd65VrrJ,Tell Me What You Need,Alex Clare,6aEKydgRxfO1rxNd65VrrJ,2016-10-14
Tell Me Why,Lucifer's Friend,2016,5zyMc0uQqc9Wii8DqrOgfz,Tell Me Why,Lucifer's Friend,5zyMc0uQqc9Wii8DqrOgfz,2016-10-28
Temple,Baauer,2016,7mY2gmBPnmt4SJqkhPTLnf,Temple,"Baauer, M.I.A., G-DRAGON",7mY2gmBPnmt4SJqkhPTLnf,2016-03-17
Tenderly,Emeli Sand_,2016,1e9gmDNr54CGc8pmjjweAj,Tenderly,"Emeli Sandé, Joel Sande, The Serenje Choir",1e9gmDNr54CGc8pmjjweAj,2016-11-11
Tequila Eyes,Randy Rogers Band,2016,1TSQc1KEuF7HdfbzZ6jy1I,Tequila Eyes,Randy Rogers Band,1TSQc1KEuF7HdfbzZ6jy1I,2016-01-15
Terrified,Childish Gambino,2016,5MKSl2ZHsImt0wOfBAs87U,Terrified,Childish Gambino,5MKSl2ZHsImt0wOfBAs87U,2016-12-02
Tescoland,Jamie T.,2016,1kOuWjfMqINsSqhYFKDdTM,Tescoland,Jamie T,1kOuWjfMqINsSqhYFKDdTM,2016-09-02
Testify,Hifi Sean,2016,5fB25ncs5rA5AymbO685Wh,Testify,"Hifi Sean, Crystal Waters",5fB25ncs5rA5AymbO685Wh,2016-09-16
Texas Is Forever,Pierce the Veil,2016,1IwzGX2T7wtTjTerPiO2qQ,Texas Is Forever,Pierce The Veil,1IwzGX2T7wtTjTerPiO2qQ,2016-05-13
That Ain't Country,Aaron Lewis,2016,4wDxa0lo9PfPdnDifyCE6h,That Ain’t Country,Aaron Lewis,4wDxa0lo9PfPdnDifyCE6h,2016-09-16
That Could Still Be Us,Keith Urban,2016,6VgISJHNIb5ltPAFWZRSBK,That Could Still Be Us,Keith Urban,6VgISJHNIb5ltPAFWZRSBK,2016-05-06
That Love,The Kills,2016,1K3Kx3DPlPdMxNT7B7Ojw7,That Love,The Kills,1K3Kx3DPlPdMxNT7B7Ojw7,2016-06-03
THat Part,ScHoolboy Q,2016,2yJ9GVCLMmzBBfQAnfzlwr,THat Part,"ScHoolboy Q, Kanye West",2yJ9GVCLMmzBBfQAnfzlwr,2016-07-08
That's My Girl,Fifth Harmony,2016,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,2ACOWPLUe4A4KuQ5ioD2od,2016-05-27
That's What I Like,Bruno Mars,2016,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,2016-11-17
The Ballad of Me and My Brain,The 1975,2016,54XGKvGZwA7xB3Uu5vef0C,The Ballad Of Me And My Brain,The 1975,54XGKvGZwA7xB3Uu5vef0C,2016-02-26
The Bliss,Volbeat,2016,3S9dosMKnGE6vv1ONBnUki,The Bliss,Volbeat,3S9dosMKnGE6vv1ONBnUki,2016-06-03
The Bullfighter,Luke Bell,2016,5kGaOHoFdnRazFK87JEOcH,The Bullfighter,Luke Bell,5kGaOHoFdnRazFK87JEOcH,2016-06-17
The Chaser,Twin Atlantic,2016,0Yl80dvR1abn9Zoj9Z8I7J,The Chaser,Twin Atlantic,0Yl80dvR1abn9Zoj9Z8I7J,2016-09-16
The City,David Crosby,2016,4OQKhaFwATFBZSVFXCSy9M,The City,David Crosby,4OQKhaFwATFBZSVFXCSy9M,2016-10-21
The Comin' Round Is Going Through,Bonnie Raitt,2016,7u5hx5fLRNQ1A9oE0YKOiE,The Comin' Round Is Going Through,Bonnie Raitt,7u5hx5fLRNQ1A9oE0YKOiE,2016-02-26
The Community of Hope,PJ Harvey,2016,1qggxZUZnOMQicN0bevfoh,The Community of Hope,PJ Harvey,1qggxZUZnOMQicN0bevfoh,2016-04-15
The Condition,The Devil Wears Prada,2016,4UmYQ5cptm9iHN8snjk05c,The Condition,The Devil Wears Prada,4UmYQ5cptm9iHN8snjk05c,2016-10-07
The Currents,Bastille,2016,5hcxUMmvcL66B1OqPPres2,The Currents,Bastille,5hcxUMmvcL66B1OqPPres2,2016-09-09
The Devil's Bleeding Crown,Volbeat,2016,79M3Eq1q61lkeQJ1OCVEdZ,The Devil's Bleeding Crown,Volbeat,79M3Eq1q61lkeQJ1OCVEdZ,2016-06-03
The Devil's in the Temple,Bon Jovi,2016,4EugMReME6TwEbhElPSWAa,The Devil's In The Temple - Live From The London Palladium,Bon Jovi,4EugMReME6TwEbhElPSWAa,2016-12-16
The Dictator Decides,Pet Shop Boys,2016,2RccROmA5MRRLzX8HkzreL,The Dictator Decides,Pet Shop Boys,2RccROmA5MRRLzX8HkzreL,2016-04-01
The Dream Synopsis,The Last Shadow Puppets,2016,1iPeDwic3VEt0T75NyVoaG,The Dream Synopsis,"The Last Shadow Puppets, Alex Turner, Miles Kane",1iPeDwic3VEt0T75NyVoaG,2016-12-02
The Duke,Lamb Of God,2016,2JTikXpeRiapyDGR1p8ITD,The Duke,Lamb of God,2JTikXpeRiapyDGR1p8ITD,2016-11-18
The Empty Chair,Sting,2016,7mOpiMW1W873n6S04Ck5lq,The Empty Chair,Sting,7mOpiMW1W873n6S04Ck5lq,2016-11-11
The End,In Flames,2016,30ixK9SJmGcMcSAP4Ksf8G,The End,In Flames,30ixK9SJmGcMcSAP4Ksf8G,2016-11-11
The End Is Beautiful,Jimmy Eat World,2016,4LNOjL2w3nIFHSj5t6eRNi,The End Is Beautiful,Jimmy Eat World,4LNOjL2w3nIFHSj5t6eRNi,2016-10-21
The Ends,Travis Scott,2016,33zbOXJSwW7uf4VXXWow2O,the ends,Travis Scott,33zbOXJSwW7uf4VXXWow2O,2016-09-16
The Fighter,Keith Urban,2016,5OUSPcqhYTOzpbXzoEvKim,The Fighter,"Keith Urban, Carrie Underwood",5OUSPcqhYTOzpbXzoEvKim,2016-05-06
The Fighters,LoCash,2016,5wqOXYocFtGBDXkfiMRaqE,The Fighters,LOCASH,5wqOXYocFtGBDXkfiMRaqE,2016-06-17
The Getaway,Red Hot Chili Peppers,2016,3bIQIx7hveYPQDdhjZ1kcq,The Getaway,Red Hot Chili Peppers,3bIQIx7hveYPQDdhjZ1kcq,2016-06-17
The Ghosts of Highway 20,Lucinda Williams,2016,1lfOP0e3sypiZ9yIWkiQuT,Ghosts of Highway 20,Lucinda Williams,1lfOP0e3sypiZ9yIWkiQuT,2016-01-08
"The Good, The Bad And The Dirty",Panic! At The Disco,2016,5eoZTdiq4C4aoEfUwAN0ha,"The Good, the Bad and the Dirty",Panic! At The Disco,5eoZTdiq4C4aoEfUwAN0ha,2016-01-15
The Great Ascension,Justin Rutledge,2016,0jYojmv2lp6XI4dyzr1U8E,The Great Ascension,Justin Rutledge,0jYojmv2lp6XI4dyzr1U8E,2016-09-23
The Great Deceit,Killswitch Engage,2016,7aUGLzxRNPGiyWc4WSAjbr,The Great Deceit,Killswitch Engage,7aUGLzxRNPGiyWc4WSAjbr,2016-03-11
The Greatest,Sia,2016,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",7xHWNBFm6ObGEQPaUxHuKO,2016-10-21
The Grow Up Song,The Dandy Warhols,2016,4a4f9snA8pnr0bvNRzNaAd,The Grow up Song,The Dandy Warhols,4a4f9snA8pnr0bvNRzNaAd,2016-04-08
The Hunger,Of Mice & Men,2016,7n7vOMQgUkE6mvyxU4PVUm,The Hunger,Of Mice & Men,7n7vOMQgUkE6mvyxU4PVUm,2016-09-02
The Hunter,Red Hot Chili Peppers,2016,1ZPMK5UTafelYEQXmckRgN,The Hunter,Red Hot Chili Peppers,1ZPMK5UTafelYEQXmckRgN,2016-06-17
The Hustle,Lambchop,2016,6fQCLXI0ugxD7uls91vYYG,The Hustle,Lambchop,6fQCLXI0ugxD7uls91vYYG,2016-11-04
The Isle of Arran,Loyle Carner,2016,2YQ1cc9xWnp5qI08rKt6wv,The Isle Of Arran,Loyle Carner,2YQ1cc9xWnp5qI08rKt6wv,2017-01-20
The Last Hero,Alter Bridge,2016,4Ty4UUcF8cTZqhLAFhB1TW,The Last Hero,Alter Bridge,4Ty4UUcF8cTZqhLAFhB1TW,2016-10-07
The Lie,Of Mice & Men,2016,5EDtV5qwmEHFBXjFEnQidk,The Lie,Of Mice & Men,5EDtV5qwmEHFBXjFEnQidk,2016-09-02
The Life,Fifth Harmony,2016,06qKsOkkOeZzGyciSEuyJb,The Life,Fifth Harmony,06qKsOkkOeZzGyciSEuyJb,2016-05-27
The Long Goodbye,Barry Gibb,2016,1ipq0euGVlwBua8FMvv0iM,The Long Goodbye,Barry Gibb,1ipq0euGVlwBua8FMvv0iM,2016-10-07
The Longest Wave,Red Hot Chili Peppers,2016,0pjCkLjbgSLn5c0Ilwuv8z,The Longest Wave,Red Hot Chili Peppers,0pjCkLjbgSLn5c0Ilwuv8z,2016-06-17
The Love We're Hoping For,Jake Bugg,2016,3fblnkA1bNOPREVhEl8NpO,The Love We’re Hoping For,Jake Bugg,3fblnkA1bNOPREVhEl8NpO,2016-06-17
The Mack,Nevada,2016,2fUZ3aMp8amSaV0mp8s6rQ,The Mack,"Nevada, Mark Morrison, Fetty Wap",2fUZ3aMp8amSaV0mp8s6rQ,2016-09-23
The Madness,Art of Anarchy,2016,1XN8h8lsJn9dLgXcP4SaCK,The Madness,Art of Anarchy,1XN8h8lsJn9dLgXcP4SaCK,2016-10-07
The Middle Ages,Mary Chapin Carpenter,2016,4eh1wTyGB8ArrJPmzw1qRO,The Middle Ages,Mary Chapin Carpenter,4eh1wTyGB8ArrJPmzw1qRO,2016-05-06
The Ministry of Social Affairs,PJ Harvey,2016,4bI4QDxDHTxIuXG34ni568,The Ministry of Social Affairs,PJ Harvey,4bI4QDxDHTxIuXG34ni568,2016-04-15
The New Cupid,BJ the Chicago Kid,2016,5uqHa78wphe2q2XhvIlHL6,The New Cupid,"BJ The Chicago Kid, Kendrick Lamar",5uqHa78wphe2q2XhvIlHL6,2016-02-19
The New Kings,Marillion,2016,1bKuM3XERxKZNpDPYfCkuC,"The New Kings, Ii: Russia's Locked Doors",Marillion,1bKuM3XERxKZNpDPYfCkuC,2016-09-23
The Noisy Eater,The Avalanches,2016,6StTY4G6le4w7jQsXmyY2Z,The Noisy Eater,The Avalanches,6StTY4G6le4w7jQsXmyY2Z,2016-07-08
The Numbers,Radiohead,2016,1GnFQL9XnxrXFloKm1yjuW,The Numbers,Radiohead,1GnFQL9XnxrXFloKm1yjuW,2016-05-08
The Ones We Couldn't Be,Bonnie Raitt,2016,2XWwK3JSc9KiyYLTKERlqo,The Ones We Couldn't Be,Bonnie Raitt,2XWwK3JSc9KiyYLTKERlqo,2016-02-26
The Only One Who Gets Me,Charles Kelley,2016,3uPLRT7eFWg4qs0TTtqKn7,The Only One Who Gets Me,Charles Kelley,3uPLRT7eFWg4qs0TTtqKn7,2016-02-05
The Only Thing That Matters,blink-182,2016,6MwPuDc52KxhkPvccmU5rE,The Only Thing That Matters,blink-182,6MwPuDc52KxhkPvccmU5rE,2016-07-01
The Other Side,Alter Bridge,2016,7sK9Xxr63paUTglk8hbGVT,The Other Side,Alter Bridge,7sK9Xxr63paUTglk8hbGVT,2016-10-07
The Party's Over,Prophets Of Rage,2016,4o42t3TaRGPdLvVpoKoj4x,The Party’s Over,Prophets Of Rage,4o42t3TaRGPdLvVpoKoj4x,2016-08-19
The Pin,The Goo Goo Dolls,2016,18dQJQay1lj1lEjAIvuyGP,The Pin,The Goo Goo Dolls,18dQJQay1lj1lEjAIvuyGP,2016-05-06
The Pop Kids,Pet Shop Boys,2016,6gQOclxG0m17obCWjVEom9,The Pop Kids,Pet Shop Boys,6gQOclxG0m17obCWjVEom9,2016-04-01
The Rambler,Black Stone Cherry,2016,0znGAavEtWHWACtSVSDReT,The Rambler,Black Stone Cherry,0znGAavEtWHWACtSVSDReT,2016-04-01
The Real Thing,Martina McBride,2016,3I1C6fgVSYtRdTGwbr6Rpb,The Real Thing,"Martina McBride, Buddy Miller",3I1C6fgVSYtRdTGwbr6Rpb,2016-01-01
