,name,artists,hit,sentiment,score
12181,Sneakin’,"Drake, 21 Savage",1.0,negative,-0.9975
12182,Snow Cats,AFI,0.0,positive,0.644
12183,So Alive,The Goo Goo Dolls,0.0,positive,0.9994
12184,So We Can Stay Alive,Garbage,0.0,negative,-0.9217
12185,Soap - Gladiator Remix,"Melanie Martinez, Gladiator",0.0,positive,0.9953
12186,Soap Opera,Brandy Clark,0.0,positive,0.6858
12187,Sober,blink-182,0.0,negative,-0.9343
12188,Soldier,High Valley,0.0,neutral,0.2306
12189,Solid Gold,"Tom Chaplin, JONES",0.0,positive,0.997
12190,Solid Wall of Sound,A Tribe Called Quest,0.0,positive,0.9769
12191,Solo (Reprise),Frank Ocean,0.0,negative,-0.9844
12192,Solomon Eagle,Jamie T,0.0,positive,0.9935
12193,Some Type of Love,Charlie Puth,0.0,positive,0.9957
12194,Somebody Else,The 1975,0.0,positive,0.9595
12195,Somebody Else Will,"Tweet, Missy Elliott",0.0,negative,-0.9987
12196,Somebody Else Will,Justin Moore,1.0,neutral,0.4552
12197,Somebody Other Than You,David Crosby,0.0,positive,0.8862
12198,Somebody's Knockin',Eric Clapton,0.0,neutral,0.2732
12199,Someday (feat. Meghan Trainor),"Michael Bublé, Meghan Trainor",0.0,positive,0.9978
12200,Something New,"Zendaya, Chris Brown",1.0,positive,0.8727
12201,Something to Believe In,Sister Hazel,0.0,positive,0.9969
12202,Sometimes,Luke Bell,0.0,neutral,-0.4549
12203,Sometimes It Ends,Asking Alexandria,0.0,negative,-0.9793
12204,Somewhere Now,Green Day,0.0,negative,-0.9319
12205,Somewhere On A Beach,Dierks Bentley,1.0,positive,0.9885
12206,Song For Gary,Eric Bell,0.0,negative,-0.9915
12207,Song for Judee,"Neko Case, k.d. lang, Laura Veirs",0.0,positive,1.0
12208,Song Number 7,Randy Houser,0.0,positive,0.9887
12209,Sooth Lady Wine,Matt Corby,0.0,negative,-0.9068
12210,Sorceress,Opeth,0.0,negative,-0.9876
12211,Sorry,Beyoncé,1.0,positive,0.9595
12212,Soulmate,Mac Miller,0.0,positive,0.9995
12213,Sound and Fury,The Cult,0.0,negative,-0.9715
12214,Soundcheck,Catfish and the Bottlemen,0.0,positive,0.8555
12215,Soundtrack To A Six Pack,The Cadillac Three,0.0,positive,0.991
12216,Southern Boy - with Jason Aldean,"Jordan Rager, Jason Aldean",0.0,positive,0.967
12217,Southern Gentleman,Luke Bryan,0.0,positive,0.9983
12218,Space Between,Sia,0.0,negative,-0.9957
12219,Sparrows,Jason Gray,0.0,positive,0.574
12220,Speechless,Rachel Platten,0.0,negative,-0.951
12221,Speedway Sonora,Banks & Steelz,0.0,positive,0.9313
12222,Spend It,Dae Dae,0.0,negative,-0.9991
12223,Spend It All on You,William Michael Morgan,0.0,neutral,-0.3182
12224,Spiral,Eric Clapton,0.0,positive,0.9195
12225,Spirit,Amos Lee,0.0,positive,0.7324
12226,Spirit,Wintersleep,0.0,positive,0.953
12227,Spit Out the Bone,Metallica,0.0,positive,0.9704
12228,Standing in the Rain (with Mark Ronson & Dan Auerbach),"Action Bronson, Mark Ronson, Dan Auerbach",0.0,negative,-0.972
12229,Standing in the Sun,Grouplove,0.0,negative,-0.9944
12230,Star Of The Show,Thomas Rhett,1.0,positive,0.9931
12231,Starboy,"The Weeknd, Daft Punk",1.0,negative,-0.9883
12232,Stars,Skillet,0.0,negative,-0.9183
12233,Start A Fire,John Legend,0.0,positive,0.9833
12234,Starving,"Hailee Steinfeld, Grey, Zedd",1.0,negative,-0.8251
12235,Stay Downtown,Cole Swindell,0.0,positive,0.9829
12236,Steve McQueen,Brian Fallon,0.0,positive,0.836
12237,Stick To Your Guns,Sick Puppies,0.0,positive,0.9693
12238,Still Brazy,YG,0.0,negative,-0.9998
12239,Still Breathing,Green Day,0.0,positive,0.9419
12240,"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,0.0,positive,0.997
12241,Still Feel Gone,Joey Landreth,0.0,positive,0.9999
12242,Still Feels Like Mexico,"Ronnie Dunn, Reba McEntire",0.0,positive,0.9965
12243,Still Here,Drake,1.0,positive,0.9917
12244,Still Waiting,Tom Chaplin,0.0,negative,-0.9194
12245,Stockholm,Judah & the Lion,0.0,negative,-0.8698
12246,Stole the Show,"Kygo, Parson James",0.0,positive,0.9888
12247,Stop Where You Are,Corinne Bailey Rae,0.0,positive,0.9349
12248,Straight for the Heart,Lucifer's Friend,0.0,positive,1.0
12249,Straight Outta Cold Beer,Blake Shelton,0.0,positive,0.6597
12250,Stranger To Stranger,Paul Simon,0.0,positive,0.9978
12251,Street Angel,Paul Simon,0.0,positive,0.9455
12252,Strive (feat. Missy Elliott),"A$AP Ferg, Missy Elliott",0.0,positive,0.9943
12253,Stronghold,Testament,0.0,positive,0.9252
12254,Stunt Queen,Bloc Party,0.0,positive,0.985
12255,Stupid Girl,Jennifer Nettles,0.0,negative,-0.9733
12256,Subways,The Avalanches,0.0,negative,-0.9763
12257,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",1.0,negative,-0.9989
12258,Sugar Daddy - Theme from Vinyl,"Sturgill Simpson, Vinyl on HBO",0.0,positive,0.9887
12259,Suit And Jacket,Judah & the Lion,0.0,positive,0.5255
12260,Sullen Mind,Ryley Walker,0.0,negative,-0.9847
12261,Summer,Cassadee Pope,0.0,positive,0.9983
12262,Summer Nights,"Tiësto, John Legend",0.0,negative,-0.7958
12263,Summer Sixteen,Drake,1.0,negative,-0.9616
12264,Summer Was A Day,Pete Yorn,0.0,positive,0.5891
12265,Summer's Almost Gone,The Temper Trap,0.0,negative,-0.922
12266,Summers Over Interlude,"Drake, Majid Jordan",0.0,negative,-0.5931
12267,Summing the Wretch,Animal Collective,0.0,negative,-0.9351
12268,Sun Don't Let Me Down,"Keith Urban, Nile Rodgers, Pitbull",0.0,positive,0.9953
12269,Sunday,Iggy Pop,0.0,negative,-0.994
12270,Sunday Morning,Kaiser Chiefs,0.0,positive,0.9642
12271,Sunday Morning,Parmalee,0.0,positive,0.9638
12272,Sunny Disposition,Avenged Sevenfold,0.0,positive,0.99
12273,Sunshine (feat. Dan Harkna) - Radio Edit,"TIEKS, Dan Harkna",0.0,positive,0.9991
12274,Super Natural (feat. Carly Rae Jepsen),"Danny L Harle, Carly Rae Jepsen",0.0,positive,0.9968
12275,Super Powers,Lil Durk,0.0,positive,0.9996
12276,Superlove,Tinashe,0.0,positive,0.9992
12277,Superman,Rachel Platten,0.0,positive,0.7717
12278,Supernova,Candlebox,0.0,positive,0.9053
12279,Sure and Certain,Jimmy Eat World,0.0,positive,0.804
12280,Sure Feels Good,Phil Vassar,0.0,positive,0.9999
12281,Surefire,John Legend,0.0,positive,0.63
12282,Surrender Under Protest,Drive-By Truckers,0.0,negative,-0.932
12283,Survivor,Zach Williams,0.0,positive,0.9944
12284,Suzerain,Anthrax,0.0,neutral,-0.3568
12285,Swang,Rae Sremmurd,1.0,negative,-0.8973
12286,Sweet Architect,Emeli Sandé,0.0,neutral,-0.1869
12287,Sweet Design,Sia,0.0,positive,0.9822
12288,"Sweet Dreams, TN","The Last Shadow Puppets, Alex Turner, Miles Kane",0.0,positive,0.8426
12289,Sweet Poison,"Dragonette, Dada",0.0,negative,-0.9812
12290,Symptom of Terminal Illness,The Dillinger Escape Plan,0.0,positive,0.9849
12291,Take A Break - Interlude,!llmind,0.0,positive,0.926
12292,Take Control,Slaves,0.0,negative,-0.9042
12293,Take Cover,Evanescence,0.0,positive,0.6339
12294,Take It All Back 2.0,Judah & the Lion,0.0,positive,0.9858
12295,Take It From Me,KONGOS,0.0,positive,0.9603
12296,Take It Out on Me,White Lies,0.0,positive,0.9857
12297,Take It There,"Massive Attack, Tricky, 3D",0.0,negative,-0.9458
12298,Take Me,Korn,0.0,positive,0.7061
12299,Take Me Down,The Pretty Reckless,0.0,negative,-0.9992
12300,Take Me To Heaven,Filter,0.0,positive,0.9933
12301,Take Me To The Alley,Gregory Porter,0.0,neutral,0.0772
12302,Take The Chance,Mo Pitney,0.0,neutral,-0.1431
12303,Take Us Back,Mavis Staples,0.0,positive,0.9992
12304,Takin' It as It Comes (with Jerry Jeff Walker),"Randy Rogers Band, Jerry Jeff Walker",0.0,positive,0.9609
12305,Talking to You,Izzy Bizu,0.0,positive,0.996
12306,Target,Graham Nash,0.0,positive,0.8625
12307,Team,Iggy Azalea,1.0,positive,0.9791
12308,Tear You Up,The Pineapple Thief,0.0,neutral,-0.2846
12309,Tears (feat. Louisa Johnson),"Clean Bandit, Louisa",0.0,negative,-0.9937
12310,Teenage Fantasy,Jorja Smith,0.0,neutral,-0.3208
12311,Tell Me What I Don't Know,Danny Brown,0.0,negative,-0.9838
12312,Tell Me What You Need,Alex Clare,0.0,neutral,-0.1835
12313,Tell Me Why,Lucifer's Friend,0.0,positive,0.9999
12314,Temple,"Baauer, M.I.A., G-DRAGON",0.0,positive,0.961
12315,Tenderly,"Emeli Sandé, Joel Sande, The Serenje Choir",0.0,positive,0.9994
12316,Tequila Eyes,Randy Rogers Band,0.0,negative,-0.6144
12317,Terrified,Childish Gambino,0.0,negative,-0.9954
12318,Tescoland,Jamie T,0.0,positive,0.8801
12319,Testify,"Hifi Sean, Crystal Waters",0.0,positive,0.9986
12320,Texas Is Forever,Pierce The Veil,0.0,negative,-0.9333
12321,That Ain’t Country,Aaron Lewis,0.0,negative,-0.9132
12322,That Could Still Be Us,Keith Urban,0.0,positive,0.6059
12323,That Love,The Kills,0.0,positive,0.8463
12324,THat Part,"ScHoolboy Q, Kanye West",1.0,negative,-0.9981
12325,That's My Girl,Fifth Harmony,0.0,negative,-0.8832
12326,That's What I Like,Bruno Mars,1.0,positive,0.9985
12327,The Ballad Of Me And My Brain,The 1975,0.0,negative,-0.976
12328,The Bliss,Volbeat,0.0,neutral,-0.4215
12329,The Bullfighter,Luke Bell,0.0,positive,0.985
12330,The Chaser,Twin Atlantic,0.0,positive,0.9869
12331,The City,David Crosby,0.0,positive,0.987
12332,The Comin' Round Is Going Through,Bonnie Raitt,0.0,positive,0.9136
12333,The Community of Hope,PJ Harvey,0.0,positive,0.9961
12334,The Condition,The Devil Wears Prada,0.0,negative,-0.5106
12335,The Currents,Bastille,0.0,positive,0.8936
12336,The Devil's Bleeding Crown,Volbeat,0.0,negative,-0.6416
12337,The Devil's In The Temple - Live From The London Palladium,Bon Jovi,0.0,positive,0.7077
12338,The Dictator Decides,Pet Shop Boys,0.0,positive,0.7788
12339,The Dream Synopsis,"The Last Shadow Puppets, Alex Turner, Miles Kane",0.0,positive,0.6769
12340,The Duke,Lamb of God,0.0,positive,0.9882
12341,The Empty Chair,Sting,0.0,negative,-0.8761
12342,The End,In Flames,0.0,negative,-0.9247
12343,The End Is Beautiful,Jimmy Eat World,0.0,positive,0.9872
12344,the ends,Travis Scott,0.0,positive,0.9183
12345,The Fighter,"Keith Urban, Carrie Underwood",1.0,negative,-0.9872
12346,The Fighters,LOCASH,0.0,positive,0.9299
12347,The Getaway,Red Hot Chili Peppers,0.0,positive,0.99
12348,Ghosts of Highway 20,Lucinda Williams,0.0,neutral,-0.2644
12349,"The Good, the Bad and the Dirty",Panic! At The Disco,0.0,positive,0.8968
12350,The Great Deceit,Killswitch Engage,0.0,negative,-0.9821
12351,The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",1.0,positive,0.9999
12352,The Grow up Song,The Dandy Warhols,0.0,neutral,0.3919
12353,The Hunger,Of Mice & Men,0.0,negative,-0.8429
12354,The Hunter,Red Hot Chili Peppers,0.0,negative,-0.7901
12355,The Hustle,Lambchop,0.0,positive,0.9929
12356,The Isle Of Arran,Loyle Carner,0.0,negative,-0.9939
12357,The Last Hero,Alter Bridge,0.0,positive,0.9818
12358,The Lie,Of Mice & Men,0.0,negative,-0.8122
12359,The Life,Fifth Harmony,0.0,positive,0.9967
12360,The Long Goodbye,Barry Gibb,0.0,positive,0.6753
12361,The Longest Wave,Red Hot Chili Peppers,0.0,positive,0.9875
12362,The Love We’re Hoping For,Jake Bugg,0.0,positive,0.9916
12363,The Mack,"Nevada, Mark Morrison, Fetty Wap",0.0,negative,-0.9205
12364,The Madness,Art of Anarchy,0.0,negative,-0.9128
12365,The Middle Ages,Mary Chapin Carpenter,0.0,positive,0.8824
12366,The Ministry of Social Affairs,PJ Harvey,0.0,positive,0.9524
12367,The New Cupid,"BJ The Chicago Kid, Kendrick Lamar",0.0,positive,0.9995
12368,"The New Kings, Ii: Russia's Locked Doors",Marillion,0.0,positive,0.6956
12369,The Noisy Eater,The Avalanches,0.0,positive,0.99
12370,The Numbers,Radiohead,0.0,positive,0.9098
12371,The Ones We Couldn't Be,Bonnie Raitt,0.0,neutral,-0.2689
12372,The Only One Who Gets Me,Charles Kelley,0.0,positive,0.9894
12373,The Only Thing That Matters,blink-182,0.0,negative,-0.7059
12374,The Other Side,Alter Bridge,0.0,negative,-0.9943
12375,The Party’s Over,Prophets Of Rage,0.0,negative,-0.9824
12376,The Pin,The Goo Goo Dolls,0.0,negative,-0.6036
12377,The Pop Kids,Pet Shop Boys,0.0,positive,0.9984
12378,The Rambler,Black Stone Cherry,0.0,positive,0.9456
12379,The Real Thing,"Martina McBride, Buddy Miller",0.0,positive,0.6921
12380,The Resume,"BJ The Chicago Kid, Big K.R.I.T.",0.0,negative,-0.9056
12381,The River (Come On Down),"Hillary Scott & The Scott Family, Sharon White, Cheryl White",0.0,positive,0.9783
12382,The Riverbank,Paul Simon,0.0,negative,-0.6281
12383,The Ship,Brian Eno,0.0,positive,0.9626
12384,The Shooting Star,Gojira,0.0,positive,0.9362
12385,The Skies Will Break,Corinne Bailey Rae,0.0,positive,0.9867
12386,The Sound,The 1975,0.0,positive,0.9949
12387,The Space Program,A Tribe Called Quest,0.0,negative,-0.9923
12388,The Stage,Avenged Sevenfold,0.0,positive,0.5825
12389,The Story,LeAnn Rimes,0.0,neutral,0.4215
12390,The Threat Is Real,Megadeth,0.0,negative,-0.9954
12391,Violent Sleep of Reason,Meshuggah,0.0,negative,-0.9872
12392,The Way Back,Funeral Suits,0.0,negative,-0.9873
12393,The Way God Made Me,MAGIC!,0.0,positive,0.9991
12394,The Weekend,Brantley Gilbert,1.0,neutral,0.4599
12395,The Werewolf,Paul Simon,0.0,neutral,0.4498
12396,The Wheel,PJ Harvey,0.0,negative,-0.8862
12397,The Wilde Flowers,Opeth,0.0,negative,-0.9758
12398,The Work,"Speech Debelle, Miss Baby Sol",0.0,positive,0.9978
12399,The World Is On Fire,Ed Harcourt,0.0,positive,0.9258
12400,The Wozard Of Iz,The Avalanches,0.0,positive,0.9707
12401,Then There's You,Charlie Puth,0.0,positive,0.9988
12402,Therapy Session,NF,0.0,positive,0.9978
12403,There Will Be Time,"Mumford & Sons, Baaba Maal",0.0,positive,0.9965
12404,There’s A Girl,Trent Harmon,0.0,positive,0.8955
12405,There's Alot Going On,VIC MENSA,0.0,negative,-0.9956
12406,These Creatures,"Jean-Michel Jarre, Julia Holter",0.0,positive,0.9838
12407,These Days,Wet,0.0,neutral,-0.4529
12408,They Don't Know,Jason Aldean,1.0,positive,0.8709
12409,They Don't Make Anything In That Town,Donovan Woods,0.0,neutral,0.4978
12410,They Don’t Own Me,Richard Ashcroft,0.0,positive,0.8063
12411,Thiago Silva,"Dave, AJ Tracey",0.0,positive,0.9971
12412,Thick as Thieves,The Temper Trap,0.0,negative,-0.8405
12413,Thick Of It,Mary J. Blige,0.0,positive,0.9983
12414,Think It Over,"Islander, HR",0.0,positive,0.9792
12415,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",1.0,positive,0.8938
12416,This House Is Not For Sale - Live From The London Palladium,Bon Jovi,0.0,positive,0.8248
12417,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,0.0,positive,0.9311
12418,This Path Tonight,Graham Nash,0.0,positive,0.9393
12419,This Plane Don't Go There,Jason Aldean,0.0,neutral,-0.1869
12420,This Ride,Shovels & Rope,0.0,negative,-0.7311
12421,This Ticonderoga,Red Hot Chili Peppers,0.0,positive,0.9803
12422,This Town,Niall Horan,1.0,positive,0.9239
12423,This Town,Ashley Riley,0.0,positive,0.9998
12424,This Town Gets Around,Margo Price,0.0,positive,0.8739
12425,Three Bulleits,The Temperance Movement,0.0,negative,-0.8558
12426,Three Days In Bed,Jennifer Nettles,0.0,positive,0.895
12427,Three Kids No Husband,Brandy Clark,0.0,negative,-0.8862
12428,Three Packs a Day,Courtney Barnett,0.0,positive,0.6331
12429,Through It All (feat. Timbaland),"Tamela Mann, Timbaland",0.0,neutral,-0.2688
12430,Through the Eyes of a Child,AURORA,0.0,positive,0.6856
12431,through the late night,Travis Scott,0.0,positive,0.9939
12432,Thunder in the Rain,Kane Brown,0.0,positive,0.9763
12433,Thy Will,Hillary Scott & The Scott Family,0.0,positive,0.9734
12434,Tiimmy Turner,Desiigner,1.0,negative,-0.9994
12435,"Till The End - From ""Me Before You""",Jessie Ware,0.0,positive,0.9953
12436,Time for Bedlam,Deep Purple,0.0,negative,-0.969
12437,Time Served,Joey Landreth,0.0,positive,0.9999
12438,Timeless,James Blake,0.0,positive,0.7184
12439,Tin Man,Miranda Lambert,0.0,neutral,-0.2295
12440,Interlude: Tina Taught Me,Solange,0.0,neutral,0.3983
12441,Tinfoil Boy,Jamie T,0.0,positive,0.9707
12442,Tiny Cities (feat. Beck),"Flume, Beck",0.0,negative,-0.9914
12443,To Her Door,Empire of the Sun,0.0,neutral,0.2158
12444,To The Hilt,BANKS,0.0,negative,-0.9865
12445,To The Key Of Evergreen,The Devil Wears Prada,0.0,positive,0.9611
12446,Today,Brad Paisley,1.0,positive,0.9799
12447,Together Stronger (C'mon Wales),Manic Street Preachers,0.0,positive,0.995
12448,Too Dumb to Die,Green Day,0.0,negative,-0.9931
12449,Too Good,"Drake, Rihanna",1.0,positive,0.9989
12450,Too Good to Say Goodbye,Bruno Mars,0.0,positive,0.9684
12451,Too Much Is Never Enough,Florence + The Machine,0.0,positive,0.9569
12452,Too Much Sauce (feat. Future & Lil Uzi Vert),"DJ ESCO, Future, Lil Uzi Vert",1.0,positive,0.9894
12453,Top of the World,Zayde Wølf,0.0,positive,0.9857
12454,Torches,Daughtry,0.0,positive,0.9919
12455,Torn Clean,Sleigh Bells,0.0,positive,0.987
12456,Touch,Little Mix,0.0,positive,0.9995
12457,Tractor,Granger Smith,0.0,positive,0.9558
12458,Train Wreck,James Arthur,0.0,negative,-0.8883
12459,Trainwreck,BANKS,0.0,neutral,0.2941
12460,Transparency,PARTYNEXTDOOR,0.0,positive,0.9978
12461,Trap Phone,"Belly, Jadakiss",0.0,negative,-0.9958
12462,Trapped,The Word Alive,0.0,negative,-0.9907
12463,Trash,Tyler Glenn,0.0,negative,-0.9639
12464,Traumatized,Grouplove,0.0,positive,0.9581
12465,Travelin’ Soldier,Aaron Lewis,0.0,negative,-1.0
12466,Traveling Light,Leonard Cohen,0.0,positive,0.9366
12467,Traveling Solves Everything,Violent Femmes,0.0,positive,0.8001
12468,Treat You Better - Ashworth Remix,"Shawn Mendes, Ashworth",0.0,positive,0.9937
12469,Treaty,Leonard Cohen,0.0,positive,0.7915
12470,Tree of Life,Funeral Suits,0.0,positive,0.9977
12471,Trippin’ on Your Love,Primal Scream,0.0,positive,0.9967
12472,Troubled Souls,Jack Savoretti,0.0,positive,0.9962
12473,Troubled Times,Green Day,0.0,neutral,-0.3586
12474,Truck,"Hifi Sean, Fred Schneider",0.0,negative,-0.9408
12475,True,Randy Houser,0.0,positive,0.9956
12476,True Sadness,The Avett Brothers,0.0,negative,-0.9341
12477,Truth,Gwen Stefani,0.0,positive,0.9979
12478,Truth in Your Eyes,Kiefer Sutherland,0.0,positive,0.9941
12479,Truthfully,DNCE,0.0,positive,0.997
12480,Try Everything,Shakira,1.0,negative,-0.9498
12481,Turn Off The Radio,A Day To Remember,0.0,neutral,-0.1999
12482,Twice,Catfish and the Bottlemen,0.0,negative,-0.9806
12483,Twin Thing,Pixie Geldof,0.0,positive,0.9964
12484,Twist,Nathan Sykes,0.0,positive,0.9957
12485,Two,Heart,0.0,positive,0.9879
12486,"Two Birds, One Stone",Drake,0.0,positive,0.9704
12487,Two Dead Cops,Parquet Courts,0.0,negative,-0.9937
12488,Two Vines,Empire of the Sun,0.0,positive,0.9715
12489,Two Way,"KT Tunstall, James Bay",0.0,negative,-0.552
12490,U With Me?,Drake,1.0,positive,0.966
12491,Uber Everywhere,MadeinTYO,1.0,positive,0.8667
12492,Ugly Lights,Miranda Lambert,0.0,negative,-0.9761
12493,Ultralight Beam,Kanye West,1.0,positive,0.9978
12494,Unbreakable,Chrisette Michele,0.0,positive,0.9761
12495,Under You,Nick Jonas,0.0,negative,-0.9965
12496,Underage,Jordan Rager,0.0,positive,0.9158
12497,Undertow,Lisa Hannigan,0.0,positive,0.987
12498,Undone,Bonnie Raitt,0.0,negative,-0.9701
12499,Unintended Consequence Of Love,Bonnie Raitt,0.0,positive,0.9945
12500,Universal Death Squad,Epica,0.0,neutral,0.4118
12501,Unstoppable,Sia,0.0,positive,0.991
12502,Until the Day,Killswitch Engage,0.0,negative,-0.9824
12503,untitled 01 | 08.19.2014.,Kendrick Lamar,0.0,positive,0.8045
12504,untitled 02 | 06.23.2014.,Kendrick Lamar,0.0,negative,-0.9777
12505,untitled 03 | 05.28.2013.,Kendrick Lamar,0.0,positive,0.9991
12506,untitled 04 | 08.14.2014.,Kendrick Lamar,0.0,positive,0.9806
12507,untitled 05 | 09.21.2014.,Kendrick Lamar,0.0,negative,-0.9705
12508,untitled 06 | 06.30.2014.,Kendrick Lamar,0.0,positive,0.9957
12509,untitled 07 | 2014 - 2016,Kendrick Lamar,0.0,negative,-0.9913
12510,untitled 08 | 09.06.2014.,Kendrick Lamar,0.0,negative,-0.9986
12511,Up All Night,Charlie Puth,0.0,negative,-0.9377
12512,Use My Heart,Miranda Lambert,0.0,neutral,0.3466
12513,Used,Strangers You Know,0.0,positive,0.9393
12514,Used to This (feat. Drake),"Future, Drake",1.0,positive,0.8784
12515,Valleys Of The Young,Andrew Bird,0.0,neutral,-0.1877
12516,Vaporize,Amos Lee,0.0,neutral,0.3525
12517,Versace on the Floor,Bruno Mars,1.0,positive,0.985
12518,Version of Me,Melanie C,0.0,positive,0.9933
12519,Vexatious,Candlebox,0.0,positive,0.9377
12520,Vice,Lisbon,0.0,positive,0.917
12521,Vice,Miranda Lambert,1.0,positive,0.9431
12522,Victorious,Wolfmother,0.0,positive,0.8243
12523,Views,Drake,0.0,positive,0.9793
12524,Ville Mentality,J. Cole,1.0,negative,-0.9967
12525,Violescent,Gone Is Gone,0.0,negative,-0.9786
12526,Voldemort,With Confidence,0.0,positive,0.9843
12527,Voodoo,Nick Jonas,0.0,positive,0.9901
12528,Voodoo in My Blood,"Massive Attack, Young Fathers",0.0,negative,-0.9896
12529,Vowels,Capital Cities,0.0,negative,-0.9313
12530,Vroom Vroom,Charli XCX,0.0,positive,0.9772
12531,Vulture,Iggy Pop,0.0,negative,-0.9981
12532,VW Van,Jake Owen,0.0,negative,-0.5065
12533,Wait a Minute (Remix),"PHresher, Remy Ma",0.0,negative,-0.999
12534,Waiting for the Thunder,Blackberry Smoke,0.0,negative,-0.9657
12535,Wake Up,Fetty Wap,1.0,positive,0.8907
12536,Wake Up The Sun,Edward Sharpe & The Magnetic Zeros,0.0,positive,0.5279
12537,Walkway Blues (feat. J Laser),"M83, J. Laser",0.0,neutral,-0.4491
12538,Wanna Know Remix (feat. Drake),"Dave, Drake",0.0,positive,0.995
12539,War,Sum 41,0.0,negative,-0.9359
12540,War Pain,"Omelly, Meek Mill",0.0,negative,-0.9987
12541,Warzone,T.I.,0.0,negative,-0.9785
12542,Warmth,Bastille,0.0,positive,0.9201
12543,Warning Call (Theme from Mirror's Edge Catalyst),CHVRCHES,0.0,negative,-0.5719
12544,Warpaint,Beach Slang,0.0,neutral,0.4859
12545,Waste A Moment,Kings of Leon,0.0,negative,-0.9457
12546,Wasted Time,Keith Urban,1.0,positive,0.7743
12547,Wasteland,Against The Current,0.0,positive,0.7096
12548,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,1.0,negative,-0.994
12549,Watch Me Do,Meghan Trainor,0.0,positive,0.9745
12550,Water (feat. Rostam),"Ra Ra Riot, Rostam",0.0,negative,-0.978
12551,The Water,"Anna Atkinson, David Occhipinti",0.0,positive,0.9987
12552,Water Rising,"Katy B, Mssingno, Geeneus",0.0,positive,0.9035
12553,Waves,Kanye West,1.0,negative,-0.9085
12554,Waving Goodbye,Sia,0.0,neutral,0.3216
12555,Way Back Home,Jennifer Nettles,0.0,positive,0.9348
12556,Way We Won't,Grandaddy,0.0,positive,0.6072
12557,Ways I Can't Tell,Crystal Fighters,0.0,negative,-0.9945
12558,We Carry On,Killswitch Engage,0.0,negative,-0.6932
12559,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",1.0,negative,-0.9952
12560,We Gon Ride,"Dreezy, Gucci Mane",0.0,negative,-0.9948
12561,We Got This,A Day To Remember,0.0,positive,0.9962
12562,We Never Met,Donovan Woods,0.0,positive,0.9748
12563,We Should Be Friends,Miranda Lambert,0.0,positive,0.9044
12564,We The People....,A Tribe Called Quest,1.0,negative,-0.9927
12565,We Turn Red,Red Hot Chili Peppers,0.0,neutral,0.4043
12566,We Will Not Go Quietly,Sixx:A.M.,0.0,negative,-0.9956
12567,Weaker Girl,BANKS,0.0,negative,-0.9992
12568,Weathered,Jack Garratt,0.0,negative,-0.8779
12569,Welcome to Earth (Pollywog),Sturgill Simpson,0.0,negative,-0.8877
12570,Welcome to the Show (feat. Laleh),"Adam Lambert, Laleh",0.0,positive,0.9983
12571,Welcome to Your Life - Gigamesh Remix,"Grouplove, Gigamesh",0.0,positive,0.9972
12572,Weston Road Flows,Drake,1.0,positive,0.9867
12573,What A Beautiful Name - Live,Hillsong Worship,0.0,positive,0.9954
12574,What Comes Naturally,Blackberry Smoke,0.0,positive,0.9844
12575,What I'm Trying to Tell You,The London Suede,0.0,negative,-1.0
12576,What If It Was Me,"Tech N9ne, Krizz Kaliko",0.0,negative,-0.9813
12577,What Ifs (feat. Lauren Alaina),"Kane Brown, Lauren Alaina",1.0,positive,0.9773
12578,What It Means,Drive-By Truckers,0.0,negative,-0.9911
12579,What Makes You Happy,Izzy Bizu,0.0,positive,0.9931
12580,What The Hell Did I Say,Dierks Bentley,0.0,negative,-0.9995
12581,What You Really Mean,Violent Femmes,0.0,positive,0.9853
12582,What You Talking About? - Claptone Remix,"Peter Bjorn and John, Claptone",0.0,negative,-0.8499
12583,What You Want,Tenth Avenue North,0.0,positive,0.9915
12584,What You're Doin' To Me,Bonnie Raitt,0.0,positive,0.9524
12585,When Children Cry,Lucifer's Friend,0.0,positive,1.0
12586,When Christmas Comes Around,Matt Terry,0.0,positive,0.996
12587,When I Met You,David Bowie,0.0,negative,-0.9846
12588,When In Disgrace With Fortune And Men's Eyes (Sonnet 29),"Rufus Wainwright, Florence Welch",0.0,positive,0.9585
12589,When In Love,Savages,0.0,positive,0.9978
12590,When It Rain,Danny Brown,0.0,negative,-0.998
12591,When the Bassline Drops,"Craig David, Big Narstie",0.0,positive,0.9948
12592,Sun Don't Shine,Drive-By Truckers,0.0,positive,0.991
12593,When We Were Lovers,Jack Savoretti,0.0,positive,0.9994
12594,When We Were Young,Passenger,0.0,positive,0.8628
12595,When We Were Young,"Anna Atkinson, David Occhipinti",0.0,positive,0.9993
12596,When Will I Return,Swans,0.0,neutral,0.327
12597,When You Are Young,The London Suede,0.0,positive,0.9999
