title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
Titanium,David Guetta Featuring Sia,2012-05-05,1,0lHAMNU8RGiIObScrsRgmP,2011-08-26,Titanium (feat. Sia),"['David Guetta', 'Sia']"
Another Round,Fat Joe Featuring Chris Brown,2012-05-05,1,3Rh3zDYanZFHaeXFT4Asps,2011,Another Round (feat. Chris Brown),"['Fat Joe', 'Chris Brown']"
Little Talks,Of Monsters And Men,2012-05-05,1,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,Little Talks,['Of Monsters and Men']
Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",2012-05-05,1,2lD4LsB3iQVnddkVM2RFAl,2012-01-01,Take It To The Head,"['DJ Khaled', 'Chris Brown', 'Rick Ross', 'Nicki Minaj', 'Lil Wayne']"
Time Is Love,Josh Turner,2012-05-05,1,2rg3yLJKN5Yl4JCHHkMgeC,2012-01-01,Time Is Love,['Josh Turner']
(Kissed You) Good Night,Gloriana,2012-05-05,1,0Rj68IX1WqAtceUZQGk7aa,2012-07-27,(Kissed You) Good Night,['Gloriana']
Way Too Cold,Kanye West Featuring DJ Khaled,2012-05-05,1,41Q6ZiY96aqNEraPOoM7iR,,,
Crew Love,Drake Featuring The Weeknd,2012-05-05,1,0V4l4GQhgnWQGtCWpvA7va,2011-11-15,Crew Love,"['Drake', 'The Weeknd']"
Got My Country On,Chris Cagle,2012-05-05,1,6EZgdjK4buOwWrmkTVbv7c,2012-06-26,Got My Country On,['Chris Cagle']
Sweet Love,Chris Brown,2012-05-05,1,3CScJ0ttMJ687s3rlLdrnV,2012-07-03,Sweet Love,['Chris Brown']
Ai Se Eu Te Pego,Michel Telo,2012-05-05,1,46aIq2GKW7Vr6i4g2Vvycd,,,
Fine By Me,Andy Grammer,2012-05-05,1,4wTChU0tU44TAMC0xcQizi,2011-06-14,Fine By Me,['Andy Grammer']
This Ole Boy,Craig Morgan,2012-05-05,1,29rfPTA47K0xyl1Pnf1YBw,2012-02-28,This Ole Boy,['Craig Morgan']
We Run The Night,Havana Brown Featuring Pitbull,2012-05-05,1,0mtPNQl5vePVwiI9Vykp7L,2011-01-01,We Run The Night,"['Havana Brown', 'Pitbull']"
Beers Ago,Toby Keith,2012-05-05,1,5MiRgE7Yta2jiOkVGHbiQC,2011-10-21,Beers Ago,['Toby Keith']
Eyes Wide Open,Gotye,2012-05-05,1,6h2q5GhVc9itEB6NqOEMd4,2011-01-01,Eyes Wide Open,['Gotye']
Tonight (Best You Ever Had),John Legend Featuring Ludacris,2012-05-05,1,17zF2ISrDrQdaULA8cxReK,2012-04-06,Tonight (Best You Ever Had) (feat. Ludacris),"['John Legend', 'Ludacris']"
Heart Attack,Trey Songz,2012-05-05,1,25CA8QVJQrh5R05UUCaODM,2012-08-17,Heart Attack,['Trey Songz']
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,2012-05-05,1,0XgyAhZ70xUnFpoPVEX9yM,2012-04-06,Think Like A Man (feat. Rick Ross),"['Jennifer Hudson', 'Ne-Yo', 'Rick Ross']"
Same Damn Time,Future,2012-05-05,1,2krzD9gBw8tI3fmFyCv4sR,2012-04-17,Same Damn Time,['Future']
Where Have You Been,Rihanna,2012-06-02,1,5WQQIDU3HRaMyPkob8mpFb,2011-11-18,Where Have You Been,['Rihanna']
Scream,Usher,2012-06-02,1,12eMQUn2GzfsfsQLH53M19,2012-06-12,Scream,['Usher']
"Work Hard, Play Hard",Wiz Khalifa,2012-06-02,1,1ms5tNNdPouTtcD2oVF9Oz,2012-12-04,"Work Hard, Play Hard",['Wiz Khalifa']
Come Over,Kenny Chesney,2012-06-02,1,6BCrbWBpb8d6KWmEqZ41tr,2012-06-19,Come Over,['Kenny Chesney']
No Lie,2 Chainz Featuring Drake,2012-06-02,1,6j9iyrrmqWlQZ5SD1hSTaq,2012-01-01,No Lie,"['2 Chainz', 'Drake']"
5-1-5-0,Dierks Bentley,2012-06-02,1,2WKCH4ISejDV9ad7iPp5XU,2012-01-01,5-1-5-0,['Dierks Bentley']
Tongue Tied,Grouplove,2012-06-02,1,0GO8y8jQk1PkHzS31d699N,2011-09-02,Tongue Tied,['Grouplove']
Wanted,Hunter Hayes,2012-06-02,1,0p1BcEcYVO3uk4KDf3gzkY,2011,Wanted,['Hunter Hayes']
Postcard From Paris,The Band Perry,2012-06-02,1,3xltN99Cj2KF5AZFhjDibh,2010-01-01,Postcard From Paris,['The Band Perry']
Why Ya Wanna,Jana Kramer,2012-06-02,1,08f0fHqZigPgPHCfRjk8SC,2012-06-01,Why Ya Wanna,['Jana Kramer']
Let's Go,Calvin Harris Featuring Ne-Yo,2012-06-02,1,4wkQmYpAaMe41Rc3sYZ7Vz,2012-10-29,Let's Go (feat. Ne-Yo),"['Calvin Harris', 'Ne-Yo']"
Nobody's Perfect,J. Cole Featuring Missy Elliott,2012-06-02,1,6Nw1WHydftZy2joT2nTiCR,2011-09-27,Nobody's Perfect,"['J. Cole', 'Missy Elliott']"
Both Of Us,B.o.B Featuring Taylor Swift,2012-06-02,1,3r9bgSJlJz2zlevcBRYXko,2012-04-27,Both of Us (feat. Taylor Swift),"['B.o.B', 'Taylor Swift']"
Whistle,Flo Rida,2012-06-02,1,3bC1ahPIYt1btJzSSEyyrF,2012-06-22,Whistle,['Flo Rida']
The Fighter,Gym Class Heroes Featuring Ryan Tedder,2012-06-02,1,77ZdAoTHYoF6Umo76HFD4m,2011-11-11,The Fighter (feat. Ryan Tedder),['Gym Class Heroes']
Angel Eyes,Love And Theft,2012-06-02,1,63w0QA1wiV7QhF9jeiHETF,2012-07-24,Angel Eyes,['Love and Theft']
Cowboys And Angels,Dustin Lynch,2012-06-02,1,5ksoJlQJtduEkwQTo7UN7X,2012-08-21,Cowboys and Angels,['Dustin Lynch']
Wide Awake,Katy Perry,2012-06-30,1,5JLv62qFIS1DR3zGEcApRt,2012-03-12,Wide Awake,['Katy Perry']
As Long As You Love Me,Justin Bieber Featuring Big Sean,2012-06-30,1,0pwYLVXVknPSGUQb39cePC,2012-06-15,As Long As You Love Me,"['Justin Bieber', 'Big Sean']"
Pontoon,Little Big Town,2012-06-30,1,2Gy3XMLbBxACZ4tXdFRGr7,2013-01-01,Pontoon,['Little Big Town']
Lemme See,Usher Featuring Rick Ross,2012-06-30,1,4MevEW6tsWrpmzPKaqK0Uw,2012-06-12,Lemme See (feat. Rick Ross),"['Usher', 'Rick Ross']"
How We Do (Party),Rita Ora,2012-06-30,1,05j9ehtmZsj8BL07s9rZ75,2012,How We Do (Party),['Rita Ora']
Ho Hey,The Lumineers,2012-06-30,1,0W4Kpfp1w2xkY3PrV714B7,2012-04-03,Ho Hey,['The Lumineers']
My Homies Still,Lil Wayne Featuring Big Sean,2012-06-30,1,1cji6jI9LQ5zaStXrydl7F,2013-01-01,My Homies Still,"['Lil Wayne', 'Big Sean']"
Want U Back,Cher Lloyd,2012-06-30,1,6E11E0lT5Zy7yb6iT3y8DN,2012-10-02,Want U Back,['Cher Lloyd']
For You,Keith Urban,2012-06-30,1,64bWFjtzBRVSllQz9H2RAY,2012-01-01,For You,['Keith Urban']
Chasing The Sun,The Wanted,2012-06-30,1,4b4c0oH7PtrPsI86drzgFs,2012-01-01,Chasing The Sun,['The Wanted']
Over,Blake Shelton,2012-06-30,1,2tE8dp7Xvhx9bfqHfqs0GJ,2011-07-11,Over,['Blake Shelton']
All Around The World,Justin Bieber Featuring Ludacris,2012-06-30,1,1Mg8vLBYwizu7AuhYQO64V,2012-06-15,All Around The World,"['Justin Bieber', 'Ludacris']"
She's So Mean,matchbox twenty,2012-06-30,1,2toY6JyyfKy9TwNk3Ou2XG,2012-08-31,She's so Mean,['Matchbox Twenty']
It's Time,Imagine Dragons,2012-06-30,1,6BtmXhTJMM9sBTHeYYASGz,2012-09-04,It's Time,['Imagine Dragons']
Glass,Thompson Square,2012-06-30,1,1jhgT2iu9vcwQy0ukJ8fgW,2011-02-08,Glass,['Thompson Square']
Hard To Love,Lee Brice,2012-06-30,1,6E9V9TRlVOLjenGjHemzEH,2012-04-24,Hard To Love,['Lee Brice']
Snap Backs & Tattoos,Driicky Graham,2012-06-30,1,1YTO55iUyFqx1QgcWXArLB,2012-03-20,Snap Backs & Tattoos,['Driicky Graham']
Gold On The Ceiling,The Black Keys,2012-06-30,1,5lN1EH25gdiqT1SFALMAq1,2011-12-06,Gold on the Ceiling,['The Black Keys']
Blow Me (One Last Kiss),P!nk,2012-08-04,1,4k80K0b6KZ2QjAYkXON7q6,2012-09-18,Blow Me (One Last Kiss),['P!nk']
Take A Little Ride,Jason Aldean,2012-08-04,1,2o5mwv7hvas1jdUg14Nihv,2012-10-16,Take A Little Ride,['Jason Aldean']
Good Time,Owl City & Carly Rae Jepsen,2012-08-04,1,1kPpge9JDLpcj15qgrPbYX,2012-01-01,Good Time,"['Owl City', 'Carly Rae Jepsen']"
Settle Down,No Doubt,2012-08-04,1,2l8GVqxJbVOBfYNSkwn5xA,2012-01-01,Settle Down,['No Doubt']
Dark Side,Kelly Clarkson,2012-08-04,1,2X1Z1k5wftCspyRLrqVCza,2011-10-24,Dark Side,['Kelly Clarkson']
Amen,Meek Mill Featuring Drake,2012-08-04,1,32UIpKdyGzgTPTO8e5ge5c,2012-10-26,Amen (feat. Drake),"['Meek Mill', 'Drake']"
Truck Yeah,Tim McGraw,2012-08-04,1,3crxySebCike4UZq4SvzxT,2012-01-01,Truck Yeah,['Tim McGraw']
The Wind,Zac Brown Band,2012-08-04,1,2Oa1dGCX3zBfnQKLk0TgTD,2012-07-06,The Wind,['Zac Brown Band']
Thinkin Bout You,Frank Ocean,2012-08-04,1,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,Thinkin Bout You,['Frank Ocean']
2 Reasons,Trey Songz Featuring T.I.,2012-08-04,1,6lgzJuBX3iqevLdtgNlyAU,2012-08-17,2 Reasons (feat. T.I.),"['Trey Songz', 'T.I.']"
Go Get It,T.I.,2012-08-04,1,2gPl93XdGnfKUykwxVHUYt,2012-12-18,Go Get It,['T.I.']
Runaways,The Killers,2012-08-04,1,62BxlOvQCjLNQA5ARA4Dug,2012-09-17,Runaways,['The Killers']
Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",2012-08-04,1,1BvTqJLeB9ZeGU01gFzJbh,2012-03-23,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)","['Wale', 'Rick Ross', 'Meek Mill', 'T-Pain']"
Don't Wake Me Up,Chris Brown,2012-08-04,1,18VfHIPaCo0s6FTi1Fnp6T,2012-07-03,Don't Wake Me Up,['Chris Brown']
One More Night,Maroon 5,2012-08-04,1,4XNrMwGx1SqP01sqkGTDmo,2012-01-01,One More Night,['Maroon 5']
Blown Away,Carrie Underwood,2012-08-04,1,0vFMQi8ZnOM2y8cuReZTZ2,2012-05-01,Blown Away,['Carrie Underwood']
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",2012-08-04,1,3Jv1XgMPVjdN5xGfnRJ20s,2013-01-01,Pop That,"['French Montana', 'Rick Ross', 'Drake', 'Lil Wayne']"
50 Ways To Say Goodbye,Train,2012-08-04,1,2NniAhAtkRACaMeYt48xlD,2012-04-17,50 Ways to Say Goodbye,['Train']
Promises,NERO,2012-08-04,1,7569Hbv0FUS7vjkdGvdgeZ,2011,Promises - Skrillex & Nero Remix,['NERO']
Something To Do With My Hands,Thomas Rhett,2012-08-04,1,6iWg88k0UH7BjBP2yWXM0i,2013-01-01,Something To Do With My Hands,['Thomas Rhett']
Mercy,Dave Matthews Band,2012-08-04,1,5rG2QR9q2D2csdKsyaJTdh,2012-09-11,Mercy,['Dave Matthews Band']
That's Why I Pray,Big & Rich,2012-08-04,1,6WDjQq0Noeji2O3bFfFsNW,2012-09-18,That's Why I Pray,['Big & Rich']
The A Team,Ed Sheeran,2012-08-04,1,1VdZ0vKfR5jneCmWIUAMxK,2011-09-09,The A Team,['Ed Sheeran']
Lovin' You Is Fun,Easton Corbin,2012-08-04,1,5qNkZdbdfL9tQm1ppZmUrW,2012-01-01,Lovin' You Is Fun,['Easton Corbin']
We Are Never Ever Getting Back Together,Taylor Swift,2012-09-01,1,0VwNdo84DaVYLIkbVO86ND,2012-10-22,We Are Never Ever Getting Back Together,['Taylor Swift']
Home,Phillip Phillips,2012-09-01,1,4rsW3WCZBGwhHfJWuHRwyT,2013-01-01,Home,['Phillip Phillips']
Pound The Alarm,Nicki Minaj,2012-09-01,1,0LohatbcUXRauoeMlR1jnS,2011-01-01,Pound The Alarm,['Nicki Minaj']
I Will Wait,Mumford & Sons,2012-09-01,1,0hm8rgOY17z7kQJlqGKbu7,2012-09-25,I Will Wait,['Mumford & Sons']
Adorn,Miguel,2012-09-01,1,25cUhiAod71TIQSNicOaW3,2012-09-28,Adorn,['Miguel']
Come Wake Me Up,Rascal Flatts,2012-09-01,1,5mCttXluvE0gaIArboAoFA,2012-01-01,Come Wake Me Up,['Rascal Flatts']
Fastest Girl In Town,Miranda Lambert,2012-09-01,1,6sXK2Fq7Ibi3SN6qYyQgIG,2011-11-01,Fastest Girl in Town,['Miranda Lambert']
Turn On The Lights,Future,2012-09-01,1,4U8hMes3PqpsLJBeMXD71p,2012-11-27,Turn On The Lights,['Future']
Yuck!,2 Chainz Featuring Lil Wayne,2012-09-01,1,0332p5aiaQ6vyomilcGSy4,2012-01-01,Yuck!,"['2 Chainz', 'Lil Wayne']"
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012-09-01,1,4kte3OcW800TPvOVgrLLj8,2012-01-01,Let Me Love You (Until You Learn To Love Yourself),['Ne-Yo']
The One That Got Away,Jake Owen,2012-09-01,1,7oizkVPKiJYU5CyTjrcVp0,2011-08-26,The One That Got Away,['Jake Owen']
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,2012-09-01,1,759b29QKmhaVSAuMp6AfWr,2012-01-01,Enough Of No Love,"['Keyshia Cole', 'Lil Wayne']"
Lamborghini Angels,Lupe Fiasco,2012-09-01,1,3n0Y5ZSF6FqzP2ZGW9Fh3D,2012-09-25,Lamborghini Angels,['Lupe Fiasco']
Neon,Chris Young,2012-09-01,1,575wNG8uXiF5jjaSdWqdxZ,2011-07-11,Neon,['Chris Young']
Wanted You More,Lady Antebellum,2012-09-01,1,129Q7yqxyiAz66mAd9BJgs,2011-09-13,Wanted You More,['Lady A']
Put It Down,Brandy Featuring Chris Brown,2012-09-01,1,6XDSSxwOntlKPkE6wVzucb,2012-10-15,Put It Down (feat. Chris Brown),"['Brandy', 'Chris Brown']"
Oh Love,Green Day,2012-09-01,1,1qIgyDoc2rwtq8w49jeWL8,2012-09-24,Oh Love,['Green Day']
Cruise,Florida Georgia Line Featuring Nelly,2012-09-01,1,0i5el041vd6nxrGEU8QRxy,2012-01-01,Cruise,['Florida Georgia Line']
Birthday Song,2 Chainz Featuring Kanye West,2012-09-01,1,5qkWTBmDmZjogwIvbKtJQv,2012-01-01,Birthday Song,"['2 Chainz', 'Kanye West']"
Gangnam Style,PSY,2012-10-06,1,03UrZgTINDqvnUMbbIMhql,2012-01-01,Gangnam Style (강남스타일),['PSY']
Clique,"Kanye West, Jay-Z, Big Sean",2012-10-06,1,65rRB2mspD309xE6YimZTl,2012-01-01,Clique,"['Kanye West', 'JAY-Z', 'Big Sean']"
Your Body,Christina Aguilera,2012-10-06,1,2pmtavvgqZN52EePYxutgk,2012-11-09,Your Body,['Christina Aguilera']
Kiss Tomorrow Goodbye,Luke Bryan,2012-10-06,1,4ZF2WDTBVFihfTkxfme8JE,2011-08-09,Kiss Tomorrow Goodbye,['Luke Bryan']
Girl On Fire,Alicia Keys Featuring Nicki Minaj,2012-10-06,1,4esOae7i4rqTbAu9o5Pxco,2012-11-18,Girl on Fire,['Alicia Keys']
Try,P!nk,2012-10-06,1,1jF7IL57ayN4Ity3jQqGu0,2012-09-18,Try,['P!nk']
Hello,Karmin,2012-10-06,1,7jO1boY6qwRjeu0EBtvDuu,2012-05-07,Hello,['Karmin']
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,2012-10-06,1,7EZPH9Px3gXlxD5KJDwtwc,2013-08-23,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),"['Juicy J', 'Lil Wayne', '2 Chainz']"
Feel Again,OneRepublic,2012-10-06,1,75hLNJfiXV5k2YGrbGEW51,2014-01-01,Feel Again,['OneRepublic']
Don't You Worry Child,Swedish House Mafia Featuring John Martin,2012-10-06,1,2V65y3PX4DkRhy1djlxd9p,2012-09-14,Don't You Worry Child - Radio Edit,"['Swedish House Mafia', 'John Martin']"
To The World,"Kanye West, R. Kelly",2012-10-06,1,3blnw5Z6v5yiGueFGgS6uB,2012-01-01,To The World,"['Kanye West', 'R. Kelly', 'Teyana Taylor']"
I Don't Like,Chief Keef Featuring Lil Reese,2012-10-06,1,2ikkgfIIM9kGKZCXzXnTpj,2012-01-01,I Don't Like,"['Chief Keef', 'Lil Reese']"
Creepin',Eric Church,2012-10-06,1,2krJlC7MXXpOdPipgc0TaS,2011-01-01,Creepin',['Eric Church']
Madness,Muse,2012-10-06,1,0c4IEciLCDdXEhhKxj4ThA,2012-09-24,Madness,['Muse']
No Worries,Lil Wayne Featuring Detail,2012-10-06,1,2DLsQuwxEdXt2yp54vw355,2013-01-01,No Worries,"['Lil Wayne', 'Detail']"
Swimming Pools (Drank),Kendrick Lamar,2012-10-06,1,6REbwUNlppTfcnV4d4ZoZi,2012-01-01,Swimming Pools (Drank),['Kendrick Lamar']
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",2012-10-06,1,3DpqHuPTyeHWEp3lN8G0oq,2012-01-01,Celebration,"['The Game', 'Chris Brown', 'Tyga', 'Wiz Khalifa', 'Lil Wayne']"
Finally Found You,Enrique Iglesias Featuring Sammy Adams,2012-10-06,1,0F6RPDtMi519sr7sl2gOVv,2012-01-01,Finally Found You,"['Enrique Iglesias', 'Sammy Adams']"
Dance For You,Beyonce,2012-10-06,1,7FiZqVOb86htTOt2GwDlKC,,,
Dive In,Trey Songz,2012-10-06,1,43hHjvaO9brl5t7ywedeyx,2012-08-17,Dive In,['Trey Songz']
Beautiful,Carly Rae Jepsen Featuring Justin Bieber,2012-10-06,1,52PiyZoav11ZSAoHPqSlzh,2012-01-01,Beautiful,"['Carly Rae Jepsen', 'Justin Bieber']"
Take A Walk,Passion Pit,2012-10-06,1,4Sfa7hdVkqlM8UW5LsSY3F,2012-07-23,Take a Walk,['Passion Pit']
Til My Last Day,Justin Moore,2012-10-06,1,3mHAyclWdtFASQuobdnDf8,2011-01-01,Til My Last Day,['Justin Moore']
Radioactive,Imagine Dragons,2012-10-06,1,4G8gkOterJn0Ywt6uhqbhp,2012-09-04,Radioactive,['Imagine Dragons']
Shinin' On Me,Jerrod Niemann,2012-10-06,1,56hUUEbFVeJXCmbdPfsy1T,2012-10-02,Shinin' On Me,['Jerrod Niemann']
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,2012-10-06,1,1f8UCzB3RqIgNkW7QIiIeP,2011-11-28,Heart Skips a Beat (feat. Rizzle Kicks),"['Olly Murs', 'Rizzle Kicks']"
Numb,Usher,2012-10-06,1,0IGqnANwfZgUFpoPRXQxFj,2012-06-12,Numb,['Usher']
Beer Money,Kip Moore,2012-10-06,1,61voPX1C71rhwynuLQyajo,2012-01-01,Beer Money,['Kip Moore']
Did It For The Girl,Greg Bates,2012-10-06,1,0d3P3GZGU7G3L1cIFLAbqj,2012-01-01,Did It For The Girl,['Greg Bates']
Die Young,Ke$ha,2012-11-03,1,3Q24nB1uSmsYgS6rjWW8Ac,,,
Diamonds,Rihanna,2012-11-03,1,1z9kQ14XBSN0r2v6fx4IdG,2012-01-01,Diamonds,['Rihanna']
State Of Grace,Taylor Swift,2012-11-03,1,5zyCYmiaVE5y26EZuwZbsw,2012-10-22,State Of Grace,['Taylor Swift']
Locked Out Of Heaven,Bruno Mars,2012-11-03,1,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,Locked out of Heaven,['Bruno Mars']
I Knew You Were Trouble.,Taylor Swift,2012-11-03,1,72jCZdH0Lhg93z6Z4hBjgj,2012-10-22,I Knew You Were Trouble.,['Taylor Swift']
I Cry,Flo Rida,2012-11-03,1,4bZd0nRuX8HyjeXAUBczvm,2012-06-22,I Cry,['Flo Rida']
Live While We're Young,One Direction,2012-11-03,1,6Vh03bkEfXqekWp7Y1UBRb,2012-11-12,Live While We're Young,['One Direction']
Skyfall,Adele,2012-11-03,1,6VObnIkLVruX4UVyxWhlqm,2012-10-04,Skyfall,['Adele']
Ball,T.I. Featuring Lil Wayne,2012-11-03,1,4XVfNwP88Hn9kSkXVnxj2S,2012-12-18,Ball (feat. Lil Wayne),"['T.I.', 'Lil Wayne']"
Catch My Breath,Kelly Clarkson,2012-11-03,1,5qxPabNDnJQ551Tf4v6k3j,2012-11-19,Catch My Breath,['Kelly Clarkson']
Anything Could Happen,Ellie Goulding,2012-11-03,1,7C7yqFTM0ncyJ04GIKrxdV,2012-01-01,Anything Could Happen,['Ellie Goulding']
Hall Of Fame,The Script Featuring will.i.am,2012-11-03,1,1X1DWw2pcNZ8zSub3uhlNz,2012-09-10,Hall of Fame (feat. will.i.am),"['The Script', 'will.i.am']"
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,2012-11-03,1,190jyVPHYjAqEaOGmMzdyk,2012-06-15,Beauty And A Beat,"['Justin Bieber', 'Nicki Minaj']"
Red,Taylor Swift,2012-11-03,1,0cITLOYn1Sv4q27zZPqlNK,2012-10-22,Red,['Taylor Swift']
Begin Again,Taylor Swift,2012-11-03,1,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22,Begin Again,['Taylor Swift']
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2012-11-03,1,7bYZBVrnRfqeaPbhRyEvK3,2012-10-09,Thrift Shop (feat. Wanz),"['Macklemore', 'Ryan Lewis', 'Wanz']"
Babel,Mumford & Sons,2012-11-03,1,7nhItJUpHMXJURhZNyXHJs,2012-09-25,Babel,['Mumford & Sons']
Southern Comfort Zone,Brad Paisley,2012-11-03,1,2lfmRyTLtsTCkLwMQcFSQk,2013-04-09,Southern Comfort Zone,['Brad Paisley']
How Country Feels,Randy Houser,2012-11-03,1,6aUhfNWYnMThF3TGtuYUUu,2013-01-22,How Country Feels,['Randy Houser']
Diced Pineapples,Rick Ross Featuring Wale & Drake,2012-11-03,1,27mF2eUbhExYWiOT0y9cuc,2012-01-01,Diced Pineapples,"['Rick Ross', 'Wale', 'Drake']"
Every Storm (Runs Out Of Rain),Gary Allan,2012-11-03,1,6s3dgEQgen7G85NtYUTEbD,2013,Every Storm (Runs Out Of Rain),['Gary Allan']
El Cerrito Place,Kenny Chesney,2012-11-03,1,13JngJc6J0ykO7Pq0gin35,2012-06-19,El Cerrito Place,['Kenny Chesney']
Goodbye In Her Eyes,Zac Brown Band,2012-11-03,1,7bcinCjd50wHDroef8TbEe,2012-07-06,Goodbye in Her Eyes,['Zac Brown Band']
Night Train,Jason Aldean,2012-11-03,1,5ytc87gcx6dZ4nWRNykinV,2012-10-16,Night Train,['Jason Aldean']
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",2012-11-03,1,6JVroX8e45PFqUKuVkLgPs,2012-10-02,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)","['DJ Drama', 'Jeremih', '2 Chainz', 'Meek Mill']"
Sweet Nothing,Calvin Harris Featuring Florence Welch,2012-11-03,1,24LS4lQShWyixJ0ZrJXfJ5,2012-10-29,Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']"
Ready Or Not,Bridgit Mendler,2012-11-03,1,5xvUgoVED1F4mBu8FL0HaW,2012-01-01,Ready or Not,['Bridgit Mendler']
Whispers In The Dark,Mumford & Sons,2012-11-03,1,0l58YQ6trzdxO3C9XFczZS,2012-09-25,Whispers in the Dark,['Mumford & Sons']
Va Va Voom,Nicki Minaj,2012-12-01,1,2jATUzETZL49e6SywauZKE,2012-01-01,Va Va Voom,['Nicki Minaj']
Little Things,One Direction,2012-12-01,1,0TAmnCzOtqRfvA38DDLTjj,2012-11-12,Little Things,['One Direction']
Better Dig Two,The Band Perry,2012-12-01,1,3z0a8G407NbxfjTRffvQiP,2013-01-01,Better Dig Two,['The Band Perry']
Don't Stop The Party,Pitbull Featuring TJR,2012-12-01,1,3Tu7uWBecS6GsLsL8UONKn,2012,Don't Stop the Party (feat. TJR),"['Pitbull', 'TJR']"
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,2012-12-01,1,7hn8Q8WAxFdL4aZ159GI7C,,,
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2012-12-01,1,4X5f3vT8MRuXF68pfjNte5,2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']"
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,2012-12-01,1,0h3DPHckCUqcWswjVMvdE9,2012-10-16,The Only Way I Know (with Luke Bryan and Eric Church),"['Jason Aldean', 'Luke Bryan', 'Eric Church']"
Wicked Games,The Weeknd,2012-12-01,1,6VwBbL8CzPiC4QV66ay7oR,2012-11-13,Wicked Games,['The Weeknd']
Tornado,Little Big Town,2012-12-01,1,3HvNzmI0hX2dXcE41lBMxi,2013-01-01,Tornado,['Little Big Town']
Don't Judge Me,Chris Brown,2012-12-01,1,0NG5gJzPHjYeQmqcmqfopN,2012-07-03,Don't Judge Me,['Chris Brown']
Ice,Kelly Rowland Featuring Lil Wayne,2012-12-01,1,0WjQu6qf7KlVWAb6JqICYd,2012-01-01,ICE,"['Kelly Rowland', 'Lil Wayne']"
Just A Fool,Christina Aguilera With Blake Shelton,2012-12-01,1,6nS1vMV1zs8c0Lk6mud78D,,,
Poetic Justice,Kendrick Lamar Featuring Drake,2012-12-01,1,2P3SLxeQHPqh8qKB6gtJY2,2012,Poetic Justice,"['Kendrick Lamar', 'Drake']"
Kiss You,One Direction,2012-12-01,1,4My8w8AA1JpG6E5SiAPvJL,2012-11-12,Kiss You,['One Direction']
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,2012-12-01,1,6MVdz8I7oYm86MRzZiOZa8,2012-10-26,Young & Gettin' It (feat. Kirko Bangz),"['Meek Mill', 'Kirko Bangz']"
I'm Different,2 Chainz,2012-12-01,1,6J5sxraPPZ4b0CVOGAgpXj,2012-01-01,I'm Different,['2 Chainz']
Scream & Shout,will.i.am & Britney Spears,2013-01-05,1,2iJuuzV8P9Yz0VSurttIV5,2013-01-01,Scream & Shout,"['will.i.am', 'Britney Spears']"
All I Want For Christmas Is You,Mariah Carey,2013-01-05,1,0bYg9bo50gSsH3LtXe2SQn,1994-11-01,All I Want for Christmas Is You,['Mariah Carey']
Daylight,Maroon 5,2013-01-05,1,6TwfdLbaxTKzQi3AgsZNzx,2012-01-01,Daylight,['Maroon 5']
Cry,Cassadee Pope,2013-01-05,1,4sBm1Ek1ieohxc8qmkBzjH,2012-01-01,Cry - The Voice Performance,['Cassadee Pope']
When I Was Your Man,Bruno Mars,2013-01-05,1,0nJW01T7XtvILxQgC5J7Wh,2012-12-07,When I Was Your Man,['Bruno Mars']
Remember You,Wiz Khalifa Featuring The Weeknd,2013-01-05,1,0g6mKqhGtUIEoLSmV8ozi8,2012-12-04,Remember You (feat. The Weeknd),"['Wiz Khalifa', 'The Weeknd']"
Somebody's Heartbreak,Hunter Hayes,2013-01-05,1,7EIbjRAv9K5ccoH4XivnTk,2011,Somebody's Heartbreak,['Hunter Hayes']
