"title","artist","hit"
"Danza Kuduro","Don Omar & Lucenzo",1
"The Story Of Us","Taylor Swift",1
"Don't Wanna Go Home","Jason Derulo",1
"My Man","Glee Cast",1
"Look It Up","Ashton Shepherd",1
"Jack Sparrow","The Lonely Island Featuring Michael Bolton",1
"Last Friday Night (T.G.I.F.)","Katy Perry",1
"How To Love","Lil Wayne",1
"Lighters","Bad Meets Evil Featuring Bruno Mars",1
"Remind Me","Brad Paisley Duet With Carrie Underwood",1
"You And Tequila","Kenny Chesney Featuring Grace Potter",1
"Every Teardrop Is A Waterfall","Coldplay",1
"Man Down","Rihanna",1
"Today Is Your Day","Shania Twain",1
"Best Thing I Never Had","Beyonce",1
"I Love You This Big","Scotty McCreery",1
"Out Of My Head","Lupe Fiasco Featuring Trey Songz",1
"Rain Over Me","Pitbull Featuring Marc Anthony",1
"Jolene","Vicci Martinez",1
"Take A Back Road","Rodney Atkins",1
"Keep Your Head Up","Andy Grammer",1
"Unusual","Trey Songz Featuring Drake",1
"Just Fishin'","Trace Adkins",1
"Stereo Hearts","Gym Class Heroes Featuring Adam Levine",1
"I Wanna Go","Britney Spears",1
"Black Horse And The Cherry Tree","Casey Weston",1
"See No More","Joe Jonas",1
"I'm Into You","Jennifer Lopez Featuring Lil Wayne",1
"Best Friend's Brother","Victorious Cast Featuring Victoria Justice",1
"Take Over Control","Afrojack Featuring Eva Simons",1
"Made In America","Toby Keith",1
"Love Done Gone","Billy Currington",1
"The Adventures Of Rain Dance Maggie","Red Hot Chili Peppers",1
"Moves Like Jagger","Maroon 5 Featuring Christina Aguilera",1
"Love You Like A Love Song","Selena Gomez & The Scene",1
"Otis","Jay Z Kanye West Featuring Otis Redding",1
"Skyscraper","Demi Lovato",1
"You Make Me Feel...","Cobra Starship Featuring Sabi",1
"Booty Wurk (One Cheek At A Time)","T-Pain Featuring Joey Galaxy",1
"Marvins Room","Drake",1
"Better With The Lights Off","New Boyz Feat. Chris Brown",1
"Here For A Good Time","George Strait",1
"God Gave Me You","Blake Shelton",1
"On My Level","Wiz Khalifa Featuring Too $hort",1
"Long Hot Summer","Keith Urban",1
"Mr. Saxobeat","Alexandra Stan",1
"Country Must Be Country Wide","Brantley Gilbert",1
"Someone Like You","Adele",1
"Save Me, San Francisco","Train",1
"Outlaw","50 Cent",1
"Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash",1
"Novacane","Frank Ocean",1
"Walk","Foo Fighters",1
"Pretty Girls","Iyaz Featuring Travie McCoy",1
"Quickie","Miguel",1
"Oh My","DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",1
"She Will","Lil Wayne Featuring Drake",1
"Cheers (Drink To That)","Rihanna",1
"Headlines","Drake",1
"You And I","Lady Gaga",1
"We Owned The Night","Lady Antebellum",1
"In The Dark","Dev",1
"Frick Park Market","Mac Miller",1
"It Girl","Jason Derulo",1
"Sparks Fly","Taylor Swift",1
"Nothing","The Script",1
"Baggage Claim","Miranda Lambert",1
"Gucci Gucci","Kreayshawn",1
"Who Gon Stop Me","Jay Z Kanye West",1
"Ni**as in Paris","Jay Z Kanye West",1
"Fish","Craig Campbell",1
"Don't Hold Your Breath","Nicole Scherzinger",1
"Don't Stop The Party","The Black Eyed Peas",1
"Sail","AWOLNATION",1
"Brighter Than The Sun","Colbie Caillat",1
"One More Drinkin' Song","Jerrod Niemann",1
"Till I'm Gone","Tinie Tempah Featuring Wiz Khalifa",1
"Faster","Matt Nathanson",1
"Not Over You","Gavin DeGraw",1
"Sexy And I Know It","LMFAO",1
"Mr. Know It All","Kelly Clarkson",1
"Fly","Nicki Minaj Featuring Rihanna",1
"Set Fire To The Rain","Adele",1
"Mirror","Lil Wayne Featuring Bruno Mars",1
"Police Dog Blues","Hugh Laurie",1
"That Way","Wale Featuring Jeremih & Rick Ross",1
"Love Don't Run","Steve Holy",1
"Work Out","J. Cole",1
"Blunt Blowin","Lil Wayne",1
"I Got Nothin'","Darius Rucker",1
"Beautiful People","Chris Brown Featuring Benny Benassi",1
"Body And Soul","Tony Bennett & Amy Winehouse",1
"All Your Life","The Band Perry",1
"Wet The Bed","Chris Brown Feat. Ludacris",1
"Mrs. Right","Mindless Behavior Featuring Diggy",1
"Let It Rain","David Nail Featuring Sarah Buxton",1
"Love On Top","Beyonce",1
"Cost Of Livin'","Ronnie Dunn",1
"Body 2 Body","Ace Hood Featuring Chris Brown",1
"Got 2 Luv U","Sean Paul Featuring Alexis Jordan",1
"You Don't Know Her Like I Do","Brantley Gilbert",1
"We Found Love","Rihanna Featuring Calvin Harris",1
"Make Me Proud","Drake Featuring Nicki Minaj",1
"Mistletoe","Justin Bieber",1
"5 O'Clock","T-Pain Featuring Wiz Khalifa & Lily Allen",1
"Young, Wild & Free","Snoop Dogg & Wiz Khalifa Featuring Bruno Mars",1
"Good Feeling","Flo Rida",1
"It Will Rain","Bruno Mars",1
"I Don't Want This Night To End","Luke Bryan",1
"Tattoos On This Town","Jason Aldean",1
"The One That Got Away","Katy Perry",1
"Keep Me In Mind","Zac Brown Band",1
"Strange Clouds","B.o.B Featuring Lil Wayne",1
"When We Stand Together","Nickelback",1
"Dance (A$$)","Big Sean Featuring Nicki Minaj",1
"Criminal","Britney Spears",1
"Drink In My Hand","Eric Church",1
"A Thousand Years","Christina Perri",1
"Party","Beyonce Featuring Andre 3000",1
"Countdown","Beyonce",1
"I'm Gonna Love You Through It","Martina McBride",1
"You The Boss","Rick Ross Featuring Nicki Minaj",1
"Dedication To My Ex (Miss That)","Lloyd Featuring Andre 3000 & Lil Wayne",1
"Domino","Jessie J",1
"Heartbeat","The Fray",1
"I Like It Like That","Hot Chelle Rae Featuring New Boyz",1
"Focused","Wale Featuring Kid Cudi",1
"Crawling Back To You","Daughtry",1
"Take Care","Drake Featuring Rihanna",1
"Rumour Has It / Someone Like You","Glee Cast",1
"You Da One","Rihanna",1
"The Motto","Drake Featuring Lil Wayne",1
"Red Solo Cup","Toby Keith",1
"If This Was A Movie","Taylor Swift",1
"Ours","Taylor Swift",1
"Lotus Flower Bomb","Wale Featuring Miguel",1
"Rumour Has It","Adele",1
"Levels","Avicii",1
"Hate Sleeping Alone","Drake",1
"You And  I / You And I","Glee Cast",1
"International Love","Pitbull Featuring Chris Brown",1
"I Can't Go For That / You Make My Dreams","Glee Cast",1
"Hit Me With Your Best Shot / One Way Or Another","Glee Cast",1
"Blackout","Breathe Carolina",1
"We'll Be Fine","Drake Featuring Birdman",1
"Shake It Out","Florence + The Machine",1
"HYFR (Hell Ya F*****g Right)","Drake Featuring Lil Wayne",1
"Reality","Kenny Chesney",1
"Lonely Boy","The Black Keys",1
"Footloose","Blake Shelton",1
"Marry The Night","Lady Gaga",1
"Stronger (What Doesn't Kill You)","Kelly Clarkson",1
"Shot For Me","Drake",1
"Sleazy Remix 2.0 Get Sleazier","Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",1
"Rack City","Tyga",1
"We Are Young","Glee Cast",1
"Tonight Is The Night","Outasight",1
"Can't Get Enough","J. Cole Featuring Trey Songz",1
"Alone With You","Jake Owen",1
"Bang Bang Pow Pow","T-Pain Featuring Lil Wayne",1
"You Gonna Fly","Keith Urban",1
"Better Than I Used To Be","Tim McGraw",1
"Bait A Hook","Justin Moore",1
"The Trouble With Girls","Scotty McCreery",1
"Storm Warning","Hunter Hayes",1
"Round Of Applause","Waka Flocka Flame Featuring Drake",1
"Camouflage","Brad Paisley",1
"Amen","Edens Edge",1
"Do They Know It's Christmas?","Glee Cast",1
"Tongue Tied","Grouplove",1
"A Woman Like You","Lee Brice",1
"Good Good Night","Roscoe Dash",1
"All I Want For Christmas Is You","Michael Buble",1
"Ass Back Home","Gym Class Heroes Featuring Neon Hitch",1
"Somebody That I Used To Know","Gotye Featuring Kimbra",1
"Strip","Chris Brown Featuring Kevin K-MAC McCall",1
"Moves Like Jagger / Jumpin' Jack Flash","Glee Cast",1
"Glad You Came","The Wanted",1
"The First Time Ever I Saw Your Face","Glee Cast",1
"I Won't Give Up","Jason Mraz",1
"T.H.E (The Hardest Ever)","will.i.am Featuring Mick Jagger & Jennifer Lopez",1
"Gotta Have It","Jay Z Kanye West",1
"Drive By","Train",1
"Lights","Ellie Goulding",1
"Kyoto","Skrillex Featuring Sirah",1
"Safe & Sound","Taylor Swift Featuring The Civil Wars",1
"Talk That Talk","Rihanna Featuring Jay-Z",1
"Dancin' Away With My Heart","Lady Antebellum",1
"Don't Stop (Color On The Walls)","Foster The People",1
"Mr. Wrong","Mary J. Blige Featuring Drake",1
"Love's Gonna Make It Alright","George Strait",1
"No Church In The Wild","Jay Z Kanye West Featuring Frank Ocean",1
"Part Of Me","Katy Perry",1
"I Will Always Love You","Whitney Houston",1
"Starships","Nicki Minaj",1
"Turn Up The Music","Chris Brown",1
"I Wanna Dance With Somebody (Who Loves Me)","Whitney Houston",1
"What Makes You Beautiful","One Direction",1
"Greatest Love Of All","Whitney Houston",1
"Give Me All Your Luvin'","Madonna Featuring Nicki Minaj & M.I.A.",1
"Wild Ones","Flo Rida Featuring Sia",1
"How Will I Know","Whitney Houston",1
"Runaway Baby","Bruno Mars",1
"Princess Of China","Coldplay Featuring Rihanna",1
"Sorry For Party Rocking","LMFAO",1
"Banjo","Rascal Flatts",1
"Drink On It","Blake Shelton",1
"Feel So Close","Calvin Harris",1
"Ima Boss","Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",1
"Scary Monsters And Nice Sprites","Skrillex",1
"Stupid Hoe","Nicki Minaj",1
"Somethin' 'Bout A Truck","Kip Moore",1
"Bangarang","Skrillex Featuring Sirah",1
"Drank In My Cup","Kirko Bangz",1
"Raise Your Weapon","deadmau5 Featuring Greta Svabo Bech",1
"Call Me Maybe","Carly Rae Jepsen",1
"Good Girl","Carrie Underwood",1
"Birthday Cake","Rihanna Featuring Chris Brown",1
"Climax","Usher",1
"So Good","B.o.B",1
"Springsteen","Eric Church",1
"Fly Over States","Jason Aldean",1
"Ayy Ladies","Travis Porter Featuring Tyga",1
"Brokenhearted","Karmin",1
"UP!","LoveRance Featuring IamSu & Skipper or 50 Cent",1
"Drunk On You","Luke Bryan",1
"Changed","Rascal Flatts",1
"Everybody Talks","Neon Trees",1
"Some Nights","fun.",1
"Midnight City","M83.",1
"4 AM","Melanie Fiona",1
"Do It Like You","Diggy Featuring Jeremih",1
"No Hurry","Zac Brown Band",1
"Even If It Breaks Your Heart","Eli Young Band",1
"Sex Ain't Better Than Love","Trey Songz",1
"Leave You Alone","Young Jeezy Featuring Ne-Yo",1
"TTYLXOX","Bella Thorne",1
"Payphone","Maroon 5 Featuring Wiz Khalifa",1
"Eyes Open","Taylor Swift",1
"Dance Again","Jennifer Lopez Featuring Pitbull",1
"Burn It Down","Linkin Park",1
"Loud","Mac Miller",1
"Feel Like A Rock Star","Kenny Chesney & Tim McGraw",1
"Stay Schemin","Rick Ross Featuring Drake & French Montana",1
"Too Close","Alex Clare",1
"Beez In The Trap","Nicki Minaj Featuring 2 Chainz",1
"Back In Time","Pitbull",1
"Right By My Side","Nicki Minaj Featuring Chris Brown",1
"Give Your Heart A Break","Demi Lovato",1
"Cashin' Out","Ca$h Out",1
"Titanium","David Guetta Featuring Sia",1
"Another Round","Fat Joe Featuring Chris Brown",1
"Little Talks","Of Monsters And Men",1
"Take It To The Head","DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",1
"Time Is Love","Josh Turner",1
"(Kissed You) Good Night","Gloriana",1
"Way Too Cold","Kanye West Featuring DJ Khaled",1
"Crew Love","Drake Featuring The Weeknd",1
"Got My Country On","Chris Cagle",1
"Sweet Love","Chris Brown",1
"Ai Se Eu Te Pego","Michel Telo",1
"Fine By Me","Andy Grammer",1
"This Ole Boy","Craig Morgan",1
"We Run The Night","Havana Brown Featuring Pitbull",1
"Beers Ago","Toby Keith",1
"Eyes Wide Open","Gotye",1
"Tonight (Best You Ever Had)","John Legend Featuring Ludacris",1
"Heart Attack","Trey Songz",1
"Think Like A Man","Jennifer Hudson & Ne-Yo Featuring Rick Ross",1
"Same Damn Time","Future",1
"Where Have You Been","Rihanna",1
"Scream","Usher",1
"Work Hard, Play Hard","Wiz Khalifa",1
"No Lie","2 Chainz Featuring Drake",1
"5-1-5-0","Dierks Bentley",1
"Postcard From Paris","The Band Perry",1
"Why Ya Wanna","Jana Kramer",1
"Both Of Us","B.o.B Featuring Taylor Swift",1
"Whistle","Flo Rida",1
"The Fighter","Gym Class Heroes Featuring Ryan Tedder",1
"Angel Eyes","Love And Theft",1
"Cowboys And Angels","Dustin Lynch",1
"Wide Awake","Katy Perry",1
"As Long As You Love Me","Justin Bieber Featuring Big Sean",1
"Pontoon","Little Big Town",1
"Lemme See","Usher Featuring Rick Ross",1
"How We Do (Party)","Rita Ora",1
"Ho Hey","The Lumineers",1
"My Homies Still","Lil Wayne Featuring Big Sean",1
"Want U Back","Cher Lloyd",1
"Chasing The Sun","The Wanted",1
"All Around The World","Justin Bieber Featuring Ludacris",1
"She's So Mean","matchbox twenty",1
"It's Time","Imagine Dragons",1
"Glass","Thompson Square",1
"Hard To Love","Lee Brice",1
"Snap Backs & Tattoos","Driicky Graham",1
"Gold On The Ceiling","The Black Keys",1
"Blow Me (One Last Kiss)","P!nk",1
"Take A Little Ride","Jason Aldean",1
"Settle Down","No Doubt",1
"Dark Side","Kelly Clarkson",1
"Truck Yeah","Tim McGraw",1
"The Wind","Zac Brown Band",1
"Thinkin Bout You","Frank Ocean",1
"2 Reasons","Trey Songz Featuring T.I.",1
"Go Get It","T.I.",1
"Runaways","The Killers",1
"Bag Of Money","Wale Featuring Rick Ross, Meek Mill & T-Pain",1
"Don't Wake Me Up","Chris Brown",1
"One More Night","Maroon 5",1
"Blown Away","Carrie Underwood",1
"Pop That","French Montana Featuring Rick Ross, Drake, Lil Wayne",1
"50 Ways To Say Goodbye","Train",1
"Promises","NERO",1
"Something To Do With My Hands","Thomas Rhett",1
"That's Why I Pray","Big & Rich",1
"The A Team","Ed Sheeran",1
"Lovin' You Is Fun","Easton Corbin",1
"We Are Never Ever Getting Back Together","Taylor Swift",1
"Pound The Alarm","Nicki Minaj",1
"I Will Wait","Mumford & Sons",1
"Adorn","Miguel",1
"Come Wake Me Up","Rascal Flatts",1
"Fastest Girl In Town","Miranda Lambert",1
"Turn On The Lights","Future",1
"Yuck!","2 Chainz Featuring Lil Wayne",1
"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",1
"Enough Of No Love","Keyshia Cole Featuring Lil Wayne",1
"Lamborghini Angels","Lupe Fiasco",1
"Neon","Chris Young",1
"Wanted You More","Lady Antebellum",1
"Put It Down","Brandy Featuring Chris Brown",1
"Oh Love","Green Day",1
"Cruise","Florida Georgia Line Featuring Nelly",1
"Birthday Song","2 Chainz Featuring Kanye West",1
"Gangnam Style","PSY",1
"Clique","Kanye West, Jay-Z, Big Sean",1
"Kiss Tomorrow Goodbye","Luke Bryan",1
"Girl On Fire","Alicia Keys Featuring Nicki Minaj",1
"Try","P!nk",1
"Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz",1
"Feel Again","OneRepublic",1
"Don't You Worry Child","Swedish House Mafia Featuring John Martin",1
"To The World","Kanye West, R. Kelly",1
"I Don't Like","Chief Keef Featuring Lil Reese",1
"Creepin'","Eric Church",1
"Madness","Muse",1
"No Worries","Lil Wayne Featuring Detail",1
"Swimming Pools (Drank)","Kendrick Lamar",1
"Celebration","Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1
"Finally Found You","Enrique Iglesias Featuring Sammy Adams",1
"Dance For You","Beyonce",1
"Dive In","Trey Songz",1
"Take A Walk","Passion Pit",1
"Til My Last Day","Justin Moore",1
"Shinin' On Me","Jerrod Niemann",1
"Heart Skips A Beat","Olly Murs Featuring Chiddy Bang",1
"Beer Money","Kip Moore",1
"Did It For The Girl","Greg Bates",1
"Die Young","Ke$ha",1
"Diamonds","Rihanna",1
"State Of Grace","Taylor Swift",1
"Locked Out Of Heaven","Bruno Mars",1
"I Knew You Were Trouble.","Taylor Swift",1
"Live While We're Young","One Direction",1
"Skyfall","Adele",1
"Ball","T.I. Featuring Lil Wayne",1
"Catch My Breath","Kelly Clarkson",1
"Anything Could Happen","Ellie Goulding",1
"Hall Of Fame","The Script Featuring will.i.am",1
"Beauty And A Beat","Justin Bieber Featuring Nicki Minaj",1
"Red","Taylor Swift",1
"Begin Again","Taylor Swift",1
"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",1
"Babel","Mumford & Sons",1
"Southern Comfort Zone","Brad Paisley",1
"How Country Feels","Randy Houser",1
"Diced Pineapples","Rick Ross Featuring Wale & Drake",1
"Every Storm (Runs Out Of Rain)","Gary Allan",1
"El Cerrito Place","Kenny Chesney",1
"Goodbye In Her Eyes","Zac Brown Band",1
"Night Train","Jason Aldean",1
"My Moment","DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",1
"Sweet Nothing","Calvin Harris Featuring Florence Welch",1
"Ready Or Not","Bridgit Mendler",1
"Whispers In The Dark","Mumford & Sons",1
"Va Va Voom","Nicki Minaj",1
"Better Dig Two","The Band Perry",1
"A Thousand Years (Part 2)","Christina Perri Featuring Steve Kazee",1
"F**kin Problems","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",1
"The Only Way I Know","Jason Aldean With Luke Bryan & Eric Church",1
"Wicked Games","The Weeknd",1
"Tornado","Little Big Town",1
"Don't Judge Me","Chris Brown",1
"Ice","Kelly Rowland Featuring Lil Wayne",1
"Just A Fool","Christina Aguilera With Blake Shelton",1
"Poetic Justice","Kendrick Lamar Featuring Drake",1
"Kiss You","One Direction",1
"Young & Gettin' It","Meek Mill Featuring Kirko Bangz",1
"I'm Different","2 Chainz",1
"Scream & Shout","will.i.am & Britney Spears",1
"Daylight","Maroon 5",1
"When I Was Your Man","Bruno Mars",1
"Remember You","Wiz Khalifa Featuring The Weeknd",1
"Somebody's Heartbreak","Hunter Hayes",1
"Love Sosa","Chief Keef",1
"One Of Those Nights","Tim McGraw",1
"Guap","Big Sean",1
"Rest Of My Life","Ludacris Featuring Usher & David Guetta",1
"All Gold Everything","Trinidad James",1
"Neva End","Future",1
"Two Black Cadillacs","Carrie Underwood",1
"Stubborn Love","The Lumineers",1
"Merry Go 'round","Kacey Musgraves",1
"Who Booty","Jonn Hart Featuring IamSU!",1
"Tip It On Back","Dierks Bentley",1
"King Wizard","Kid Cudi",1
"Representin'","Ludacris Featuring Kelly Rowland",1
"C'mon","Ke$ha",1
"Crying On A Suitcase","Casey James",1
"Suit & Tie","Justin Timberlake Featuring JAY Z",1
"Sure Be Cool If You Did","Blake Shelton",1
"Love Me","Lil Wayne Featuring Drake & Future",1
"Pour It Up","Rihanna",1
"Cups (Pitch Perfect's When I'm Gone)","Anna Kendrick",1
"I Drive Your Truck","Lee Brice",1
"Carry On","fun.",1
"Wild For The Night","A$AP Rocky Featuring Skrillex",1
"Long Live A$AP","A$AP Rocky",1
"Troublemaker","Olly Murs Featuring Flo Rida",1
"Battle Scars","Lupe Fiasco & Guy Sebastian",1
"If I Didn't Have You","Thompson Square",1
"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...","The Barden Bellas, The Treblemakers & The BU Harmonics",1
"Bellas Finals: Price Tag / Don't You (Forget About Me)...","The Barden Bellas",1
"Wagon Wheel","Darius Rucker",1
"Demons","Imagine Dragons",1
"Give It All We Got Tonight","George Strait",1
"Between The Raindrops","Lifehouse Featuring Natasha Bedingfield",1
"Harlem Shake","Baauer",1
"Started From The Bottom","Drake",1
"Mirrors","Justin Timberlake",1
"One Way Or Another (Teenage Kicks)","One Direction",1
"Feel This Moment","Pitbull Featuring Christina Aguilera",1
"Downtown","Lady Antebellum",1
"My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy",1
"Loveeeeeee Song","Rihanna Featuring Future",1
"R.I.P.","Young Jeezy Featuring 2 Chainz",1
"Mama's Broken Heart","Miranda Lambert",1
"Pirate Flag","Kenny Chesney",1
"Get Your Shine On","Florida Georgia Line",1
"Bugatti","Ace Hood Featuring Future & Rick Ross",1
"Dope","Tyga Featuring Rick Ross",1
"Just Give Me A Reason","P!nk Featuring Nate Ruess",1
"I Love It","Icona Pop Featuring Charli XCX",1
"Power Trip","J. Cole Featuring Miguel",1
"Love And War","Tamar Braxton",1
"She Don't Put It Down","Joe Budden Featuring Lil Wayne & Tank",1
"I Can Take It From There","Chris Young",1
"22","Taylor Swift",1
"Can't Hold Us","Macklemore & Ryan Lewis Featuring Ray Dalton",1
"Bad","Wale Featuring Tiara Thomas Or Rihanna",1
"#thatPOWER","will.i.am Featuring Justin Bieber",1
"Gone, Gone, Gone","Phillip Phillips",1
"Next To Me","Emeli Sande",1
"Pusher Love Girl","Justin Timberlake",1
"Highway Don't Care","Tim McGraw With Taylor Swift",1
"Molly","Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",1
"Kisses Down Low","Kelly Rowland",1
"Like Jesus Does","Eric Church",1
"We Still In This B****","B.o.B Featuring T.I. & Juicy J",1
"Rich As F**k","Lil Wayne Featuring 2 Chainz",1
"1994","Jason Aldean",1
"Show Out","Juicy J Featuring Big Sean & Young Jeezy",1
"Wop","J. Dash",1
"Bitch, Don't Kill My Vibe","Kendrick Lamar",1
"More Than Miles","Brantley Gilbert",1
"Clarity","Zedd Featuring Foxes",1
"DONE.","The Band Perry",1
"Anywhere With You","Jake Owen",1
"Karate Chop (Remix)","Future Featuring Lil Wayne",1
"Hey Pretty Girl","Kip Moore",1
"Beat This Summer","Brad Paisley",1
"Levitate","Hadouken!",1
"Gentleman","PSY",1
"Get Lucky","Daft Punk Featuring Pharrell Williams",1
"Come & Get It","Selena Gomez",1
"Boys 'round Here","Blake Shelton Featuring Pistol Annies & Friends",1
"Fine China","Chris Brown",1
"Crash My Party","Luke Bryan",1
"Fall Down","will.i.am Featuring Miley Cyrus",1
"I Want Crazy","Hunter Hayes",1
"Here's To Never Growing Up","Avril Lavigne",1
"The Other Side","Jason Derulo",1
"I Need Your Love","Calvin Harris Featuring Ellie Goulding",1
"High School","Nicki Minaj Featuring Lil Wayne",1
"U.O.E.N.O.","Rocko Featuring Future & Rick Ross",1
"Lego House","Ed Sheeran",1
"How Many Drinks?","Miguel",1
"I Hit It First","Ray J Featuring Bobby Brackins",1
"Wings","Little Mix",1
"If I Lose Myself","OneRepublic",1
"Same Love","Macklemore & Ryan Lewis Featuring Mary Lambert",1
"Blurred Lines","Robin Thicke Featuring T.I. + Pharrell",1
"Ready","Fabolous Featuring Chris Brown",1
"#Beautiful","Mariah Carey Featuring Miguel",1
"Young And Beautiful","Lana Del Rey",1
"Body Party","Ciara",1
"No New Friends (SFTB Remix)","DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",1
"Live It Up","Jennifer Lopez Featuring Pitbull",1
"Treasure","Bruno Mars",1
"Runnin' Outta Moonlight","Randy Houser",1
"A Little Party Never Killed Nobody (All We Got)","Fergie, Q-Tip & GoonRock",1
"Tapout","Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",1
"Safe And Sound","Capital Cities",1
"Jump Right In","Zac Brown Band",1
"I Am Beautiful","Candice Glover",1
"Little Bit Of Everything","Keith Urban",1
"All Over The Road","Easton Corbin",1
"Can't Shake You","Gloriana",1
"Really Don't Care","Demi Lovato Featuring Cher Lloyd",1
"People Like Us","Kelly Clarkson",1
"We Can't Stop","Miley Cyrus",1
"Love Somebody","Maroon 5",1
"Counting Stars","OneRepublic",1
"Don't Ya","Brett Eldredge",1
"New Slaves","Kanye West",1
"Crazy Kids","Ke$ha Featuring will.i.am Or Juicy J",1
"Redneck Crazy","Tyler Farr",1
"Black Skinhead","Kanye West",1
"We Own It (Fast & Furious)","2 Chainz & Wiz Khalifa",1
"Crooked Smile","J. Cole Featuring TLC",1
"Round Here","Florida Georgia Line",1
"Paper Doll","John Mayer",1
"Danny's Song","The Swon Brothers",1
"Hey Girl","Billy Currington",1
"Ooh La La","Britney Spears",1
"What About Love","Austin Mahone",1
"Point At You","Justin Moore",1
"Right Now","Rihanna Featuring David Guetta",1
"Blood On The Leaves","Kanye West",1
"Maybe It Was Memphis","Danielle Bradbery",1
"It Goes Like This","Thomas Rhett",1
"Bubble Butt","Major Lazer Featuring Bruno Mars, Tyga & Mystic",1
"Ain't Worried About Nothin","French Montana",1
"I Can't Tell You Why","The Swon Brothers",1
"Brave","Sara Bareilles",1
"Holy Grail","Jay Z Featuring Justin Timberlake",1
"Don't Drop That Thun Thun!","The FiNATTiCZ",1
"Take Back The Night","Justin Timberlake",1
"Summertime Sadness","Lana Del Rey & Cedric Gervais",1
"Wake Me Up!","Avicii",1
"The Heart Of Dixie","Danielle Bradbery",1
"Tom Ford","JAY-Z",1
"Red Nose","Sage The Gemini",1
"Royals","Lorde",1
"Miss Jackson","Panic! At The Disco Featuring Lolo",1
"Acapella","Karmin",1
"F*ckwithmeyouknowigotit","Jay Z Featuring Rick Ross",1
"I'm Out","Ciara Featuring Nicki Minaj",1
"Parking Lot Party","Lee Brice",1
"Made In The USA","Demi Lovato",1
"Feds Watching","2 Chainz Featuring Pharrell",1
"Hail To The King","Avenged Sevenfold",1
"Miss Movin' On","Fifth Harmony",1
"Beneath Your Beautiful","Labrinth Featuring Emeli Sande",1
"Play Hard","David Guetta Featuring Ne-Yo & Akon",1
"Sweater Weather","The Neighbourhood",1
"Goodbye Town","Lady Antebellum",1
"Wildfire","John Mayer",1
"HeadBand","B.o.B Featuring 2 Chainz",1
"LoveHate Thing","Wale Featuring Sam Dew",1
"Aw Naw","Chris Young",1
"Type Of Way","Rich Homie Quan",1
"Still Into You","Paramore",1
"Roar","Katy Perry",1
"Applause","Lady Gaga",1
"That's My Kind Of Night","Luke Bryan",1
"Best Song Ever","One Direction",1
"Hold On, We're Going Home","Drake Featuring Majid Jordan",1
"Gas Pedal","Sage The Gemini Featuring IamSu!",1
"Everything Has Changed","Taylor Swift Featuring Ed Sheeran",1
"Beware","Big Sean Featuring Lil Wayne & Jhene Aiko",1
"True Love","P!nk Featuring Lily Allen",1
"Southern Girl","Tim McGraw",1
"Mine Would Be You","Blake Shelton",1
"Turn The Night Up","Enrique Iglesias",1
"Love More","Chris Brown Featuring Nicki Minaj",1
"Let Her Go","Passenger",1
"This Is Gospel","Panic! At The Disco",1
"When I See This Bar","Kenny Chesney",1
"We Own The Night","The Wanted",1
"Pompeii","Bastille",1
"Your Side Of The Bed","Little Big Town",1
"Bruises","Train Featuring Ashley Monroe",1
"Vivir Mi Vida","Marc Anthony",1
"Wrecking Ball","Miley Cyrus",1
"Berzerk","Eminem",1
"Work B**ch!","Britney Spears",1
"The Fox","Ylvis",1
"Dark Horse","Katy Perry Featuring Juicy J",1
"Lolly","Maejor Ali Featuring Juicy J & Justin Bieber",1
"Give It 2 U","Robin Thicke Featuring Kendrick Lamar",1
"Gorilla","Bruno Mars",1
"Wu-Tang Forever","Drake",1
"TKO","Justin Timberlake",1
"A Light That Never Comes","Linkin Park X Steve Aoki",1
"We Were Us","Keith Urban And Miranda Lambert",1
"Sunny And 75","Joe Nichols",1
"Waiting For Superman","Daughtry",1
"I Luv This Sh*t","August Alsina Featuring Trinidad James",1
"Honest","Future",1
"Show Me","Kid Ink Featuring Chris Brown",1
"Drunk Last Night","Eli Young Band",1
"Propuesta Indecente","Romeo Santos",1
"You Make Me","Avicii",1
"Animals","Martin Garrix",1
"Wasting All These Tears","Cassadee Pope",1
"American Girl","Bonnie McKee",1
"Outta My Head","Craig Campbell",1
"Bounce It","Juicy J Featuring Wale & Trey Songz",1
"Carolina","Parmalee",1
